SEASON_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,PLAY_TYPE,TYPE_GROUPING,PERCENTILE,GP,POSS_PCT,PPP,FG_PCT,FT_POSS_PCT,TOV_POSS_PCT,SF_POSS_PCT,PLUSONE_POSS_PCT,SCORE_POSS_PCT,EFG_PCT,POSS,PTS,FGM,FGA,FGMX
42024,203484,Kentavious Caldwell-Pope,1610612753,ORL,Orlando Magic,Postup,Defensive,1.0,5,0.217,0.4,0.25,0.1,0.1,0.1,0.0,0.2,0.25,10,4,2,8,6
42024,1630183,Jaden McDaniels,1610612750,MIN,Minnesota Timberwolves,Postup,Defensive,0.963,15,0.043,0.6,0.286,0.1,0.2,0.1,0.0,0.3,0.286,10,6,2,7,5
42024,1628369,Jayson Tatum,1610612738,BOS,Boston Celtics,Postup,Defensive,0.846,8,0.13,0.7,0.375,0.1,0.1,0.1,0.0,0.4,0.375,10,7,3,8,5
42024,1628378,Donovan Mitchell,1610612739,CLE,Cleveland Cavaliers,Postup,Defensive,0.846,9,0.139,0.7,0.429,0.1,0.3,0.1,0.1,0.3,0.429,10,7,3,7,4
42024,1626167,Myles Turner,1610612754,IND,Indiana Pacers,Postup,Defensive,0.64,16,0.038,0.8,0.5,0.1,0.3,0.1,0.0,0.4,0.5,10,8,3,6,3
42024,1630598,Aaron Wiggins,1610612760,OKC,Oklahoma City Thunder,Postup,Defensive,0.64,15,0.13,0.8,0.286,0.2,0.1,0.2,0.0,0.4,0.286,10,8,2,7,5
42024,203471,Dennis Schröder,1610612765,DET,Detroit Pistons,Postup,Defensive,0.16,6,0.11,1.0,0.5,0.1,0.1,0.0,0.0,0.5,0.5,10,10,4,8,4
42024,1631096,Chet Holmgren,1610612760,OKC,Oklahoma City Thunder,Postup,Defensive,0.926,16,0.082,0.647,0.5,0.118,0.294,0.118,0.0,0.353,0.5,17,11,5,10,5
42024,1628404,Josh Hart,1610612752,NYK,New York Knicks,Postup,Defensive,0.889,18,0.096,0.688,0.357,0.188,0.063,0.188,0.125,0.375,0.357,16,11,5,14,9
42024,202709,Cory Joseph,1610612753,ORL,Orlando Magic,Postup,Defensive,0.481,5,0.333,0.846,0.417,0.077,0.0,0.077,0.0,0.462,0.417,13,11,5,12,7
42024,1629614,Andrew Nembhard,1610612754,IND,Indiana Pacers,Postup,Defensive,0.32,17,0.049,0.917,0.714,0.167,0.25,0.083,0.0,0.5,0.714,12,11,5,7,2
42024,1630169,Tyrese Haliburton,1610612754,IND,Indiana Pacers,Postup,Defensive,0.32,17,0.052,0.917,0.429,0.25,0.25,0.083,0.083,0.417,0.429,12,11,3,7,4
42024,1628392,Isaiah Hartenstein,1610612760,OKC,Oklahoma City Thunder,Postup,Defensive,0.32,16,0.054,0.917,0.4,0.167,0.083,0.167,0.083,0.417,0.4,12,11,4,10,6
42024,1627759,Jaylen Brown,1610612738,BOS,Boston Celtics,Postup,Defensive,0.16,11,0.083,1.0,0.5,0.091,0.0,0.091,0.0,0.545,0.5,11,11,5,10,5
42024,201950,Jrue Holiday,1610612738,BOS,Boston Celtics,Postup,Defensive,0.64,8,0.143,0.8,0.455,0.067,0.2,0.067,0.0,0.4,0.455,15,12,5,11,6
42024,1641717,Cason Wallace,1610612760,OKC,Oklahoma City Thunder,Postup,Defensive,0.259,17,0.076,0.923,0.6,0.077,0.154,0.077,0.0,0.462,0.6,13,12,6,10,4
42024,1628983,Shai Gilgeous-Alexander,1610612760,OKC,Oklahoma City Thunder,Postup,Defensive,0.444,17,0.08,0.867,0.125,0.4,0.067,0.2,0.0,0.467,0.125,15,13,1,8,7
42024,1628973,Jalen Brunson,1610612752,NYK,New York Knicks,Postup,Defensive,0.704,18,0.059,0.778,0.429,0.056,0.167,0.056,0.0,0.389,0.429,18,14,6,14,8
42024,202710,Jimmy Butler III,1610612744,GSW,Golden State Warriors,Postup,Defensive,0.16,11,0.126,1.0,0.583,0.0,0.143,0.0,0.0,0.5,0.583,14,14,7,12,5
42024,1627826,Ivica Zubac,1610612746,LAC,LA Clippers,Postup,Defensive,0.778,7,0.151,0.714,0.4,0.095,0.19,0.095,0.0,0.381,0.4,21,15,6,15,9
42024,1629622,Max Strus,1610612739,CLE,Cleveland Cavaliers,Postup,Defensive,0.038,9,0.159,1.154,0.6,0.154,0.077,0.154,0.0,0.615,0.6,13,15,6,10,4
42024,1631114,Jalen Williams,1610612760,OKC,Oklahoma City Thunder,Postup,Defensive,0.741,17,0.138,0.727,0.462,0.136,0.318,0.136,0.045,0.364,0.462,22,16,6,13,7
42024,203110,Draymond Green,1610612744,GSW,Golden State Warriors,Postup,Defensive,0.519,12,0.152,0.842,0.4,0.105,0.105,0.105,0.0,0.421,0.4,19,16,6,15,9
42024,202699,Tobias Harris,1610612765,DET,Detroit Pistons,Postup,Defensive,0.0,6,0.172,1.2,0.583,0.2,0.067,0.133,0.067,0.6,0.583,15,18,7,12,5
42024,1627783,Pascal Siakam,1610612754,IND,Indiana Pacers,Postup,Defensive,0.556,17,0.141,0.815,0.364,0.148,0.074,0.111,0.037,0.407,0.364,27,22,8,22,14
42024,1627936,Alex Caruso,1610612760,OKC,Oklahoma City Thunder,Postup,Defensive,0.407,17,0.157,0.885,0.45,0.192,0.077,0.115,0.038,0.462,0.45,26,23,9,20,11
42024,1628969,Mikal Bridges,1610612752,NYK,New York Knicks,Postup,Defensive,0.111,18,0.111,1.038,0.55,0.154,0.115,0.154,0.038,0.538,0.55,26,27,11,20,9
42024,1628401,Derrick White,1610612738,BOS,Boston Celtics,Postup,Defensive,0.038,11,0.167,1.154,0.632,0.154,0.154,0.154,0.038,0.577,0.632,26,30,12,19,7
