player,team,number,position,height,weight,last_attended,country,profile_url,is_active,is_free_agent,is_retired,headshot_url,birthdate,experience,legacy,draft_year,draft_round,draft_pick,draft_status,player_id
Max Christie,DAL,00,Guard,77.0,190.0,Michigan State,USA,https://www.nba.com/player/1631108/max-christie,True,False,False,"data:image/svg+xml;utf8,<svg xmlns='http://www.w3.org/2000/svg' viewBox='0 0 512 512'><circle cx='256' cy='160' r='112' fill='%23A0A0A0'/><path d='M256 304c-106 0-192 78-192 176 0 18 14 32 32 32h320c18 0 32-14 32-32 0-98-86-176-192-176z' fill='%23A0A0A0'/></svg>",1980-01-01,2.0,False,2022.0,2.0,35.0,Drafted,chrisma01
Anthony Davis,DAL,3,Forward-Center,82.0,253.0,Kentucky,USA,https://www.nba.com/player/203076/anthony-davis,True,False,False,https://cdn.nba.com/headshots/nba/latest/1040x760/203076.png,1980-01-01,12.0,False,2012.0,1.0,1.0,Drafted,davisan01
Spencer Dinwiddie,DAL,26,Guard,77.0,215.0,Colorado,USA,https://www.nba.com/player/203915/spencer-dinwiddie,True,False,False,https://cdn.nba.com/headshots/nba/latest/260x190/203957.png,1980-01-01,10.0,False,2014.0,2.0,38.0,Drafted,dinwisp01
Kessler Edwards,DAL,20,Forward,79.0,203.0,Pepperdine,USA,https://www.nba.com/player/1630556/kessler-edwards,True,False,False,https://cdn.nba.com/headshots/nba/latest/260x190/203957.png,1980-01-01,3.0,False,2021.0,2.0,44.0,Drafted,edwarke01
Danté Exum,DAL,0,Guard,77.0,214.0,Australian Institute of Sport,Australia,https://www.nba.com/player/203957/dante-exum,True,False,False,https://cdn.nba.com/headshots/nba/latest/260x190/1631108.png,1980-01-01,7.0,False,2014.0,1.0,5.0,Drafted,exumda010
Daniel Gafford,DAL,21,Forward-Center,82.0,265.0,Arkansas,USA,https://www.nba.com/player/1629655/daniel-gafford,True,False,False,https://cdn.nba.com/headshots/nba/latest/260x190/203957.png,1980-01-01,5.0,False,2019.0,2.0,38.0,Drafted,gaffoda01
Jaden Hardy,DAL,1,Guard,75.0,198.0,NBA G League Ignite,USA,https://www.nba.com/player/1630702/jaden-hardy,True,False,False,"data:image/svg+xml;utf8,<svg xmlns='http://www.w3.org/2000/svg' viewBox='0 0 512 512'><circle cx='256' cy='160' r='112' fill='%23A0A0A0'/><path d='M256 304c-106 0-192 78-192 176 0 18 14 32 32 32h320c18 0 32-14 32-32 0-98-86-176-192-176z' fill='%23A0A0A0'/></svg>",1980-01-01,2.0,False,2022.0,2.0,37.0,Drafted,hardyja01
Kyrie Irving,DAL,11,Guard,74.0,195.0,Duke,Australia,https://www.nba.com/player/202681/kyrie-irving,True,False,False,"data:image/svg+xml;utf8,<svg xmlns='http://www.w3.org/2000/svg' viewBox='0 0 512 512'><circle cx='256' cy='160' r='112' fill='%23A0A0A0'/><path d='M256 304c-106 0-192 78-192 176 0 18 14 32 32 32h320c18 0 32-14 32-32 0-98-86-176-192-176z' fill='%23A0A0A0'/></svg>",1980-01-01,13.0,False,2011.0,1.0,1.0,Drafted,irvinky01
Kai Jones,DAL,23,Center-Forward,83.0,221.0,Texas,Bahamas,https://www.nba.com/player/1630539/kai-jones,True,False,False,"data:image/svg+xml;utf8,<svg xmlns='http://www.w3.org/2000/svg' viewBox='0 0 512 512'><circle cx='256' cy='160' r='112' fill='%23A0A0A0'/><path d='M256 304c-106 0-192 78-192 176 0 18 14 32 32 32h320c18 0 32-14 32-32 0-98-86-176-192-176z' fill='%23A0A0A0'/></svg>",1980-01-01,2.0,False,2021.0,1.0,19.0,Drafted,joneska01
Dereck Lively II,DAL,2,Center,85.0,230.0,Duke,USA,https://www.nba.com/player/1641726/dereck-lively-ii,True,False,False,"data:image/svg+xml;utf8,<svg xmlns='http://www.w3.org/2000/svg' viewBox='0 0 512 512'><circle cx='256' cy='160' r='112' fill='%23A0A0A0'/><path d='M256 304c-106 0-192 78-192 176 0 18 14 32 32 32h320c18 0 32-14 32-32 0-98-86-176-192-176z' fill='%23A0A0A0'/></svg>",1980-01-01,1.0,False,2023.0,1.0,12.0,Drafted,iide01000
