season,team_id,team,team_name,game_id,game_date,matchup,wl,min,e_off_rating,off_rating,e_def_rating,def_rating,e_net_rating,net_rating,ast_pct,ast_to,ast_ratio,oreb_pct,dreb_pct,reb_pct,tm_tov_pct,efg_pct,ts_pct,e_pace,pace,pace_per40,poss,pie,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,off_rating_rank,def_rating_rank,net_rating_rank,ast_pct_rank,ast_to_rank,ast_ratio_rank,oreb_pct_rank,dreb_pct_rank,reb_pct_rank,tm_tov_pct_rank,efg_pct_rank,ts_pct_rank,pace_rank,pie_rank,available_flag,season_start,season_end,is_home,home,away
2022-23,1610612762,UTA,Utah Jazz,22200322,2022-11-30,UTA vs. LAC,W,48.0,127.1,127.6,108.9,115.5,18.2,12.1,0.533,1.33,17.5,0.41,0.593,0.52,0.184,0.642,0.67,100.6,97.5,81.25,98,0.607,1,1,1,1,159,280,1374,437,1899,2029,1408,94,2345,837,2136,201,203,1635,192,1,2022,2023,True,UTA,LAC
2022-23,1610612760,OKC,Oklahoma City Thunder,22200319,2022-11-30,OKC vs. SAS,W,48.0,118.7,119.0,109.9,108.8,8.8,10.2,0.354,1.42,12.8,0.327,0.714,0.533,0.12,0.559,0.576,100.6,101.0,84.17,100,0.521,1,1,1,1,159,814,775,549,2455,1907,2371,644,1313,623,750,1011,1284,917,1013,1,2022,2023,True,OKC,SAS
2022-23,1610612754,IND,Indiana Pacers,22200323,2022-11-30,IND @ SAC,L,48.0,98.1,100.0,119.4,120.2,-21.3,-20.2,0.7,1.87,17.8,0.231,0.729,0.442,0.132,0.46,0.504,115.5,114.0,95.0,114,0.4,1,1231,1231,1231,159,2199,1736,2284,353,1108,1317,1783,1137,2146,1066,2241,2242,3,2235,1,2022,2023,False,SAC,IND
2022-23,1610612739,CLE,Cleveland Cavaliers,22200312,2022-11-30,CLE vs. PHI,W,48.0,123.6,122.8,90.5,92.4,33.1,30.4,0.622,1.47,22.0,0.233,0.783,0.566,0.207,0.709,0.721,92.7,92.0,76.67,92,0.668,1,1,1,1,159,529,54,37,1028,1786,219,1763,531,222,2359,25,38,2343,34,1,2022,2023,True,CLE,PHI
2022-23,1610612747,LAL,Los Angeles Lakers,22200324,2022-11-30,LAL vs. POR,W,48.0,123.7,129.3,109.8,110.1,13.9,19.2,0.583,3.5,19.6,0.308,0.725,0.515,0.081,0.567,0.59,101.3,99.0,82.5,99,0.586,1,1,1,1,159,214,884,202,1437,101,742,850,1173,952,118,896,1054,1335,318,1,2022,2023,True,LAL,POR
2022-23,1610612741,CHI,Chicago Bulls,22200321,2022-11-30,CHI @ PHX,L,48.0,109.2,108.7,124.2,126.9,-15.1,-18.3,0.512,1.75,16.0,0.133,0.733,0.433,0.115,0.524,0.585,104.9,104.0,86.67,104,0.462,1,1231,1231,1231,159,1700,2160,2238,2044,1314,1862,2399,1083,2245,658,1512,1132,387,1676,1,2022,2023,False,PHX,CHI
2022-23,1610612737,ATL,Atlanta Hawks,22200313,2022-11-30,ATL @ ORL,W,48.0,124.6,122.5,105.9,105.9,18.7,16.7,0.49,2.08,17.6,0.333,0.837,0.58,0.118,0.585,0.611,101.2,102.0,85.0,102,0.586,1,1,1,1,159,543,555,273,2152,837,1382,545,138,133,700,675,787,695,316,1,2022,2023,False,ORL,ATL
2022-23,1610612745,HOU,Houston Rockets,22200320,2022-11-30,HOU @ DEN,L,48.0,100.1,106.4,125.3,127.7,-25.2,-21.3,0.486,1.29,14.0,0.321,0.725,0.495,0.149,0.489,0.521,97.9,94.0,78.33,94,0.37,1,1231,1231,1231,159,1868,2184,2310,2202,2108,2265,713,1185,1337,1465,2001,2088,2193,2361,1,2022,2023,False,DEN,HOU
2022-23,1610612743,DEN,Denver Nuggets,22200320,2022-11-30,DEN vs. HOU,W,48.0,125.3,127.7,100.1,106.4,25.2,21.3,0.682,2.5,22.2,0.275,0.679,0.505,0.128,0.633,0.654,97.9,94.0,78.33,94,0.63,1,1,1,1,159,277,591,151,515,437,189,1265,1741,1111,945,259,309,2193,100,1,2022,2023,True,DEN,HOU
2022-23,1610612764,WAS,Washington Wizards,22200315,2022-11-30,WAS @ BKN,L,48.0,102.9,107.0,112.5,111.9,-9.6,-4.9,0.487,1.36,13.8,0.37,0.889,0.606,0.14,0.472,0.515,102.2,100.5,83.75,100,0.456,1,1231,1231,1231,159,1815,1045,1535,2189,1997,2284,266,28,41,1250,2162,2136,1049,1744,1,2022,2023,False,BKN,WAS
2022-23,1610612751,BKN,Brooklyn Nets,22200315,2022-11-30,BKN vs. WAS,W,48.0,112.5,111.9,102.9,107.0,9.6,4.9,0.564,2.44,17.2,0.111,0.63,0.394,0.089,0.53,0.592,102.2,100.5,83.75,101,0.544,1,1,1,1,159,1408,643,926,1621,487,1523,2431,2190,2417,201,1421,1034,1049,717,1,2022,2023,True,BKN,WAS
2022-23,1610612757,POR,Portland Trail Blazers,22200324,2022-11-30,POR @ LAL,L,48.0,109.8,110.1,123.7,129.3,-13.9,-19.2,0.5,1.75,15.7,0.275,0.692,0.485,0.121,0.511,0.549,101.3,99.0,82.5,99,0.414,1,1231,1231,1231,159,1569,2247,2259,2083,1314,1959,1277,1590,1503,779,1716,1730,1335,2143,1,2022,2023,False,LAL,POR
2022-23,1610612761,TOR,Toronto Raptors,22200318,2022-11-30,TOR @ NOP,L,48.0,98.8,102.9,119.5,121.2,-20.7,-18.3,0.69,1.81,20.4,0.184,0.727,0.441,0.152,0.54,0.56,107.4,104.5,87.08,105,0.413,1,1231,1231,1231,159,2103,1821,2241,432,1210,538,2196,1153,2164,1547,1290,1540,349,2154,1,2022,2023,False,NOP,TOR
2022-23,1610612758,SAC,Sacramento Kings,22200323,2022-11-30,SAC vs. IND,W,48.0,119.4,120.2,98.1,100.0,21.3,20.2,0.583,1.56,18.2,0.271,0.769,0.558,0.158,0.589,0.636,115.5,114.0,95.0,114,0.6,1,1,1,1,159,725,219,177,1437,1639,1188,1312,661,312,1688,631,482,3,226,1,2022,2023,True,SAC,IND
2022-23,1610612748,MIA,Miami Heat,22200314,2022-11-30,MIA @ BOS,L,48.0,121.0,123.5,133.8,135.4,-12.8,-11.9,0.532,1.67,18.5,0.279,0.684,0.469,0.153,0.622,0.644,100.0,98.5,82.08,98,0.44,1,1231,1231,1231,159,481,2384,2015,1911,1434,1083,1211,1692,1789,1559,318,398,1433,1927,1,2022,2023,False,BOS,MIA
2022-23,1610612755,PHI,Philadelphia 76ers,22200312,2022-11-30,PHI @ CLE,L,48.0,90.5,92.4,123.6,122.8,-33.1,-30.4,0.594,1.19,15.7,0.217,0.767,0.434,0.174,0.455,0.5,92.7,92.0,76.67,92,0.332,1,1231,1231,1231,159,2406,1930,2423,1354,2221,1954,1917,697,2239,1998,2267,2256,2343,2427,1,2022,2023,False,CLE,PHI
2022-23,1610612752,NYK,New York Knicks,22200316,2022-11-30,NYK vs. MIL,L,48.0,105.3,107.3,116.7,114.7,-11.3,-7.4,0.429,2.25,13.1,0.371,0.717,0.53,0.083,0.45,0.473,95.6,95.5,79.58,96,0.421,1,1231,1231,1231,159,1788,1302,1726,2377,654,2343,258,1295,684,142,2302,2379,1989,2096,1,2022,2023,True,NYK,MIL
2022-23,1610612763,MEM,Memphis Grizzlies,22200317,2022-11-30,MEM @ MIN,L,48.0,94.2,100.0,103.5,106.9,-9.2,-6.9,0.459,0.63,11.8,0.491,0.8,0.638,0.267,0.477,0.504,106.3,101.5,84.58,101,0.427,1,1231,1231,1231,159,2199,625,1679,2299,2458,2418,4,368,9,2458,2113,2234,803,2047,1,2022,2023,False,MIN,MEM
2022-23,1610612759,SAS,San Antonio Spurs,22200319,2022-11-30,SAS @ OKC,L,48.0,109.9,108.8,118.7,119.0,-8.8,-10.2,0.659,2.45,18.9,0.286,0.673,0.467,0.108,0.5,0.539,100.6,101.0,84.17,102,0.479,1,1231,1231,1231,159,1677,1640,1912,692,466,957,1109,1799,1827,485,1833,1884,917,1448,1,2022,2023,False,OKC,SAS
2022-23,1610612740,NOP,New Orleans Pelicans,22200318,2022-11-30,NOP vs. TOR,W,48.0,119.5,121.2,98.8,102.9,20.7,18.3,0.622,1.4,19.4,0.273,0.816,0.559,0.192,0.605,0.647,107.4,104.5,87.08,104,0.587,1,1,1,1,159,638,355,220,1028,1927,782,1289,258,292,2251,459,374,349,307,1,2022,2023,True,NOP,TOR
2022-23,1610612753,ORL,Orlando Magic,22200313,2022-11-30,ORL vs. ATL,L,48.0,105.9,105.9,124.6,122.5,-18.7,-16.7,0.667,1.44,19.4,0.163,0.667,0.42,0.176,0.544,0.6,101.2,102.0,85.0,102,0.414,1,1231,1231,1231,159,1902,1917,2187,603,1858,803,2319,1842,2326,2037,1221,923,695,2144,1,2022,2023,True,ORL,ATL
2022-23,1610612749,MIL,Milwaukee Bucks,22200316,2022-11-30,MIL @ NYK,W,48.0,116.7,114.7,105.3,107.3,11.3,7.4,0.59,3.83,17.3,0.283,0.629,0.47,0.063,0.489,0.537,95.6,95.5,79.58,95,0.579,1,1,1,1,159,1152,672,735,1374,66,1486,1151,2196,1775,33,1988,1907,1989,365,1,2022,2023,False,NYK,MIL
