close_def_person_id,player,team_id,team,player_position,age,gp,g,freq,fgm_lt_06,fga_lt_06,lt_06_pct,ns_lt_06_pct,plusminus
203076,Anthony Davis,1610612747,LAL,F-C,27.0,62,62,0.358,160,316,0.506,0.62,-0.114
201580,JaVale McGee,1610612747,LAL,C-F,32.0,68,66,0.498,161,302,0.533,0.627,-0.093
201980,Danny Green,1610612747,LAL,G,33.0,68,65,0.38,181,297,0.609,0.614,-0.004
2730,Dwight Howard,1610612747,LAL,C-F,34.0,69,66,0.37,154,245,0.629,0.621,0.008
2544,LeBron James,1610612747,LAL,F,35.0,67,65,0.391,136,244,0.557,0.616,-0.059
1628398,Kyle Kuzma,1610612747,LAL,F,24.0,61,59,0.384,127,219,0.58,0.608,-0.028
203484,Kentavious Caldwell-Pope,1610612747,LAL,G,27.0,69,67,0.364,141,215,0.656,0.601,0.055
1627936,Alex Caruso,1610612747,LAL,G,26.0,64,60,0.367,122,198,0.616,0.602,0.015
202693,Markieff Morris,1610612747,LAL,F,30.0,57,51,0.37,108,163,0.663,0.609,0.053
202340,Avery Bradley,1610612747,LAL,G,29.0,49,44,0.354,77,140,0.55,0.598,-0.048
200765,Rajon Rondo,1610612747,LAL,G,34.0,48,44,0.391,73,116,0.629,0.617,0.012
1626188,Quinn Cook,1610612747,LAL,G,27.0,38,24,0.372,47,74,0.635,0.589,0.047
201162,Jared Dudley,1610612747,LAL,F,34.0,37,27,0.412,33,68,0.485,0.615,-0.13
203079,Dion Waiters,1610612747,LAL,G,28.0,10,8,0.27,15,20,0.75,0.634,0.116
1629659,Talen Horton-Tucker,1610612747,LAL,G,19.0,6,4,0.34,8,16,0.5,0.647,-0.147
2747,JR Smith,1610612747,LAL,G,34.0,6,4,0.2,2,7,0.286,0.541,-0.256
1629719,Devontae Cacok,1610612747,LAL,F,23.0,1,1,0.625,4,5,0.8,0.679,0.121
1628961,Kostas Antetokounmpo,1610612747,LAL,F,22.0,4,3,0.333,3,3,1.0,0.626,0.374
