season,team_id,game_id,game_date,away_team,home_team,opponent_id,game_no,pf,opp_pf,wl,differential
2019-20,1610612747,21900002,2019-10-22,LAL,LAC,1610612746,1,102,112,L,-10
2019-20,1610612747,21900025,2019-10-25,UTA,LAL,1610612762,2,95,86,W,9
2019-20,1610612747,21900040,2019-10-27,CHA,LAL,1610612766,3,120,101,W,19
2019-20,1610612747,21900054,2019-10-29,MEM,LAL,1610612763,4,120,91,W,29
2019-20,1610612747,21900074,2019-11-01,LAL,DAL,1610612742,5,119,110,W,9
2019-20,1610612747,21900088,2019-11-03,LAL,SAS,1610612759,6,103,96,W,7
2019-20,1610612747,21900100,2019-11-05,LAL,CHI,1610612741,7,118,112,W,6
2019-20,1610612747,21900126,2019-11-08,MIA,LAL,1610612748,8,95,80,W,15
2019-20,1610612747,21900139,2019-11-10,TOR,LAL,1610612761,9,104,113,L,-9
2019-20,1610612747,21900151,2019-11-12,LAL,PHX,1610612756,10,123,115,W,8
2019-20,1610612747,21900159,2019-11-13,GSW,LAL,1610612744,11,120,94,W,26
2019-20,1610612747,21900174,2019-11-15,SAC,LAL,1610612758,12,99,97,W,2
2019-20,1610612747,21900188,2019-11-17,ATL,LAL,1610612737,13,122,101,W,21
2019-20,1610612747,21900201,2019-11-19,OKC,LAL,1610612760,14,112,107,W,5
2019-20,1610612747,21900220,2019-11-22,LAL,OKC,1610612760,15,130,127,W,3
2019-20,1610612747,21900232,2019-11-23,LAL,MEM,1610612763,16,109,108,W,1
2019-20,1610612747,21900249,2019-11-25,LAL,SAS,1610612759,17,114,104,W,10
2019-20,1610612747,21900264,2019-11-27,LAL,NOP,1610612740,18,114,110,W,4
2019-20,1610612747,21900279,2019-11-29,WAS,LAL,1610612764,19,125,103,W,22
2019-20,1610612747,21900287,2019-12-01,DAL,LAL,1610612742,20,100,114,L,-14
2019-20,1610612747,21900304,2019-12-03,LAL,DEN,1610612743,21,105,96,W,9
