season,team_id,team,team_name,game_id,game_date,matchup,wl,min,efg_pct,fta_rate,tm_tov_pct,oreb_pct,opp_efg_pct,opp_fta_rate,opp_tov_pct,opp_oreb_pct,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,efg_pct_rank,fta_rate_rank,tm_tov_pct_rank,oreb_pct_rank,opp_efg_pct_rank,opp_fta_rate_rank,opp_tov_pct_rank,opp_oreb_pct_rank,available_flag,season_start,season_end,is_home,home,away,MON
2022-23,1610612752,NYK,New York Knicks,42200206,2023-05-12,NYK @ MIA,L,48.0,0.451,0.451,0.136,0.208,0.445,0.305,0.078,0.286,0,0,0,0,9,145,6,90,142,21,128,159,87,1,2022,2023,False,MIA,NYK,MAY
2022-23,1610612752,NYK,New York Knicks,42200205,2023-05-10,NYK vs. MIA,W,48.0,0.585,0.563,0.202,0.4,0.494,0.216,0.129,0.288,0,0,0,0,9,38,1,164,8,49,64,87,92,1,2022,2023,True,NYK,MIA,MAY
2022-23,1610612752,NYK,New York Knicks,42200204,2023-05-08,NYK @ MIA,L,48.0,0.546,0.316,0.183,0.256,0.547,0.259,0.14,0.383,0,0,0,0,9,71,34,155,111,99,102,68,156,1,2022,2023,False,MIA,NYK,MAY
2022-23,1610612752,NYK,New York Knicks,42200203,2023-05-06,NYK @ MIA,L,48.0,0.385,0.242,0.134,0.286,0.428,0.344,0.146,0.379,0,0,0,0,9,167,83,85,78,8,146,57,152,1,2022,2023,False,MIA,NYK,MAY
2022-23,1610612752,NYK,New York Knicks,42200202,2023-05-02,NYK vs. MIA,W,48.0,0.549,0.366,0.121,0.388,0.547,0.2,0.079,0.22,0,0,0,0,9,67,17,68,11,99,46,158,32,1,2022,2023,True,NYK,MIA,MAY
2022-23,1610612752,NYK,New York Knicks,42200201,2023-04-30,NYK vs. MIA,L,48.0,0.517,0.233,0.137,0.327,0.5,0.341,0.095,0.269,0,0,0,0,9,94,93,91,45,53,143,140,67,1,2022,2023,True,NYK,MIA,APR
2022-23,1610612752,NYK,New York Knicks,42200135,2023-04-26,NYK @ CLE,W,48.0,0.488,0.341,0.154,0.48,0.553,0.2,0.143,0.171,0,0,0,0,9,127,25,123,1,107,46,61,11,1,2022,2023,False,CLE,NYK,APR
2022-23,1610612752,NYK,New York Knicks,42200134,2023-04-23,NYK vs. CLE,W,48.0,0.5,0.333,0.156,0.423,0.506,0.247,0.144,0.233,0,0,0,0,9,110,28,128,3,67,88,60,39,1,2022,2023,True,NYK,CLE,APR
2022-23,1610612752,NYK,New York Knicks,42200133,2023-04-21,NYK vs. CLE,W,48.0,0.53,0.217,0.147,0.283,0.431,0.213,0.223,0.308,0,0,0,0,9,86,102,113,85,13,59,1,106,1,2022,2023,True,NYK,CLE,APR
2022-23,1610612752,NYK,New York Knicks,42200132,2023-04-18,NYK @ CLE,L,48.0,0.411,0.38,0.194,0.352,0.584,0.273,0.196,0.385,0,0,0,0,9,164,15,162,31,130,108,6,157,1,2022,2023,False,CLE,NYK,APR
2022-23,1610612752,NYK,New York Knicks,42200131,2023-04-15,NYK @ CLE,W,48.0,0.466,0.25,0.168,0.423,0.494,0.253,0.147,0.28,0,0,0,0,9,140,77,148,3,48,95,55,77,1,2022,2023,False,CLE,NYK,APR
