season,player_id,player_name,nickname,team_id,team,team_name,game_id,game_date,matchup,wl,min,e_off_rating,off_rating,sp_work_off_rating,e_def_rating,def_rating,sp_work_def_rating,e_net_rating,net_rating,sp_work_net_rating,ast_pct,ast_to,ast_ratio,oreb_pct,dreb_pct,reb_pct,tm_tov_pct,e_tov_pct,efg_pct,ts_pct,usg_pct,e_usg_pct,e_pace,pace,pace_per40,sp_work_pace,pie,poss,fgm,fga,fgm_pg,fga_pg,fg_pct,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,e_off_rating_rank,off_rating_rank,sp_work_off_rating_rank,e_def_rating_rank,def_rating_rank,sp_work_def_rating_rank,e_net_rating_rank,net_rating_rank,sp_work_net_rating_rank,ast_pct_rank,ast_to_rank,ast_ratio_rank,oreb_pct_rank,dreb_pct_rank,reb_pct_rank,tm_tov_pct_rank,e_tov_pct_rank,efg_pct_rank,ts_pct_rank,usg_pct_rank,e_usg_pct_rank,e_pace_rank,pace_rank,sp_work_pace_rank,pie_rank,fgm_rank,fga_rank,fgm_pg_rank,fga_pg_rank,fg_pct_rank,available_flag,min_sec,season_start,season_end
2020-21,1629684,Grant Williams,Grant,1610612738,BOS,Boston Celtics,22001073,2021-05-16T00:00:00,BOS @ NYK,L,25.6,82.9,83.0,83.0,118.6,121.6,121.6,-35.7,-38.5,-38.5,0.182,1.0,16.7,0.036,0.227,0.12,16.7,16.1,0.75,0.77,0.169,0.186,98.75,97.47,81.23,97.47,0.147,53,5,8,5.0,8.0,0.625,1,11623,11623,11623,9966,20691,20593,20593,15763,16953,16953,20484,20706,20706,6847,6835,9667,8694,3865,5959,18107,18112,3445,3711,12487,11229,15143,16798,16798,5254,6152,9686,6152,9686,4319,1,25:36,2020,2021
2020-21,203953,Jabari Parker,Jabari,1610612738,BOS,Boston Celtics,22001073,2021-05-16T00:00:00,BOS @ NYK,L,26.9,112.6,113.5,113.5,99.0,100.0,100.0,13.6,13.5,13.5,0.118,0.0,13.3,0.037,0.231,0.132,0.0,0.0,0.65,0.712,0.213,0.216,92.72,91.9,76.58,91.9,0.211,52,6,10,6.0,10.0,0.6,1,11623,11623,11623,8941,9645,9377,9377,6320,6113,6113,6556,6504,6504,10626,11715,12104,8455,3670,4837,1,1,6466,5365,7818,8076,20983,21624,21624,1578,4526,7133,4526,7133,4810,1,26:54,2020,2021
2020-21,1629641,Romeo Langford,Romeo,1610612738,BOS,Boston Celtics,22001073,2021-05-16T00:00:00,BOS @ NYK,L,34.1,98.7,101.5,101.5,100.4,101.5,101.5,-1.7,0.0,0.0,0.05,0.5,5.9,0.032,0.091,0.063,11.8,12.0,0.455,0.513,0.229,0.227,93.91,92.11,76.76,92.11,0.048,65,5,11,5.0,11.0,0.455,1,11623,11623,11623,3508,16314,15027,15027,7007,7432,7432,11893,11081,11082,15639,10215,16324,9296,14301,13763,15144,15446,13774,12538,6390,7040,20215,21512,21512,16200,6152,6027,6152,6027,11074,1,34:08,2020,2021
2020-21,1630174,Aaron Nesmith,Aaron,1610612738,BOS,Boston Celtics,22001073,2021-05-16T00:00:00,BOS @ NYK,L,19.5,105.8,102.5,102.5,123.4,123.7,123.7,-17.6,-21.2,-21.2,0.125,2.0,22.2,0.043,0.133,0.079,11.1,11.1,0.167,0.167,0.143,0.153,94.73,96.16,80.14,96.16,-0.03,40,1,6,1.0,6.0,0.167,1,11623,11623,11623,14593,13050,14650,14650,17711,17717,17717,17092,17914,17914,10010,3550,6856,7524,10236,11159,14407,14566,19523,20180,15276,14845,19654,18375,18375,21430,16702,12753,16702,12753,19313,1,19:28,2020,2021
2020-21,1630202,Payton Pritchard,Payton,1610612738,BOS,Boston Celtics,22001073,2021-05-16T00:00:00,BOS @ NYK,L,23.0,79.4,80.0,80.0,129.6,133.3,133.3,-50.2,-53.3,-53.3,0.5,6.0,35.3,0.037,0.294,0.136,5.9,5.9,0.3,0.3,0.216,0.223,95.44,93.78,78.15,93.78,0.068,45,2,10,2.0,10.0,0.2,1,11623,11623,11623,11930,21162,20931,20931,19592,20304,20304,21738,21824,21818,375,373,2293,8455,1693,4498,10092,10174,17843,18807,7550,7431,19013,20546,20546,14092,13638,7133,13638,7133,18781,1,23:02,2020,2021
2020-21,1629035,Carsen Edwards,Carsen,1610612738,BOS,Boston Celtics,22001073,2021-05-16T00:00:00,BOS @ NYK,L,26.5,99.3,100.0,100.0,87.3,88.2,88.2,11.9,11.8,11.8,0.0,0.0,0.0,0.0,0.074,0.033,7.1,7.1,0.385,0.385,0.215,0.228,94.96,94.13,78.44,94.13,0.028,53,4,13,4.0,13.0,0.308,1,11623,11623,11623,9243,16136,15193,15193,2742,2934,2934,7022,7028,7028,16819,11715,16819,11150,16059,18529,11065,11178,15831,17106,7576,6962,19443,20275,20275,18055,8251,4300,8251,4300,16796,1,26:31,2020,2021
2020-21,1628400,Semi Ojeleye,Semi,1610612738,BOS,Boston Celtics,22001073,2021-05-16T00:00:00,BOS @ NYK,L,16.3,70.2,72.7,72.7,102.2,100.0,100.0,-32.0,-27.3,-27.3,0.167,1.0,12.5,0.0,0.118,0.054,12.5,12.5,0.417,0.417,0.194,0.199,99.37,98.66,82.22,98.66,0.044,33,2,6,2.0,6.0,0.333,1,11623,11623,11623,16725,21909,21652,21652,7828,6113,6113,19959,19170,19174,7471,6835,12419,11150,11819,15309,15469,15631,14855,16272,9714,9866,14344,15147,15147,16634,13638,12753,13638,12753,15094,1,16:18,2020,2021
2020-21,1628436,Luke Kornet,Luke,1610612738,BOS,Boston Celtics,22001073,2021-05-16T00:00:00,BOS @ NYK,L,26.4,100.1,103.9,103.9,85.6,84.6,84.6,14.5,19.3,19.3,0.0,0.0,0.0,0.0,0.12,0.06,12.5,12.5,0.286,0.286,0.145,0.146,94.87,93.63,78.03,93.63,0.019,51,2,7,2.0,7.0,0.286,1,11623,11623,11623,9321,15660,13979,13979,2402,2245,2245,6321,4901,4902,16819,11715,16819,11150,11613,14304,15469,15631,18098,19019,15165,15636,19530,20661,20661,18768,13638,11165,13638,11165,17105,1,26:24,2020,2021
2020-21,1629605,Tacko Fall,Tacko,1610612738,BOS,Boston Celtics,22001073,2021-05-16T00:00:00,BOS @ NYK,L,16.6,94.1,84.8,84.8,104.2,103.0,103.0,-10.1,-18.2,-18.2,0.0,0.0,0.0,0.174,0.211,0.19,0.0,0.0,0.5,0.521,0.075,0.078,90.29,95.5,79.58,95.5,0.125,33,1,2,1.0,2.0,0.5,1,11623,11623,11623,16528,18016,20259,20259,8715,8130,8130,14878,17230,17225,16819,11715,16819,859,4688,1745,1,1,10646,12240,21058,21001,21952,19049,19049,7415,16702,19102,16702,19102,7582,1,16:35,2020,2021
2020-21,1629682,Tremont Waters,Tremont,1610612738,BOS,Boston Celtics,22001073,2021-05-16T00:00:00,BOS @ NYK,L,25.1,109.2,112.0,112.0,74.9,75.0,75.0,34.3,37.0,37.0,0.357,1.67,23.8,0.0,0.172,0.089,14.3,14.3,0.654,0.654,0.271,0.284,95.17,93.87,78.22,93.87,0.311,50,7,13,7.0,13.0,0.538,1,11623,11623,11623,10402,11341,10081,10081,1080,1109,1109,2100,1884,1884,1745,5502,6342,11150,7064,9597,16694,16870,6408,7335,3286,3011,19261,20493,20493,352,3206,4300,3206,4300,7057,1,25:03,2020,2021
