season,team_id,team,team_name,game_id,game_date,matchup,wl,min,pts_off_tov,pts_2nd_chance,pts_fb,pts_paint,opp_pts_off_tov,opp_pts_2nd_chance,opp_pts_fb,opp_pts_paint,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,pts_off_tov_rank,pts_2nd_chance_rank,pts_fb_rank,pts_paint_rank,opp_pts_off_tov_rank,opp_pts_2nd_chance_rank,opp_pts_fb_rank,opp_pts_paint_rank,available_flag,season_start,season_end,is_home,home,away,MON
2024-25,1610612749,MIL,Milwaukee Bucks,22401192,2025-04-13,MIL vs. DET,W,53.0,28.0,9.0,15.0,50.0,26.0,23.0,3.0,50.0,0,0,0,0,9,151,1934,1155,1029,2171,2261,23,1257,1,2024,2025,True,MIL,DET,APR
2024-25,1610612749,MIL,Milwaukee Bucks,22401171,2025-04-11,MIL @ DET,W,48.0,15.0,16.0,21.0,46.0,3.0,20.0,11.0,48.0,0,0,0,0,121,1425,786,439,1390,6,2050,599,1072,1,2024,2025,False,DET,MIL,APR
2024-25,1610612749,MIL,Milwaukee Bucks,22401161,2025-04-10,MIL vs. NOP,W,48.0,21.0,15.0,21.0,44.0,16.0,17.0,16.0,46.0,0,0,0,0,121,618,939,439,1576,1037,1676,1307,886,1,2024,2025,True,MIL,NOP,APR
2024-25,1610612749,MIL,Milwaukee Bucks,22401152,2025-04-08,MIL vs. MIN,W,48.0,19.0,11.0,16.0,44.0,13.0,16.0,3.0,48.0,0,0,0,0,121,869,1610,1001,1576,569,1523,23,1072,1,2024,2025,True,MIL,MIN,APR
2024-25,1610612749,MIL,Milwaukee Bucks,22400617,2025-04-06,MIL @ NOP,W,48.0,18.0,7.0,24.0,54.0,6.0,16.0,13.0,54.0,0,0,0,0,121,1020,2187,231,690,58,1523,846,1606,1,2024,2025,False,NOP,MIL,APR
2024-25,1610612749,MIL,Milwaukee Bucks,22401131,2025-04-05,MIL @ MIA,W,53.0,15.0,2.0,17.0,66.0,14.0,12.0,15.0,46.0,0,0,0,0,9,1425,2441,857,108,704,852,1139,886,1,2024,2025,False,MIA,MIL,APR
2024-25,1610612749,MIL,Milwaukee Bucks,22401115,2025-04-03,MIL @ PHI,W,48.0,25.0,16.0,17.0,56.0,19.0,23.0,18.0,56.0,0,0,0,0,121,291,786,857,553,1442,2261,1605,1772,1,2024,2025,False,PHI,MIL,APR
2024-25,1610612749,MIL,Milwaukee Bucks,22401101,2025-04-01,MIL vs. PHX,W,48.0,22.0,3.0,12.0,58.0,26.0,24.0,10.0,34.0,0,0,0,0,121,524,2427,1616,411,2171,2306,468,129,1,2024,2025,True,MIL,PHX,APR
2024-25,1610612749,MIL,Milwaukee Bucks,22401083,2025-03-30,MIL vs. ATL,L,48.0,11.0,11.0,4.0,46.0,28.0,18.0,22.0,62.0,0,0,0,0,121,2021,1610,2389,1390,2268,1817,2023,2157,1,2024,2025,True,MIL,ATL,MAR
2024-25,1610612749,MIL,Milwaukee Bucks,22401070,2025-03-28,MIL vs. NYK,L,48.0,13.0,11.0,18.0,40.0,26.0,15.0,22.0,44.0,0,0,0,0,121,1758,1610,729,1902,2171,1365,2023,713,1,2024,2025,True,MIL,NYK,MAR
2024-25,1610612749,MIL,Milwaukee Bucks,22401057,2025-03-26,MIL @ DEN,L,48.0,17.0,13.0,5.0,56.0,18.0,16.0,20.0,64.0,0,0,0,0,121,1152,1250,2348,553,1310,1523,1834,2246,1,2024,2025,False,DEN,MIL,MAR
2024-25,1610612749,MIL,Milwaukee Bucks,22401043,2025-03-24,MIL @ PHX,L,48.0,27.0,9.0,17.0,44.0,6.0,11.0,4.0,38.0,0,0,0,0,121,194,1934,857,1576,58,675,36,294,1,2024,2025,False,PHX,MIL,MAR
2024-25,1610612749,MIL,Milwaukee Bucks,22401027,2025-03-22,MIL @ SAC,W,48.0,11.0,15.0,20.0,54.0,10.0,16.0,6.0,48.0,0,0,0,0,121,2021,939,529,690,265,1523,114,1072,1,2024,2025,False,SAC,MIL,MAR
2024-25,1610612749,MIL,Milwaukee Bucks,22400996,2025-03-20,MIL @ LAL,W,48.0,29.0,13.0,22.0,50.0,10.0,17.0,2.0,42.0,0,0,0,0,121,118,1250,354,1029,265,1676,7,560,1,2024,2025,False,LAL,MIL,MAR
2024-25,1610612749,MIL,Milwaukee Bucks,22401012,2025-03-18,MIL @ GSW,L,48.0,24.0,0.0,9.0,30.0,14.0,11.0,18.0,20.0,0,0,0,0,121,362,2455,1994,2376,704,675,1605,2,1,2024,2025,False,GSW,MIL,MAR
2024-25,1610612749,MIL,Milwaukee Bucks,22400982,2025-03-16,MIL vs. OKC,L,48.0,10.0,15.0,11.0,36.0,12.0,12.0,9.0,60.0,0,0,0,0,121,2113,939,1760,2168,441,852,367,2051,1,2024,2025,True,MIL,OKC,MAR
2024-25,1610612749,MIL,Milwaukee Bucks,22400972,2025-03-15,MIL vs. IND,W,48.0,7.0,7.0,8.0,40.0,26.0,17.0,18.0,44.0,0,0,0,0,121,2320,2187,2095,1902,2171,1676,1605,713,1,2024,2025,True,MIL,IND,MAR
2024-25,1610612749,MIL,Milwaukee Bucks,22400955,2025-03-13,MIL vs. LAL,W,48.0,16.0,15.0,17.0,38.0,9.0,4.0,11.0,38.0,0,0,0,0,121,1281,939,857,2057,196,35,599,294,1,2024,2025,True,MIL,LAL,MAR
2024-25,1610612749,MIL,Milwaukee Bucks,22400942,2025-03-11,MIL @ IND,L,48.0,12.0,10.0,3.0,52.0,23.0,9.0,31.0,48.0,0,0,0,0,121,1893,1787,2426,856,1938,401,2409,1072,1,2024,2025,False,IND,MIL,MAR
2024-25,1610612749,MIL,Milwaukee Bucks,22400922,2025-03-09,MIL vs. CLE,L,48.0,14.0,16.0,9.0,46.0,17.0,17.0,16.0,36.0,0,0,0,0,121,1591,786,1994,1390,1181,1676,1307,200,1,2024,2025,True,MIL,CLE,MAR
2024-25,1610612749,MIL,Milwaukee Bucks,22400917,2025-03-08,MIL vs. ORL,L,48.0,14.0,9.0,15.0,46.0,21.0,14.0,7.0,38.0,0,0,0,0,121,1591,1934,1155,1390,1739,1212,175,294,1,2024,2025,True,MIL,ORL,MAR
