team_id,team_name,gp,w,l,w_pct,min,opp_fgm,opp_fga,opp_fg_pct,opp_fg3m,opp_fg3a,opp_fg3_pct,opp_ftm,opp_fta,opp_ft_pct,opp_oreb,opp_dreb,opp_reb,opp_ast,opp_tov,opp_stl,opp_blk,opp_blka,opp_pf,opp_pfd,opp_pts,plus_minus,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,opp_fgm_rank,opp_fga_rank,opp_fg_pct_rank,opp_fg3m_rank,opp_fg3a_rank,opp_fg3_pct_rank,opp_ftm_rank,opp_fta_rank,opp_ft_pct_rank,opp_oreb_rank,opp_dreb_rank,opp_reb_rank,opp_ast_rank,opp_tov_rank,opp_stl_rank,opp_blk_rank,opp_blka_rank,opp_pf_rank,opp_pfd1,opp_pts_rank,plus_minus_rank,team
1610612737,Atlanta Hawks,5,1,4,0.2,9.365,10.0,17.0,0.588,1.0,3.0,0.333,4.0,7.0,0.571,2.0,7.0,9.0,5.0,0.0,1.0,3.0,0.0,0.0,7.0,25.0,12.0,4,10,15,13,14,7,4,15,2,2,8,2,5,2,4,5,6,6,15,1,13,12,1,11,4,14,ATLANTA HAWKS
1610612738,Boston Celtics,4,2,2,0.5,22.54,16.0,37.0,0.432,7.0,15.0,0.467,10.0,12.0,0.833,5.0,14.0,19.0,9.0,8.0,3.0,6.0,2.0,12.0,9.0,49.0,-1.0,8,8,5,8,5,12,13,8,14,12,13,9,9,9,13,14,13,13,2,10,16,4,11,6,12,8,BOSTON CELTICS
1610612741,Chicago Bulls,1,1,0,1.0,3.5733333333333333,1.0,5.0,0.2,0.0,3.0,0.0,2.0,2.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,5.0,2.0,4.0,-6.0,15,10,1,1,15,1,1,2,1,2,1,1,1,13,1,2,1,1,10,1,1,5,5,15,1,7,CHICAGO BULLS
1610612739,Cleveland Cavaliers,7,5,2,0.714,26.721666666666668,15.0,38.0,0.395,7.0,19.0,0.368,7.0,9.0,0.778,4.0,21.0,25.0,9.0,7.0,4.0,4.0,1.0,15.0,8.0,44.0,-8.0,1,1,5,4,2,10,14,5,14,15,10,7,7,7,6,16,16,13,3,13,15,5,14,9,9,5,CLEVELAND CAVALIERS
1610612744,Golden State Warriors,4,4,0,1.0,13.425,4.0,21.0,0.19,1.0,9.0,0.111,16.0,17.0,0.941,4.0,4.0,8.0,1.0,2.0,2.0,0.0,3.0,8.0,7.0,25.0,-24.0,8,3,1,1,10,2,6,1,2,5,2,12,11,12,6,3,3,1,10,6,1,2,7,11,4,1,GOLDEN STATE WARRIORS
1610612745,Houston Rockets,5,3,2,0.6,23.055,15.0,39.0,0.385,4.0,17.0,0.235,17.0,32.0,0.531,11.0,10.0,21.0,6.0,6.0,5.0,1.0,1.0,13.0,21.0,51.0,-9.0,4,4,5,6,4,10,15,4,6,14,3,13,16,1,16,8,14,8,4,15,7,5,12,1,13,3,HOUSTON ROCKETS
1610612754,Indiana Pacers,4,0,4,0.0,16.691666666666666,9.0,27.0,0.333,4.0,11.0,0.364,12.0,19.0,0.632,5.0,11.0,16.0,5.0,4.0,6.0,1.0,3.0,3.0,11.0,34.0,16.0,8,14,15,14,8,6,8,3,6,8,9,11,12,3,13,11,11,6,6,16,7,2,3,4,7,16,INDIANA PACERS
1610612746,LA Clippers,5,2,3,0.4,18.24,18.0,32.0,0.563,7.0,15.0,0.467,10.0,15.0,0.667,4.0,11.0,15.0,11.0,4.0,2.0,0.0,0.0,15.0,9.0,53.0,10.0,4,8,11,10,7,14,11,12,14,12,13,9,10,4,6,11,10,16,6,6,1,12,14,6,15,11,LA CLIPPERS
1610612763,Memphis Grizzlies,3,1,2,0.333,14.27,16.0,28.0,0.571,5.0,10.0,0.5,5.0,5.0,1.0,4.0,4.0,8.0,8.0,2.0,3.0,0.0,1.0,10.0,8.0,42.0,10.0,13,10,5,11,9,12,9,13,11,7,15,4,3,13,6,3,3,11,10,10,1,5,8,9,8,11,MEMPHIS GRIZZLIES
1610612749,Milwaukee Bucks,3,0,3,0.0,9.9,8.0,14.0,0.571,1.0,4.0,0.25,7.0,10.0,0.7,0.0,8.0,8.0,4.0,1.0,2.0,1.0,1.0,3.0,7.0,24.0,2.0,13,14,11,14,13,4,3,13,2,4,4,7,8,5,1,6,3,5,14,6,7,5,3,11,3,10,MILWAUKEE BUCKS
