season,team_id,team,sos_v0
2019-20,1610612737,ATL,0.09191845649799783
2019-20,1610612738,BOS,-0.2649051490514905
2019-20,1610612739,CLE,0.23714821763602256
2019-20,1610612740,NOP,0.9420731707317073
2019-20,1610612741,CHI,-0.08949343339587243
2019-20,1610612742,DAL,0.0640650406504065
2019-20,1610612743,DEN,0.06732375542933516
2019-20,1610612744,GSW,-0.1827392120075047
2019-20,1610612745,HOU,0.2588075880758807
2019-20,1610612746,LAC,0.3096205962059621
2019-20,1610612747,LAL,0.6353486774304363
2019-20,1610612748,MIA,-0.049114600735048475
2019-20,1610612749,MIL,-0.6719011025726696
2019-20,1610612750,MIN,0.6770198170731707
2019-20,1610612751,BKN,-0.17987804878048777
2019-20,1610612752,NYK,-0.06522542498152256
2019-20,1610612753,ORL,0.26428332776478447
2019-20,1610612754,IND,-0.32091546942866683
2019-20,1610612755,PHI,-0.1232876712328767
2019-20,1610612756,PHX,1.0325760106916138
2019-20,1610612757,POR,0.17831245880026367
2019-20,1610612758,SAC,0.3880420054200542
2019-20,1610612759,SAS,0.13758158708347645
2019-20,1610612760,OKC,0.3172425474254743
2019-20,1610612761,TOR,-0.21341463414634143
2019-20,1610612762,UTA,0.46561653116531165
2019-20,1610612763,MEM,0.14333444704310055
2019-20,1610612764,WAS,-0.4375
2019-20,1610612765,DET,-0.6986326681448632
2019-20,1610612766,CHA,-0.14502814258911817
