player_id,player_name,nickname,team_id,team_abbreviation,age,gp,w,l,w_pct,min,pts_off_tov,pts_2nd_chance,pts_fb,pts_paint,opp_pts_off_tov,opp_pts_2nd_chance,opp_pts_fb,opp_pts_paint,blk,blka,pf,pfd,nba_fantasy_pts,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,pts_off_tov_rank,pts_2nd_chance_rank,pts_fb_rank,pts_paint_rank,opp_pts_off_tov_rank,opp_pts_2nd_chance_rank,opp_pts_fb_rank,opp_pts_paint_rank,blk_rank,blka_rank,pf_rank,pfd_rank,nba_fantasy_pts_rank,team
203458,Alex Len,Alex,1610612764,WAS,28.0,5,1,4,0.2,42.16666666666666,0,5,0,16,8,14,15,60,0,1,8,5,38.2,120,137,95,163,162,168,106,158,111,55,84,99,95,156,74,103,128,159,WAS
1630264,Anthony Gill,Anthony,1610612764,WAS,28.0,4,1,3,0.25,32.89833333333333,0,0,0,0,13,6,12,22,0,1,7,0,1.8,169,137,64,152,173,168,171,158,203,74,59,83,60,156,74,94,202,225,WAS
203078,Bradley Beal,Bradley,1610612764,WAS,28.0,5,1,4,0.2,195.45333333333332,10,8,13,62,64,53,58,234,3,14,6,32,219.7,120,137,95,163,71,70,86,46,34,173,171,187,188,64,231,86,25,56,WAS
1630216,Cassius Winston,Cassius,1610612764,WAS,23.0,1,0,1,0.0,5.483333333333333,0,0,0,2,3,0,2,4,0,1,1,0,3.9,228,201,8,201,222,168,171,158,178,33,1,36,18,156,74,35,202,217,WAS
1628990,Chandler Hutchison,Chandler,1610612764,WAS,25.0,2,0,2,0.0,18.14666666666667,0,4,0,4,11,2,6,20,0,1,1,1,10.1,209,201,35,201,186,168,117,158,161,65,20,57,55,156,74,35,175,192,WAS
1629655,Daniel Gafford,Daniel,1610612764,WAS,22.0,5,1,4,0.2,117.12,4,24,5,44,38,31,32,118,10,0,17,15,140.3,120,137,95,163,112,111,23,85,51,138,128,136,131,18,1,162,72,89,WAS
202722,Dāvis Bertāns,Dāvis,1610612764,WAS,28.0,4,1,3,0.25,105.93666666666668,3,2,14,6,18,30,21,122,2,1,12,6,59.7,169,137,64,152,123,127,143,44,146,89,124,110,135,89,74,133,118,133,WAS
1629726,Garrison Mathews,Garrison,1610612764,WAS,24.0,3,0,3,0.0,17.133333333333333,0,0,0,0,3,2,5,8,0,1,4,4,6.4,193,201,64,201,191,168,171,158,203,33,20,48,30,156,74,73,136,208,WAS
1629067,Isaac Bonga,Isaac,1610612764,WAS,21.0,4,1,3,0.25,9.51,0,0,0,0,0,2,2,4,1,1,0,1,3.0,169,137,64,152,209,168,171,158,203,1,20,36,18,113,74,1,175,221,WAS
202397,Ish Smith,Ish,1610612764,WAS,32.0,5,1,4,0.2,111.31,0,2,6,20,33,29,13,116,2,3,11,3,96.2,120,137,95,163,118,168,143,79,92,128,120,88,130,89,142,123,150,107,WAS
203526,Raul Neto,Raul,1610612764,WAS,29.0,5,1,4,0.2,112.415,5,0,6,14,34,25,37,130,0,1,11,10,57.7,120,137,95,163,116,103,171,79,116,129,113,149,140,156,74,123,94,138,WAS
201577,Robin Lopez,Robin,1610612764,WAS,33.0,5,1,4,0.2,73.05166666666666,6,4,0,34,22,15,16,82,4,1,7,7,58.8,120,137,95,163,141,95,117,158,64,99,89,100,110,52,74,94,112,135,WAS
1629060,Rui Hachimura,Rui,1610612764,WAS,23.0,5,1,4,0.2,173.20833333333334,13,7,16,26,53,44,55,190,1,4,18,9,128.7,120,137,95,163,83,61,95,40,84,162,151,183,170,113,170,168,98,93,WAS
201566,Russell Westbrook,Russell,1610612764,WAS,32.0,5,1,4,0.2,186.16666666666663,19,16,11,26,55,52,51,220,1,6,17,26,233.9,120,137,95,163,75,46,40,58,84,167,169,174,182,113,196,162,39,50,WAS
