TEAM_ID,TEAM_NAME,GP,W,L,W_PCT,MIN,PTS_OFF_TOV,PTS_2ND_CHANCE,PTS_FB,PTS_PAINT,OPP_PTS_OFF_TOV,OPP_PTS_2ND_CHANCE,OPP_PTS_FB,OPP_PTS_PAINT,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,PTS_OFF_TOV_RANK,PTS_2ND_CHANCE_RANK,PTS_FB_RANK,PTS_PAINT_RANK,OPP_PTS_OFF_TOV_RANK,OPP_PTS_2ND_CHANCE_RANK,OPP_PTS_FB_RANK,OPP_PTS_PAINT_RANK
1610612737,Atlanta Hawks,3,1,2,0.333,8.966666666666667,3.0,3.0,0.0,6.0,0.0,6.0,0.0,6.0,11,11,5,9,15,9,9,6,13,1,12,1,2
1610612738,Boston Celtics,12,7,5,0.583,32.638333333333335,6.0,8.0,5.0,24.0,15.0,6.0,3.0,16.0,1,1,16,1,3,4,4,2,3,16,12,13,10
1610612751,Brooklyn Nets,4,0,4,0.0,9.635,2.0,0.0,0.0,0.0,2.0,4.0,0.0,16.0,9,15,13,9,14,11,13,6,16,6,7,1,10
1610612741,Chicago Bulls,2,1,1,0.5,6.32,2.0,4.0,0.0,6.0,1.0,3.0,0.0,8.0,14,11,2,1,16,11,7,6,13,5,5,1,4
1610612742,Dallas Mavericks,7,3,4,0.429,20.808333333333334,6.0,2.0,0.0,10.0,4.0,10.0,0.0,18.0,4,5,13,9,4,4,10,6,8,10,15,1,14
1610612743,Denver Nuggets,3,1,2,0.333,14.188333333333333,3.0,0.0,0.0,12.0,9.0,4.0,1.0,16.0,11,11,5,9,9,9,13,6,6,14,7,10,10
1610612744,Golden State Warriors,9,6,3,0.667,34.30166666666667,13.0,13.0,5.0,32.0,14.0,4.0,5.0,40.0,2,2,9,1,1,1,2,2,2,15,7,16,16
1610612763,Memphis Grizzlies,8,4,4,0.5,32.68333333333333,8.0,15.0,6.0,44.0,5.0,5.0,4.0,20.0,3,3,13,1,2,3,1,1,1,12,11,14,15
1610612748,Miami Heat,7,4,3,0.571,18.18166666666667,9.0,6.0,0.0,8.0,3.0,3.0,0.0,8.0,4,3,9,1,6,2,5,6,9,8,5,1,4
1610612749,Milwaukee Bucks,5,3,2,0.6,16.253333333333334,4.0,5.0,3.0,18.0,3.0,8.0,2.0,14.0,6,5,5,1,8,6,6,4,4,8,14,11,9
1610612750,Minnesota Timberwolves,5,2,3,0.4,17.571666666666665,2.0,0.0,0.0,8.0,0.0,11.0,4.0,16.0,6,8,9,9,7,11,13,6,9,1,16,14,10
1610612740,New Orleans Pelicans,3,1,2,0.333,10.13,0.0,0.0,0.0,8.0,4.0,4.0,2.0,12.0,11,11,5,9,12,15,13,6,9,10,7,11,8
1610612755,Philadelphia 76ers,2,2,0,1.0,10.85,0.0,2.0,0.0,8.0,2.0,2.0,0.0,2.0,14,8,1,1,10,15,10,6,9,6,2,1,1
1610612756,Phoenix Suns,4,3,1,0.75,10.185,4.0,4.0,2.0,12.0,0.0,0.0,0.0,8.0,9,5,2,1,11,6,7,5,6,1,1,1,4
1610612761,Toronto Raptors,1,0,1,0.0,10.05,2.0,2.0,0.0,2.0,0.0,2.0,0.0,6.0,16,15,2,9,13,11,10,6,15,1,2,1,2
1610612762,Utah Jazz,5,2,3,0.4,20.406666666666666,4.0,10.0,0.0,18.0,6.0,2.0,0.0,10.0,6,8,9,9,5,6,3,6,4,13,2,1,7
