group_set,player_id,player,nickname,team_id,team,age,gp,w,l,w_pct,min,e_off_rating,off_rating,sp_work_off_rating,e_def_rating,def_rating,sp_work_def_rating,e_net_rating,net_rating,sp_work_net_rating,ast_pct,ast_to,ast_ratio,oreb_pct,dreb_pct,reb_pct,tm_tov_pct,e_tov_pct,efg_pct,ts_pct,usg_pct,e_usg_pct,e_pace,pace,pace_per40,sp_work_pace,pie,poss,fgm,fga,fgm_pg,fga_pg,fg_pct,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,e_off_rating_rank,off_rating_rank,sp_work_off_rating_rank,e_def_rating_rank,def_rating_rank,sp_work_def_rating_rank,e_net_rating_rank,net_rating_rank,sp_work_net_rating_rank,ast_pct_rank,ast_to_rank,ast_ratio_rank,oreb_pct_rank,dreb_pct_rank,reb_pct_rank,tm_tov_pct_rank,e_tov_pct_rank,efg_pct_rank,ts_pct_rank,usg_pct_rank,e_usg_pct_rank,e_pace_rank,pace_rank,sp_work_pace_rank,pie_rank,fgm_rank,fga_rank,fgm_pg_rank,fga_pg_rank,fg_pct_rank
,1627773,AJ Hammons,,1610612742,DAL,24.0,2,1,1,0.5,2.9,112.8,109.1,109.1,139.4,136.4,136.4,-26.6,-27.3,-27.3,0.0,0.0,0.0,0.0,0.167,0.091,0.0,0.0,0.01,0.00906,0.273,0.259,87.79,90.26,75.21,90.26,0.204,11,1,1,0.5,0.5,1.0,378,361,25,185,188,157,149,149,398,410,410,373,379,379,291,246,291,277,92,149,1,1,6,29,55,69,406,413,413,34,287,359,100,262,1
,202732,DeAndre Liggins,,1610612742,DAL,29.0,3,3,0,1.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166.13,170.21,141.84,170.21,0.0,2,0,0,0.0,0.0,0.0,357,302,1,1,420,416,416,416,1,1,1,193,199,199,291,246,291,277,353,370,1,1,355,368,395,395,8,17,17,340,355,386,355,386,355
,2734,Devin Harris,,1610612742,DAL,34.0,11,4,7,0.364,2.0,117.2,114.8,114.8,109.4,108.0,108.0,7.8,6.8,6.8,0.0,0.0,0.0,0.0,0.15,0.083,0.33299999999999996,0.33299999999999996,0.0075,0.0075,0.158,0.167,109.66,111.54,92.95,111.54,0.045,54,4,6,0.4,0.5,0.667,267,280,185,327,297,113,91,91,230,269,269,139,157,157,291,246,291,277,124,178,413,413,44,46,195,192,52,87,87,268,201,241,161,248,43
,1717,Dirk Nowitzki,,1610612742,DAL,39.0,20,10,10,0.5,2.3,110.0,108.2,108.2,112.3,97.9,97.9,-2.3,10.3,10.3,0.241,7.0,21.9,0.02,0.289,0.136,0.031,0.03,0.005,0.005180000000000001,0.216,0.233,99.48,106.82,89.02,106.82,0.162,110,9,22,0.5,1.1,0.409,190,175,237,185,266,182,159,159,278,129,129,221,118,118,54,3,71,230,19,66,156,156,137,202,96,93,222,131,131,63,121,126,124,105,191
,1627827,Dorian Finney-Smith,,1610612742,DAL,24.0,26,13,13,0.5,1.5,99.7,94.9,94.9,108.2,103.2,103.2,-8.4,-8.4,-8.4,0.048,0.0,11.1,0.0,0.25,0.13,0.0,0.0,0.00167,0.00322,0.096,0.099,100.48,105.43,87.86,105.43,0.043,78,1,6,0.0,0.2,0.167,143,133,286,185,356,300,322,322,214,192,192,282,282,282,238,246,184,277,34,74,1,1,349,341,321,325,192,154,154,271,287,241,354,354,344
,203939,Dwight Powell,,1610612742,DAL,25.0,20,7,13,0.35,1.9,113.0,111.9,111.9,129.3,122.6,122.6,-16.3,-10.7,-10.7,0.08,0.0,33.3,0.0,0.079,0.046,0.0,0.0,0.01,0.0084,0.056,0.071,92.07,95.23,79.36,95.23,0.043,67,3,3,0.2,0.2,1.0,190,228,286,339,319,156,116,116,379,380,380,335,299,299,187,246,21,277,264,298,1,1,6,33,373,366,381,380,380,272,216,294,291,376,1
,203084,Harrison Barnes,,1610612742,DAL,25.0,39,18,21,0.462,3.7,105.2,103.8,103.8,109.9,106.4,106.4,-4.7,-2.6,-2.6,0.044,0.38,3.3,0.023,0.079,0.051,0.08800000000000001,0.08900000000000001,0.00536,0.00597,0.284,0.29,95.59,97.82,81.51,97.82,0.136,289,34,69,0.9,1.8,0.493,31,62,400,257,77,246,223,223,239,248,248,236,230,230,245,232,281,212,263,281,254,256,116,126,47,49,314,327,327,94,20,25,41,42,127
,200826,J.J. Barea,,1610612742,DAL,33.0,8,3,5,0.375,3.9,115.8,113.6,113.6,106.5,103.5,103.5,9.3,10.1,10.1,0.278,2.5,25.0,0.0,0.16,0.077,0.1,0.098,0.006919999999999999,0.00707,0.231,0.242,87.48,89.61,74.68,89.61,0.217,59,8,13,1.0,1.6,0.615,298,302,136,320,49,126,101,101,191,197,197,130,122,122,32,39,44,277,106,193,274,275,55,59,84,83,408,418,418,28,137,181,19,55,61
,1627784,Jarrod Uthoff,,1610612742,DAL,24.0,2,1,1,0.5,2.9,112.8,109.1,109.1,139.4,136.4,136.4,-26.6,-27.3,-27.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.79,90.26,75.21,90.26,0.0,11,0,0,0.0,0.0,0.0,378,361,25,185,188,157,149,149,398,410,410,373,379,379,291,246,291,277,353,370,1,1,355,368,395,395,406,413,413,340,355,386,355,386,355
,1626780,Jonathan Gibson,,1610612742,DAL,29.0,5,0,5,0.0,1.9,76.5,72.2,72.2,188.7,180.0,180.0,-112.2,-107.8,-107.8,0.2,1.0,20.0,0.0,0.4,0.133,0.2,0.2,0.00333,0.00333,0.222,0.235,92.5,97.42,81.18,97.42,0.02,18,1,3,0.2,0.6,0.333,333,407,136,407,322,398,395,395,426,430,430,422,427,427,75,134,79,277,7,71,380,380,294,336,91,91,372,340,340,322,287,294,256,225,254
,203457,Nerlens Noel,,1610612742,DAL,23.0,19,14,5,0.737,1.4,92.2,81.5,81.5,94.4,85.9,85.9,-2.2,-4.4,-4.4,0.077,0.25,7.7,0.063,0.258,0.191,0.308,0.313,0.006670000000000001,0.00773,0.174,0.198,102.9,114.67,95.56,114.67,0.144,65,4,6,0.2,0.3,0.667,203,117,136,37,364,356,381,381,77,58,58,219,250,250,190,238,228,110,32,23,412,412,60,41,166,139,132,65,65,82,201,241,251,333,43
,1627852,Nicolas Brussino,,1610612742,DAL,24.0,3,2,1,0.667,2.6,122.0,111.1,111.1,115.2,113.3,113.3,6.8,-2.2,-2.2,0.25,1.0,20.0,0.0,0.111,0.063,0.2,0.2,0.005,0.005,0.222,0.244,94.27,99.83,83.19,99.83,0.095,18,1,3,0.3,1.0,0.333,357,333,25,49,222,78,123,123,301,329,329,148,227,227,44,134,79,277,206,233,380,380,137,225,91,80,342,282,282,163,287,294,168,116,254
,203510,Pierre Jackson,,1610612742,DAL,25.0,2,1,1,0.5,0.6,138.9,133.3,133.3,41.0,33.3,33.3,97.9,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.333,0.347,116.07,130.91,109.09,130.91,0.8,3,1,1,0.5,0.5,1.0,378,361,25,185,406,23,22,22,18,16,16,6,5,7,291,246,291,277,353,370,1,1,6,8,24,26,24,27,27,6,287,359,100,262,1
