group_set,player_id,player_name,nickname,team_id,team_abbreviation,age,gp,w,l,w_pct,min,fgm,fga,fg_pct,fg3m,fg3a,fg3_pct,ftm,fta,ft_pct,oreb,dreb,reb,ast,tov,stl,blk,blka,pf,pfd,pts,plus_minus,nba_fantasy_pts,dd2,td3,wnba_fantasy_pts,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,fgm_rank,fga_rank,fg_pct_rank,fg3m_rank,fg3a_rank,fg3_pct_rank,ftm_rank,fta_rank,ft_pct_rank,oreb_rank,dreb_rank,reb_rank,ast_rank,tov_rank,stl_rank,blk_rank,blka_rank,pf_rank,pfd_rank,pts_rank,plus_minus_rank,nba_fantasy_pts_rank,dd2_rank,td3_rank,wnba_fantasy_pts_rank,team
Players,202699,Tobias Harris,Tobias,1610612755,PHI,26.0,46,27,19,0.587,174.80666666666667,24,46,0.522,6,16,0.375,23,30,0.767,5,43,48,9,8,1,4,4,11,16,77,65,155.1,11,0,150.0,2,5,417,116,1,41,50,92,53,60,92,30,29,158,68,1,4,58,33,151,26,406,353,47,35,5,27,36,25,28,PHI
Players,202710,Jimmy Butler III,Jimmy,1610612755,PHI,29.0,36,21,15,0.583,122.075,28,62,0.452,8,21,0.381,32,41,0.78,6,13,19,14,11,9,3,6,11,29,96,40,164.8,2,0,161.0,43,28,354,118,52,31,34,158,31,40,91,15,15,150,54,80,70,33,16,2,51,433,353,13,24,22,24,109,25,25,PHI
Players,1626246,Boban Marjanović,Boban,1610612755,PHI,30.0,15,10,5,0.667,17.408333333333335,2,4,0.5,0,0,0.0,8,10,0.8,4,3,7,1,0,2,1,1,4,5,12,-6,30.9,3,0,26.0,229,167,156,50,290,249,280,99,234,314,234,107,108,141,85,242,191,231,275,101,130,229,211,153,215,289,206,91,25,211,PHI
Players,200755,JJ Redick,JJ,1610612755,PHI,35.0,43,30,13,0.698,150.92333333333335,22,56,0.393,13,37,0.351,16,18,0.889,2,9,11,5,5,1,2,1,8,13,73,76,97.7,1,0,108.0,11,2,315,44,17,46,37,219,8,12,110,47,63,89,157,132,140,111,67,151,80,229,302,65,41,3,69,147,25,55,PHI
Players,202328,Greg Monroe,Greg,1610612755,PHI,29.0,2,2,0,1.0,0.65,0,1,0.0,0,0,0.0,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,3,1.2,0,0,1.0,388,331,1,1,430,348,355,348,234,314,234,295,308,295,199,365,334,297,275,242,217,1,1,329,364,151,390,203,25,388,PHI
Players,203954,Joel Embiid,Joel,1610612755,PHI,25.0,33,23,10,0.697,122.53666666666666,27,66,0.409,5,20,0.25,47,56,0.839,9,34,43,12,10,1,10,3,21,35,106,40,198.6,30,2,188.0,66,11,264,45,51,32,31,201,65,45,175,4,4,115,30,5,7,39,22,151,3,384,442,6,18,22,10,5,7,13,PHI
Players,203516,James Ennis III,James,1610612755,PHI,28.0,18,12,6,0.667,28.236666666666668,2,3,0.667,2,3,0.667,0,0,0.0,1,3,4,1,0,1,1,0,3,1,6,1,18.3,0,0,17.0,196,136,179,50,256,249,303,38,129,211,19,295,308,295,199,242,249,231,275,151,130,1,173,266,261,178,258,203,25,252,PHI
Players,1628413,Jonah Bolden,Jonah,1610612755,PHI,23.0,8,5,3,0.625,4.461666666666667,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,1,0,0.0,292,262,109,85,385,348,393,348,234,314,234,295,308,295,276,365,378,297,275,242,217,1,1,329,364,151,405,147,25,406,PHI
Players,1627788,Furkan Korkmaz,Furkan,1610612755,PHI,21.0,5,3,2,0.6,2.0933333333333333,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,1.2,0,0,1.0,340,301,72,98,417,348,393,348,234,314,234,295,308,295,276,308,334,297,275,242,217,1,1,329,364,194,390,203,25,388,PHI
Players,1629003,Shake Milton,Shake,1610612755,PHI,22.0,2,0,2,0.0,4.126666666666667,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,-2,0.0,0,0,0.0,388,417,72,417,389,348,355,348,234,314,234,295,308,295,276,365,378,297,275,242,217,1,1,329,364,229,405,203,25,406,PHI
Players,1627732,Ben Simmons,Ben,1610612755,PHI,22.0,42,29,13,0.69,151.2516666666667,19,31,0.613,0,0,0.0,13,28,0.464,10,31,41,21,15,7,4,1,14,18,51,51,149.7,22,5,135.0,14,3,315,47,16,55,77,65,234,314,234,61,33,275,21,8,8,13,8,7,26,229,401,38,66,9,29,12,5,35,PHI
Players,203118,Mike Scott,Mike,1610612755,PHI,30.0,19,11,8,0.579,36.65166666666666,9,15,0.6,9,13,0.692,2,2,1.0,1,5,6,0,0,1,0,1,9,2,29,16,39.2,0,0,46.0,190,149,220,119,226,124,169,69,23,75,18,212,238,1,199,185,209,297,275,151,217,229,324,223,118,75,184,203,25,155,PHI
