team_id,team_name,gp,w,l,w_pct,min,opp_fgm,opp_fga,opp_fg_pct,opp_fg3m,opp_fg3a,opp_fg3_pct,opp_ftm,opp_fta,opp_ft_pct,opp_oreb,opp_dreb,opp_reb,opp_ast,opp_tov,opp_stl,opp_blk,opp_blka,opp_pf,opp_pfd,opp_pts,plus_minus,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,opp_fgm_rank,opp_fga_rank,opp_fg_pct_rank,opp_fg3m_rank,opp_fg3a_rank,opp_fg3_pct_rank,opp_ftm_rank,opp_fta_rank,opp_ft_pct_rank,opp_oreb_rank,opp_dreb_rank,opp_reb_rank,opp_ast_rank,opp_tov_rank,opp_stl_rank,opp_blk_rank,opp_blka_rank,opp_pf_rank,opp_pfd_rank,opp_pts_rank,plus_minus_rank,team
1610612737,Atlanta Hawks,6,1,5,0.167,50.7,36.5,94.2,0.388,13.5,36.5,0.368,19.2,28.8,0.667,15.4,42.3,57.7,21.2,17.3,9.6,11.5,7.7,23.1,19.2,105.8,28.8,6,10,14,13,11,11,13,8,11,10,10,5,6,2,12,14,15,13,4,10,15,9,6,13,10,11,ATLANTA HAWKS
1610612738,Boston Celtics,3,2,1,0.667,44.1,20.0,75.0,0.267,7.5,30.0,0.25,22.5,30.0,0.75,7.5,45.0,52.5,12.5,15.0,10.0,7.5,10.0,20.0,27.5,70.0,-17.5,9,6,2,3,15,1,5,2,7,7,5,7,8,8,5,15,13,6,5,11,10,2,4,5,1,4,BOSTON CELTICS
1610612766,Charlotte Hornets,3,2,1,0.667,53.1,33.3,81.0,0.412,9.5,33.3,0.286,19.0,23.8,0.8,14.3,38.1,52.4,4.8,14.3,0.0,9.5,9.5,14.3,19.0,95.2,-4.8,9,6,2,3,7,8,8,11,8,9,8,4,3,10,11,11,12,1,7,1,14,5,1,14,7,8,CHARLOTTE HORNETS
1610612739,Cleveland Cavaliers,8,7,1,0.875,60.1,26.5,75.5,0.351,2.0,26.5,0.077,18.4,26.5,0.692,6.1,32.7,38.8,14.3,6.1,12.2,8.2,8.2,18.4,22.4,73.5,-36.7,4,1,2,2,4,4,6,6,1,5,1,3,5,4,2,6,3,8,14,14,13,8,3,10,2,2,CLEVELAND CAVALIERS
1610612742,Dallas Mavericks,2,1,1,0.5,56.0,30.0,140.0,0.214,10.0,60.0,0.167,10.0,10.0,1.0,60.0,40.0,100.0,10.0,20.0,10.0,20.0,10.0,20.0,20.0,80.0,-20.0,13,10,2,7,5,6,15,1,9,14,2,1,1,14,16,12,16,5,3,11,16,2,4,12,4,3,DALLAS MAVERICKS
1610612765,Detroit Pistons,3,0,3,0.0,76.3,50.0,121.4,0.412,28.6,85.7,0.333,28.6,35.7,0.8,21.4,35.7,57.1,21.4,28.6,0.0,7.1,0.0,35.7,21.4,157.1,78.6,9,14,9,14,2,15,14,11,15,15,9,11,10,10,15,9,14,14,1,1,9,14,13,11,15,15,DETROIT PISTONS
1610612744,Golden State Warriors,9,6,3,0.667,48.1,21.6,74.3,0.291,6.8,16.2,0.417,27.0,37.8,0.714,10.8,31.1,41.9,8.1,14.9,2.7,6.8,9.5,17.6,31.1,77.0,-39.2,2,2,9,3,13,2,4,3,5,2,12,10,11,5,8,4,4,2,6,5,8,6,2,3,3,1,GOLDEN STATE WARRIORS
1610612745,Houston Rockets,1,1,0,1.0,38.3,30.0,80.0,0.375,10.0,40.0,0.25,10.0,10.0,1.0,20.0,30.0,50.0,20.0,10.0,10.0,0.0,10.0,40.0,10.0,80.0,-10.0,15,10,1,1,16,6,7,7,9,12,5,1,1,14,14,3,10,11,12,11,1,2,14,15,4,7,HOUSTON ROCKETS
1610612754,Indiana Pacers,3,1,2,0.333,60.9,23.1,69.2,0.333,15.4,30.8,0.5,61.5,76.9,0.8,15.4,23.1,38.5,15.4,7.7,15.4,0.0,7.7,30.8,46.2,123.1,38.5,9,10,7,12,3,3,1,4,12,8,14,16,16,10,12,1,2,9,13,15,1,9,9,1,12,13,INDIANA PACERS
1610612746,LA Clippers,2,0,2,0.0,55.6,40.0,93.3,0.429,20.0,40.0,0.5,46.7,73.3,0.636,6.7,40.0,46.7,20.0,13.3,6.7,0.0,0.0,40.0,40.0,146.7,66.7,13,14,7,14,6,13,12,14,14,12,14,14,15,1,3,12,8,11,9,9,1,14,14,2,14,14,LA CLIPPERS
