group_set,player_id,player_name,nickname,team_id,team_abbreviation,age,gp,w,l,w_pct,min,pts_off_tov,pts_2nd_chance,pts_fb,pts_paint,opp_pts_off_tov,opp_pts_2nd_chance,opp_pts_fb,opp_pts_paint,blk,blka,pf,pfd,nba_fantasy_pts,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,pts_off_tov_rank,pts_2nd_chance_rank,pts_fb_rank,pts_paint_rank,opp_pts_off_tov_rank,opp_pts_2nd_chance_rank,opp_pts_fb_rank,opp_pts_paint_rank,blk_rank,blka_rank,pf_rank,pfd_rank,nba_fantasy_pts_rank,team
Players,1629027,Trae Young,Trae,1610612737,ATL,26.0,38,18,20,0.474,4.0,0.7,0.3,0.3,0.8,1.3,0.8,0.7,3.1,0.0,0.1,0.3,1.2,5.8,11,31,487,283,64,19,66,53,91,367,264,365,134,206,403,313,4,14,ATL
Players,1642258,Zaccharie Risacher,Zaccharie,1610612737,ATL,20.0,11,5,6,0.455,1.7,0.0,0.0,0.0,0.2,0.4,0.0,0.5,1.8,0.0,0.1,0.1,0.2,1.0,254,243,240,300,367,248,242,189,288,116,1,287,334,208,385,124,231,380,ATL
Players,1631243,Mouhamed Gueye,Mouhamed,1610612737,ATL,22.0,6,3,3,0.5,1.1,0.0,0.3,0.0,0.3,0.0,0.2,0.0,1.0,0.0,0.0,0.0,0.2,1.5,322,304,148,212,430,248,67,189,229,1,93,1,409,208,1,1,236,312,ATL
Players,1629726,Garrison Mathews,Garrison,1610612737,ATL,28.0,11,6,5,0.545,1.8,0.0,0.0,0.0,0.0,0.6,0.5,0.0,1.3,0.0,0.0,0.5,0.2,0.8,254,229,214,175,363,248,242,189,331,176,142,1,396,208,1,387,231,398,ATL
Players,1626204,Larry Nance Jr.,Larry,1610612737,ATL,32.0,4,2,2,0.5,4.3,0.0,1.8,0.0,2.0,2.5,0.0,1.3,2.0,0.0,0.3,0.5,0.0,5.2,359,335,105,212,40,248,6,189,5,479,1,464,269,208,478,408,339,30,ATL
Players,1627777,Georges Niang,Georges,1610612737,ATL,31.0,23,11,12,0.478,1.9,0.0,0.0,0.0,0.2,0.4,0.3,0.5,1.5,0.0,0.0,0.3,0.1,0.8,133,135,372,280,360,248,242,189,294,126,117,251,378,179,1,318,275,400,ATL
Players,1630700,Dyson Daniels,Dyson,1610612737,ATL,22.0,39,20,19,0.513,3.8,0.2,0.2,0.1,0.7,1.2,0.9,0.7,3.1,0.1,0.0,0.5,0.2,3.6,9,12,481,211,83,150,143,143,104,346,272,346,131,70,288,393,214,94,ATL
Players,1629611,Terance Mann,Terance,1610612737,ATL,28.0,17,6,11,0.353,2.1,0.0,0.2,0.0,0.0,0.6,0.4,0.3,1.6,0.1,0.0,0.2,0.1,0.8,190,229,352,366,334,248,158,189,331,178,119,178,355,157,1,231,287,392,ATL
Players,1630811,Keaton Wallace,Keaton,1610612737,ATL,26.0,6,4,2,0.667,1.3,0.0,0.0,0.0,0.3,0.0,0.0,0.2,0.3,0.0,0.0,0.0,0.2,0.8,322,275,105,73,418,248,242,189,229,1,1,132,453,208,1,1,236,393,ATL
Players,1630168,Onyeka Okongwu,Onyeka,1610612737,ATL,24.0,31,16,15,0.516,3.6,0.3,0.5,0.1,1.0,1.1,0.6,0.6,2.8,0.2,0.1,0.4,0.4,4.0,44,55,433,204,111,111,23,174,56,329,200,314,174,51,352,347,108,76,ATL
Players,1630552,Jalen Johnson,Jalen,1610612737,ATL,23.0,17,10,7,0.588,4.4,0.2,0.1,0.2,0.8,1.8,0.7,0.7,2.7,0.1,0.1,0.2,0.2,4.1,190,154,262,134,35,123,204,75,83,448,223,351,183,82,345,187,195,72,ATL
Players,1630249,Vít Krejčí,Vít,1610612737,ATL,24.0,13,8,5,0.615,2.1,0.0,0.0,0.0,0.0,0.5,1.1,0.5,1.8,0.0,0.1,0.2,0.2,0.8,233,187,214,111,327,248,242,189,331,148,345,244,330,208,367,167,254,396,ATL
Players,203991,Clint Capela,Clint,1610612737,ATL,31.0,17,10,7,0.588,2.1,0.1,0.4,0.2,0.8,0.5,0.8,0.3,1.9,0.1,0.1,0.2,0.1,2.0,190,154,262,134,322,208,59,75,83,133,260,178,324,82,417,187,287,247,ATL
Players,1627747,Caris LeVert,Caris,1610612737,ATL,30.0,20,14,6,0.7,3.1,0.3,0.0,0.4,0.5,0.6,0.7,0.5,2.3,0.0,0.0,0.4,0.2,1.9,160,77,240,64,166,95,242,38,161,164,201,256,242,208,1,319,215,256,ATL
Players,1631230,Dominick Barlow,Dominick,1610612737,ATL,22.0,3,1,2,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,380,375,105,372,496,248,242,189,331,1,1,1,456,208,1,1,339,447,ATL
