season,team_id,game_id,game_date,away_team,home_team,opponent_id,game_no,pf,opp_pf,wl,differential
2021-22,1610612755,22100009,2021-10-20,PHI,NOP,1610612740,1,117,97,W,20
2021-22,1610612755,22100021,2021-10-22,BKN,PHI,1610612751,2,109,114,L,-5
2021-22,1610612755,22100038,2021-10-24,PHI,OKC,1610612760,3,115,103,W,12
2021-22,1610612755,22100050,2021-10-26,PHI,NYK,1610612752,4,99,112,L,-13
2021-22,1610612755,22100065,2021-10-28,DET,PHI,1610612765,5,110,102,W,8
2021-22,1610612755,22100082,2021-10-30,ATL,PHI,1610612737,6,122,94,W,28
2021-22,1610612755,22100096,2021-11-01,POR,PHI,1610612757,7,113,103,W,10
2021-22,1610612755,22100111,2021-11-03,CHI,PHI,1610612741,8,103,98,W,5
2021-22,1610612755,22100119,2021-11-04,PHI,DET,1610612765,9,109,98,W,11
2021-22,1610612755,22100135,2021-11-06,PHI,CHI,1610612741,10,114,105,W,9
2021-22,1610612755,22100147,2021-11-08,NYK,PHI,1610612752,11,96,103,L,-7
2021-22,1610612755,22100155,2021-11-09,MIL,PHI,1610612749,12,109,118,L,-9
2021-22,1610612755,22100171,2021-11-11,TOR,PHI,1610612761,13,109,115,L,-6
2021-22,1610612755,22100186,2021-11-13,PHI,IND,1610612754,14,113,118,L,-5
2021-22,1610612755,22100211,2021-11-16,PHI,UTA,1610612762,15,85,120,L,-35
2021-22,1610612755,22100228,2021-11-18,PHI,DEN,1610612743,16,103,89,W,14
2021-22,1610612755,22100246,2021-11-20,PHI,POR,1610612757,17,111,118,L,-7
2021-22,1610612755,22100262,2021-11-22,PHI,SAC,1610612758,18,102,94,W,8
2021-22,1610612755,22100278,2021-11-24,PHI,GSW,1610612744,19,96,116,L,-20
2021-22,1610612755,22100292,2021-11-27,MIN,PHI,1610612750,20,120,121,L,-1
2021-22,1610612755,22100305,2021-11-29,ORL,PHI,1610612753,21,101,96,W,5
2021-22,1610612755,22100322,2021-12-01,PHI,BOS,1610612738,22,87,88,L,-1
2021-22,1610612755,22100335,2021-12-03,PHI,ATL,1610612737,23,98,96,W,2
2021-22,1610612755,22100353,2021-12-06,PHI,CHA,1610612766,24,127,124,W,3
2021-22,1610612755,22100366,2021-12-08,PHI,CHA,1610612766,25,110,106,W,4
2021-22,1610612755,22100379,2021-12-09,UTA,PHI,1610612762,26,96,118,L,-22
2021-22,1610612755,22100396,2021-12-11,GSW,PHI,1610612744,27,102,93,W,9
2021-22,1610612755,22100409,2021-12-13,PHI,MEM,1610612763,28,91,126,L,-35
2021-22,1610612755,22100419,2021-12-15,MIA,PHI,1610612748,29,96,101,L,-5
2021-22,1610612755,22100429,2021-12-16,PHI,BKN,1610612751,30,105,114,L,-9
2021-22,1610612755,22100457,2021-12-20,PHI,BOS,1610612738,31,108,103,W,5
2021-22,1610612755,22100478,2021-12-23,ATL,PHI,1610612737,32,96,98,L,-2
2021-22,1610612755,22100495,2021-12-26,PHI,WAS,1610612764,33,117,96,W,21
2021-22,1610612755,22100510,2021-12-28,PHI,TOR,1610612761,34,114,109,W,5
2021-22,1610612755,22100525,2021-12-30,PHI,BKN,1610612751,35,110,102,W,8
2021-22,1610612755,22100552,2022-01-03,HOU,PHI,1610612745,36,133,113,W,20
2021-22,1610612755,22100568,2022-01-05,PHI,ORL,1610612753,37,116,106,W,10
2021-22,1610612755,22100582,2022-01-07,SAS,PHI,1610612759,38,119,100,W,19
2021-22,1610612755,22100711,2022-01-10,PHI,HOU,1610612745,39,111,91,W,20
2021-22,1610612755,22100619,2022-01-12,CHA,PHI,1610612766,40,98,109,L,-11
2021-22,1610612755,22100635,2022-01-14,BOS,PHI,1610612738,41,111,99,W,12
2021-22,1610612755,22100645,2022-01-15,PHI,MIA,1610612748,42,109,98,W,11
2021-22,1610612755,22100656,2022-01-17,PHI,WAS,1610612764,43,98,117,L,-19
2021-22,1610612755,22100668,2022-01-19,ORL,PHI,1610612753,44,123,110,W,13
2021-22,1610612755,22100686,2022-01-21,LAC,PHI,1610612746,45,101,102,L,-1
2021-22,1610612755,22100704,2022-01-23,PHI,SAS,1610612759,46,115,109,W,6
2021-22,1610612755,22100454,2022-01-25,NOP,PHI,1610612740,47,117,107,W,10
2021-22,1610612755,22100733,2022-01-27,LAL,PHI,1610612747,48,105,87,W,18
2021-22,1610612755,22100747,2022-01-29,SAC,PHI,1610612758,49,103,101,W,2
2021-22,1610612755,22100761,2022-01-31,MEM,PHI,1610612763,50,122,119,W,3
2021-22,1610612755,22100774,2022-02-02,WAS,PHI,1610612764,51,103,106,L,-3
2021-22,1610612755,22100791,2022-02-04,PHI,DAL,1610612742,52,98,107,L,-9
2021-22,1610612755,22100802,2022-02-06,PHI,CHI,1610612741,53,119,108,W,11
2021-22,1610612755,22100815,2022-02-08,PHX,PHI,1610612756,54,109,114,L,-5
2021-22,1610612755,22100840,2022-02-11,OKC,PHI,1610612760,55,100,87,W,13
2021-22,1610612755,22100849,2022-02-12,CLE,PHI,1610612739,56,103,93,W,10
2021-22,1610612755,22100869,2022-02-15,BOS,PHI,1610612738,57,87,135,L,-48
2021-22,1610612755,22100887,2022-02-17,PHI,MIL,1610612749,58,123,120,W,3
2021-22,1610612755,22100901,2022-02-25,PHI,MIN,1610612750,59,133,102,W,31
2021-22,1610612755,22100912,2022-02-27,PHI,NYK,1610612752,60,125,109,W,16
2021-22,1610612755,22100934,2022-03-02,NYK,PHI,1610612752,61,123,108,W,15
2021-22,1610612755,22100947,2022-03-04,CLE,PHI,1610612739,62,125,119,W,6
2021-22,1610612755,22100956,2022-03-05,PHI,MIA,1610612748,63,82,99,L,-17
2021-22,1610612755,22100969,2022-03-07,CHI,PHI,1610612741,64,121,106,W,15
2021-22,1610612755,22100993,2022-03-10,BKN,PHI,1610612751,65,100,129,L,-29
2021-22,1610612755,22101015,2022-03-13,PHI,ORL,1610612753,66,116,114,W,2
2021-22,1610612755,22101022,2022-03-14,DEN,PHI,1610612743,67,110,114,L,-4
2021-22,1610612755,22101034,2022-03-16,PHI,CLE,1610612739,68,118,114,W,4
2021-22,1610612755,22101046,2022-03-18,DAL,PHI,1610612742,69,111,101,W,10
2021-22,1610612755,22101069,2022-03-20,TOR,PHI,1610612761,70,88,93,L,-5
2021-22,1610612755,22101074,2022-03-21,MIA,PHI,1610612748,71,113,106,W,7
2021-22,1610612755,22101093,2022-03-23,PHI,LAL,1610612747,72,126,121,W,5
2021-22,1610612755,22101106,2022-03-25,PHI,LAC,1610612746,73,122,97,W,25
2021-22,1610612755,22101118,2022-03-27,PHI,PHX,1610612756,74,104,114,L,-10
2021-22,1610612755,22101131,2022-03-29,MIL,PHI,1610612749,75,116,118,L,-2
2021-22,1610612755,22101147,2022-03-31,PHI,DET,1610612765,76,94,102,L,-8
2021-22,1610612755,22101161,2022-04-02,CHA,PHI,1610612766,77,144,114,W,30
2021-22,1610612755,22101170,2022-04-03,PHI,CLE,1610612739,78,112,108,W,4
2021-22,1610612755,22101178,2022-04-05,PHI,IND,1610612754,79,131,122,W,9
2021-22,1610612755,22101197,2022-04-07,PHI,TOR,1610612761,80,114,119,L,-5
2021-22,1610612755,22101214,2022-04-09,IND,PHI,1610612754,81,133,120,W,13
2021-22,1610612755,22101228,2022-04-10,DET,PHI,1610612765,82,118,106,W,12
