season,player_id,player_name,nickname,team_id,team,team_name,game_id,game_date,matchup,wl,min,e_off_rating,off_rating,sp_work_off_rating,e_def_rating,def_rating,sp_work_def_rating,e_net_rating,net_rating,sp_work_net_rating,ast_pct,ast_to,ast_ratio,oreb_pct,dreb_pct,reb_pct,tm_tov_pct,e_tov_pct,efg_pct,ts_pct,usg_pct,e_usg_pct,e_pace,pace,pace_per40,sp_work_pace,pie,poss,fgm,fga,fgm_pg,fga_pg,fg_pct,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,e_off_rating_rank,off_rating_rank,sp_work_off_rating_rank,e_def_rating_rank,def_rating_rank,sp_work_def_rating_rank,e_net_rating_rank,net_rating_rank,sp_work_net_rating_rank,ast_pct_rank,ast_to_rank,ast_ratio_rank,oreb_pct_rank,dreb_pct_rank,reb_pct_rank,tm_tov_pct_rank,e_tov_pct_rank,efg_pct_rank,ts_pct_rank,usg_pct_rank,e_usg_pct_rank,e_pace_rank,pace_rank,sp_work_pace_rank,pie_rank,fgm_rank,fga_rank,fgm_pg_rank,fga_pg_rank,fg_pct_rank,available_flag,min_sec,season_start,season_end
2023-24,203469,Cody Zeller,Cody,1610612740,NOP,New Orleans Pelicans,22301195,2024-04-14T00:00:00,NOP vs. LAL,L,4.4,61.8,58.3,58.3,90.0,90.0,90.0,-28.2,-31.7,-31.7,0.5,1.0,50.0,0.0,0.0,0.0,50.0,50.0,0.0,0.0,0.077,0.081,117.63,121.38,101.15,121.38,-0.091,12,0,0,0.0,0.0,0.0,1,13252,13252,13252,24307,25380,25419,25419,3323,3338,3338,21986,22498,22498,412,8244,688,13449,22149,23241,25895,25905,22557,23140,23585,23545,509,549,549,25640,22557,24896,22557,24896,22557,1,4:21,2023,2024
2023-24,1629627,Zion Williamson,Zion,1610612740,NOP,New Orleans Pelicans,22301195,2024-04-14T00:00:00,NOP vs. LAL,L,34.3,104.2,104.2,104.2,131.6,129.7,129.7,-27.4,-25.6,-25.6,0.32,2.0,29.6,0.083,0.217,0.136,14.8,14.7,0.308,0.395,0.235,0.237,101.3,102.06,85.05,102.06,0.07,72,4,13,4.0,13.0,0.308,1,13252,13252,13252,4337,17048,17149,17149,22212,21450,21450,21795,21350,21350,3003,4511,5207,4786,4673,5297,20416,20429,20470,19478,6672,7075,12287,10529,10531,15948,9679,5230,9679,5230,19425,1,34:20,2023,2024
2023-24,202685,Jonas Valančiūnas,Jonas,1610612740,NOP,New Orleans Pelicans,22301195,2024-04-14T00:00:00,NOP vs. LAL,L,7.3,92.9,86.7,86.7,168.6,164.3,164.3,-75.8,-77.6,-77.6,0.2,0.25,12.5,0.0,0.75,0.429,50.0,50.0,0.333,0.333,0.467,0.5,91.29,95.78,79.82,95.78,-0.071,15,1,3,1.0,3.0,0.333,1,13252,13252,13252,22996,21682,23031,23031,25933,25905,25905,25658,25678,25678,7210,13351,15079,13449,74,87,25895,25905,19417,20716,135,99,24374,20796,20796,25448,18910,19584,18910,19584,17629,1,7:16,2023,2024
2023-24,1630700,Dyson Daniels,Dyson,1610612740,NOP,New Orleans Pelicans,22301195,2024-04-14T00:00:00,NOP vs. LAL,L,17.6,120.4,115.0,115.0,116.4,117.9,117.9,4.0,-2.9,-2.9,0.063,0.0,20.0,0.0,0.133,0.063,0.0,0.0,0.25,0.25,0.089,0.095,105.84,107.58,89.65,107.58,0.022,40,1,4,1.0,4.0,0.25,1,13252,13252,13252,17566,8294,11472,11472,15479,16125,16125,11225,14235,14235,17386,13508,9812,13449,11091,15557,1,1,21072,22064,22882,22669,5629,3914,3914,21204,18910,17737,18910,17737,20383,1,17:37,2023,2024
2023-24,1630346,Matt Ryan,Matt,1610612740,NOP,New Orleans Pelicans,22301195,2024-04-14T00:00:00,NOP vs. LAL,L,2.1,91.9,83.3,83.3,0.0,0.0,0.0,91.9,83.3,83.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121.24,127.74,106.45,127.74,0.0,6,0,0,0.0,0.0,0.0,1,13252,13252,13252,25475,21955,23557,23557,1,1,1,267,337,333,19657,13508,19657,13449,22149,23241,1,1,22557,23140,25253,25257,350,329,329,22408,22557,24896,22557,24896,22557,1,2:04,2023,2024
2023-24,1630530,Trey Murphy III,Trey,1610612740,NOP,New Orleans Pelicans,22301195,2024-04-14T00:00:00,NOP vs. LAL,L,31.5,107.5,107.5,107.5,109.8,110.6,110.6,-2.3,-3.1,-3.1,0.083,2.0,18.2,0.032,0.071,0.051,9.1,9.1,0.688,0.688,0.118,0.12,101.53,101.19,84.33,101.19,0.082,67,4,8,4.0,8.0,0.5,1,13252,13252,13252,6672,15321,15517,15517,11749,11959,11959,13914,14320,14320,15615,4511,11343,11326,17961,17893,15100,15278,6317,7260,20281,20486,11889,11950,11950,14264,9679,11049,9679,11049,8954,1,31:33,2023,2024
2023-24,203468,CJ McCollum,CJ,1610612740,NOP,New Orleans Pelicans,22301195,2024-04-14T00:00:00,NOP vs. LAL,L,33.7,116.0,115.7,115.7,127.3,127.8,127.8,-11.3,-12.1,-12.1,0.333,2.33,22.6,0.059,0.087,0.07,9.7,9.8,0.579,0.602,0.3,0.301,101.07,100.99,84.16,100.99,0.103,70,9,19,9.0,19.0,0.474,1,13252,13252,13252,4823,10638,11118,11118,20799,20711,20711,17268,17600,17600,2365,4296,8721,7238,16350,14199,15936,16043,10521,10903,2211,2610,12720,12307,12307,11211,1924,1555,1924,1555,12502,1,33:45,2023,2024
2023-24,1630529,Herbert Jones,Herbert,1610612740,NOP,New Orleans Pelicans,22301195,2024-04-14T00:00:00,NOP vs. LAL,L,32.2,101.6,101.5,101.5,131.0,131.8,131.8,-29.4,-30.3,-30.3,0.05,1.0,6.3,0.03,0.167,0.088,6.3,6.3,0.615,0.648,0.205,0.204,98.7,98.44,82.03,98.44,0.092,66,6,13,6.0,13.0,0.462,1,13252,13252,13252,6113,18290,18389,18389,22020,22099,22099,22204,22290,22290,18404,8244,18943,11760,7768,11053,12369,12553,9039,8889,9613,10458,16773,16757,16757,12877,5451,5230,5451,5230,12872,1,32:11,2023,2024
2023-24,1627742,Brandon Ingram,Brandon,1610612740,NOP,New Orleans Pelicans,22301195,2024-04-14T00:00:00,NOP vs. LAL,L,23.4,90.0,87.8,87.8,142.1,142.0,142.0,-52.1,-54.2,-54.2,0.0,0.0,0.0,0.0,0.25,0.122,18.2,18.2,0.722,0.722,0.208,0.217,100.26,101.57,84.65,101.57,0.108,49,6,9,6.0,9.0,0.667,1,13252,13252,13252,13303,22468,22838,22838,24413,24404,24404,24828,24862,24862,19657,13508,19657,13449,2976,6597,22131,22208,5466,6047,9397,9076,14111,11304,11304,10464,5451,9591,5451,9591,3541,1,23:24,2023,2024
2023-24,1630526,Jeremiah Robinson-Earl,Jeremiah,1610612740,NOP,New Orleans Pelicans,22301195,2024-04-14T00:00:00,NOP vs. LAL,L,2.1,91.9,83.3,83.3,0.0,0.0,0.0,91.9,83.3,83.3,0.0,0.0,0.0,0.25,0.333,0.286,0.0,0.0,0.5,0.41,0.286,0.379,121.24,127.74,106.45,127.74,3.0,6,1,2,1.0,2.0,0.5,1,13252,13252,13252,25475,21955,23557,23557,1,1,1,267,337,333,19657,13508,19657,292,986,350,1,1,12553,19000,2890,612,350,329,329,9,18910,21406,18910,21406,8954,1,2:04,2023,2024
