TEAM_ID,TEAM_NAME,GP,W,L,W_PCT,TRAVEL,DOUBLE_DRIBBLE,DISCONTINUED_DRIBBLE,OFF_THREE_SEC,FIVE_SEC,EIGHT_SEC,SHOT_CLOCK,INBOUND,BACKCOURT,OFF_GOALTENDING,PALMING,OFF_FOUL,DEF_THREE_SEC,CHARGE,DELAY_OF_GAME,DEF_GOALTENDING,LANE,JUMP_BALL,KICKED_BALL,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,TRAVEL_RANK,DOUBLE_DRIBBLE_RANK,DISCONTINUED_DRIBBLE_RANK,OFF_THREE_SEC_RANK,FIVE_SEC_RANK,EIGHT_SEC_RANK,SHOT_CLOCK_RANK,INBOUND_RANK,BACKCOURT_RANK,OFF_GOALTENDING_RANK,PALMING_RANK,OFF_FOUL_RANK,DEF_THREE_SEC_RANK,CHARGE_RANK,DELAY_OF_GAME_RANK,DEF_GOALTENDING_RANK,LANE_RANK,JUMP_BALL_RANK,KICKED_BALL_RANK
1610612738,Boston Celtics,9,5,4,0.556,16.0,0.0,0.0,1.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,24.0,1.0,6.0,1.0,3.0,0.0,0.0,5.0,8,8,1,5,3,5,2,2,2,1,7,3,8,7,4,5,3,9,5,3,3,2,4
1610612751,Brooklyn Nets,5,1,4,0.2,3.0000000000000004,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,1.0,0.0,7.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,11,11,1,11,12,5,2,7,4,1,10,3,4,3,4,13,3,15,11,9,3,2,12
1610612743,Denver Nuggets,14,7,7,0.5,6.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,1.0,0.0,16.0,0.0,3.0,0.0,2.0,0.0,0.0,4.0,5,5,13,7,9,5,2,7,4,1,5,1,8,3,4,11,11,11,11,4,3,2,8
1610612765,Detroit Pistons,4,0,4,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,15,15,1,15,15,5,2,2,4,1,13,3,8,7,4,14,11,15,5,9,3,2,14
1610612744,Golden State Warriors,22,14,8,0.636,12.0,1.0,0.0,0.0,0.0,0.0,7.0,0.0,4.0,2.0,2.0,49.0,1.0,12.0,5.0,2.0,2.0,1.0,16.0,2,2,14,3,6,1,2,7,4,1,7,3,1,1,1,1,3,3,1,4,1,1,1
1610612745,Houston Rockets,11,6,5,0.545,7.0,1.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,2.0,0.0,22.0,1.0,8.0,2.0,1.0,0.0,0.0,5.0,7,7,10,6,7,1,2,7,4,1,1,3,8,1,4,7,3,5,4,9,3,2,4
1610612754,Indiana Pacers,4,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,6.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,15,15,1,15,16,5,2,7,4,1,10,3,4,7,4,14,11,11,11,14,3,2,10
1610612746,LA Clippers,6,2,4,0.333,6.0,0.0,0.0,1.0,0.0,0.0,9.0,0.0,0.0,0.0,1.0,17.0,1.0,7.0,1.0,2.0,0.0,0.0,3.0,10,10,1,10,9,5,2,2,4,1,3,3,8,7,2,9,3,7,5,4,3,2,9
1610612749,Milwaukee Bucks,15,10,5,0.667,15.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,3.0,0.0,1.0,24.0,2.0,15.0,4.0,6.0,1.0,0.0,6.0,4,3,10,1,4,5,2,7,4,1,3,3,2,7,2,5,2,1,3,1,2,2,3
1610612760,Oklahoma City Thunder,5,1,4,0.2,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,18.0,1.0,6.0,1.0,1.0,0.0,0.0,5.0,11,11,1,11,11,1,2,2,4,1,16,3,8,3,4,8,3,9,5,9,3,2,4
1610612753,Orlando Magic,5,1,4,0.2,7.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,17.0,0.0,7.0,1.0,2.0,0.0,0.0,0.0,11,11,1,11,7,5,2,7,4,1,14,1,8,7,4,9,11,7,5,4,3,2,14
