group_set,player_id,player,nickname,team_id,team,age,gp,w,l,w_pct,min,fgm,fga,fg_pct,fg3m,fg3a,fg3_pct,ftm,fta,ft_pct,oreb,dreb,reb,ast,tov,stl,blk,blka,pf,pfd,pts,plus_minus,nba_fantasy_pts,dd2,td3,wnba_fantasy_pts,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,fgm_rank,fga_rank,fg_pct_rank,fg3m_rank,fg3a_rank,fg3_pct_rank,ftm_rank,fta_rank,ft_pct_rank,oreb_rank,dreb_rank,reb_rank,ast_rank,tov_rank,stl_rank,blk_rank,blka_rank,pf_rank,pfd_rank,pts_rank,plus_minus_rank,nba_fantasy_pts_rank,dd2_rank,td3_rank,wnba_fantasy_pts_rank
Players,1627854,Bryn Forbes,Bryn,1610612759,SAS,25.0,35,19,16,0.543,3.0,0.3,0.7,0.391,0.1,0.4,0.357,0.0,0.0,1.0,0.0,0.3,0.3,0.1,0.1,0.1,0.0,0.0,0.2,0.1,0.7,0.4,1.3,0,0,1.3,55,44,67,155,184,239,228,220,115,145,105,294,307,1,276,252,299,226,243,182,217,211,309,314,256,140,294,203,25,281
Players,1629002,Chimezie Metu,Chimezie,1610612759,SAS,22.0,1,1,0,1.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,0,0,0.0,415,365,434,1,442,348,393,348,234,314,234,295,308,295,276,365,378,297,275,242,217,224,363,329,364,403,405,203,25,406
Players,201967,Dante Cunningham,Dante,1610612759,SAS,32.0,8,3,5,0.375,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.1,0.0,0.1,0.0,0.0,0.3,0.0,0.0,-2.6,0.9,0,0,0.6,292,301,274,327,354,348,393,348,234,314,234,295,308,295,276,253,301,211,275,83,217,224,249,329,364,416,350,203,25,363
Players,201942,DeMar DeRozan,DeMar,1610612759,SAS,29.0,38,22,16,0.579,4.0,1.1,2.4,0.44,0.0,0.1,0.0,0.5,0.6,0.909,0.1,0.7,0.8,0.6,0.2,0.1,0.1,0.3,0.3,0.4,2.6,0.7,4.8,8,0,4.4,32,14,67,119,46,20,21,169,234,282,234,63,91,75,189,54,92,21,61,145,119,16,217,113,40,109,35,52,25,38
Players,1628401,Derrick White,Derrick,1610612759,SAS,24.0,24,16,8,0.667,3.0,0.7,1.3,0.548,0.2,0.5,0.385,0.3,0.4,0.8,0.0,0.3,0.3,0.4,0.1,0.2,0.1,0.1,0.2,0.4,2.0,1.1,3.5,0,0,3.4,150,83,211,50,187,64,95,78,69,91,88,123,138,141,276,197,256,65,152,44,109,116,290,110,70,77,81,203,25,74
Players,202722,Dāvis Bertāns,Dāvis,1610612759,SAS,26.0,25,17,8,0.68,2.2,0.3,0.6,0.438,0.3,0.5,0.538,0.2,0.2,1.0,0.0,0.3,0.3,0.1,0.0,0.0,0.0,0.0,0.2,0.1,1.0,1.9,1.5,0,0,1.7,135,74,211,48,282,223,233,172,40,101,36,199,238,1,276,233,291,219,261,242,217,224,323,301,173,24,260,203,25,235
Players,1627751,Jakob Poeltl,Jakob,1610612759,SAS,23.0,6,5,1,0.833,1.1,0.3,0.5,0.667,0.0,0.0,0.0,0.2,0.3,0.5,0.2,0.0,0.2,0.2,0.0,0.0,0.2,0.0,0.0,0.2,0.8,2.0,1.8,1,0,1.5,327,262,381,20,389,182,281,38,234,314,234,213,164,237,125,365,336,164,275,242,42,224,363,234,226,18,234,147,25,254
Players,200746,LaMarcus Aldridge,LaMarcus,1610612759,SAS,33.0,39,23,16,0.59,4.1,0.8,1.5,0.517,0.0,0.0,0.0,0.9,1.1,0.818,0.5,0.5,1.0,0.2,0.1,0.1,0.2,0.1,0.2,0.9,2.5,0.7,4.8,16,0,4.3,24,11,67,113,41,53,70,96,234,313,234,27,25,133,21,90,23,182,151,81,32,69,274,17,42,108,34,22,25,41
Players,201158,Marco Belinelli,Marco,1610612759,SAS,33.0,23,14,9,0.609,2.2,0.3,0.8,0.421,0.3,0.7,0.4,0.3,0.3,1.0,0.0,0.4,0.4,0.2,0.1,0.1,0.0,0.0,0.3,0.1,1.2,0.9,2.1,1,0,2.3,153,102,189,92,287,177,180,187,48,62,77,159,207,1,250,168,216,160,148,135,217,224,165,264,142,100,198,147,25,163
Players,201988,Patty Mills,Patty,1610612759,SAS,30.0,30,19,11,0.633,3.2,0.3,0.6,0.444,0.2,0.4,0.455,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.1,0.0,0.0,0.0,0.2,0.0,0.7,0.7,1.4,0,0,1.5,90,44,154,82,146,233,241,164,91,162,60,295,308,295,276,267,311,118,145,225,202,224,292,329,253,115,279,203,25,265
