team_id,team_name,gp,w,l,w_pct,min,fgm,fga,fg_pct,fg3m,fg3a,fg3_pct,ftm,fta,ft_pct,oreb,dreb,reb,ast,tov,stl,blk,blka,pf,pfd,pts,plus_minus,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,fgm_rank,fga_rank,fg_pct_rank,fg3m_rank,fg3a_rank,fg3_pct_rank,ftm_rank,fta_rank,ft_pct_rank,oreb_rank,dreb_rank,reb_rank,ast_rank,tov_rank,stl_rank,blk_rank,blka_rank,pf_rank,pfd_rank,pts_rank,plus_minus_rank,team
1610612737,Atlanta Hawks,5,1,4,0.2,240.0,34.4,78.2,0.44,11.4,35.0,0.326,17.2,22.0,0.782,8.6,30.8,39.4,18.6,16.4,5.8,2.4,3.0,21.6,23.4,97.4,-12.0,13,13,1,13,13,16,14,13,8,7,12,11,10,10,11,10,12,15,14,15,16,2,10,3,15,15,ATLANTA HAWKS
1610612738,Boston Celtics,24,14,10,0.583,1152.0,36.7,81.8,0.449,13.7,36.6,0.373,18.5,23.2,0.797,9.0,33.9,42.9,24.5,14.7,6.4,6.3,4.7,20.7,21.7,105.5,3.6,1,2,16,3,1,10,11,7,4,4,5,8,8,6,10,5,7,5,12,11,3,9,4,9,9,3,BOSTON CELTICS
1610612751,Brooklyn Nets,4,0,4,0.0,192.0,39.3,78.0,0.503,11.5,27.3,0.422,19.0,25.8,0.738,8.5,25.5,34.0,22.3,15.3,8.0,6.5,4.0,24.8,24.5,109.0,-4.5,16,16,1,16,16,5,15,1,7,14,1,7,5,14,12,16,16,8,13,4,2,5,14,1,6,10,BROOKLYN NETS
1610612741,Chicago Bulls,5,1,4,0.2,240.0,36.4,90.2,0.404,10.4,36.8,0.283,12.0,14.4,0.833,8.2,35.8,44.0,23.0,13.0,7.8,3.2,4.8,18.6,17.8,95.2,-14.6,13,13,1,13,13,11,2,16,12,3,15,16,16,2,13,2,5,6,5,5,14,11,1,16,16,16,CHICAGO BULLS
1610612742,Dallas Mavericks,18,9,9,0.5,864.0,36.3,80.8,0.449,15.8,41.5,0.38,18.0,23.3,0.771,6.5,30.0,36.5,19.2,10.2,7.2,2.8,3.6,21.1,22.1,106.3,0.7,3,4,15,6,3,13,12,8,1,1,3,9,7,12,16,14,15,14,2,7,15,4,6,8,8,6,DALLAS MAVERICKS
1610612743,Denver Nuggets,5,1,4,0.2,240.0,39.4,82.8,0.476,11.2,31.4,0.357,20.0,25.2,0.794,11.2,30.6,41.8,25.0,16.4,7.0,3.4,6.2,25.0,23.2,110.0,-8.0,13,13,1,13,13,4,8,4,9,12,9,4,6,7,3,12,8,4,14,8,13,15,15,4,3,13,DENVER NUGGETS
1610612744,Golden State Warriors,22,16,6,0.727,1056.0,41.4,86.1,0.48,14.0,37.3,0.375,15.1,19.8,0.766,9.8,34.1,43.9,27.0,14.5,7.7,5.0,4.9,21.5,19.3,111.9,5.0,2,1,10,1,2,1,4,3,2,2,4,15,14,13,6,4,6,1,10,6,5,12,9,15,2,1,GOLDEN STATE WARRIORS
1610612763,Memphis Grizzlies,12,6,6,0.5,576.0,39.8,91.3,0.435,13.1,35.8,0.365,19.9,27.1,0.735,12.4,33.4,45.8,25.2,14.0,9.2,6.1,6.8,20.8,23.8,112.5,2.4,6,7,10,6,7,3,1,15,5,5,7,5,3,15,2,6,2,3,8,1,4,16,5,2,1,4,MEMPHIS GRIZZLIES
1610612748,Miami Heat,18,11,7,0.611,864.0,38.0,85.3,0.445,10.9,34.8,0.313,17.3,21.6,0.804,9.8,31.2,41.1,21.9,12.9,8.3,3.7,4.6,21.4,21.4,104.2,3.8,3,3,14,2,3,8,5,10,10,8,13,10,11,5,4,8,9,9,4,2,10,8,8,10,10,2,MIAMI HEAT
1610612749,Milwaukee Bucks,12,7,5,0.583,576.0,38.5,88.0,0.438,10.6,32.3,0.327,15.2,20.8,0.731,9.8,40.7,50.4,20.8,13.8,6.3,4.5,5.5,19.1,20.1,102.8,1.5,6,5,9,3,7,7,3,14,11,10,11,14,12,16,7,1,1,12,7,12,7,13,2,13,12,5,MILWAUKEE BUCKS
