season,team_id,team,team_name,game_id,game_date,matchup,wl,min,pct_fga_2pt,pct_fga_3pt,pct_pts_2pt,pct_pts_2pt_mr,pct_pts_3pt,pct_pts_fb,pct_pts_ft,pct_pts_off_tov,pct_pts_paint,pct_ast_2pm,pct_uast_2pm,pct_ast_3pm,pct_uast_3pm,pct_ast_fgm,pct_uast_fgm,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,pct_fga_2pt_rank,pct_fga_3pt_rank,pct_pts_2pt_rank,pct_pts_2pt_mr_rank,pct_pts_3pt_rank,pct_pts_fb_rank,pct_pts_ft_rank,pct_pts_off_tov_rank,pct_pts_paint_rank,pct_ast_2pm_rank,pct_uast_2pm_rank,pct_ast_3pm_rank,pct_uast_3pm_rank,pct_ast_fgm_rank,pct_uast_fgm_rank,available_flag,season_start,season_end,is_home,home,away
2022-23,1610612759,SAS,San Antonio Spurs,22200542,2022-12-31,SAS vs. DAL,L,48.0,0.776,0.224,0.624,0.112,0.192,0.112,0.184,0.032,0.512,0.513,0.487,1.0,0.0,0.596,0.404,0,0,0,0,159,25,2436,272,497,2274,1324,752,2442,517,1217,1241,1,2049,1315,1135,1,2022,2023,True,SAS,DAL
2022-23,1610612765,DET,Detroit Pistons,22200544,2022-12-31,DET @ MIN,W,48.0,0.697,0.303,0.569,0.086,0.259,0.207,0.172,0.147,0.483,0.424,0.576,0.7,0.3,0.488,0.512,0,0,0,0,159,325,2132,705,886,1825,175,956,1206,781,1921,530,2081,346,2173,280,1,2022,2023,False,MIN,DET
2022-23,1610612748,MIA,Miami Heat,22200546,2022-12-31,MIA @ UTA,W,48.0,0.562,0.438,0.508,0.079,0.31,0.103,0.183,0.198,0.429,0.719,0.281,0.692,0.308,0.711,0.289,0,0,0,0,159,1830,625,1346,1033,1295,1481,781,414,1338,73,2386,2116,321,292,2163,1,2022,2023,False,UTA,MIA
2022-23,1610612760,OKC,Oklahoma City Thunder,22200545,2022-12-31,OKC vs. PHI,L,48.0,0.609,0.391,0.479,0.042,0.375,0.073,0.146,0.125,0.438,0.261,0.739,0.833,0.167,0.457,0.543,0,0,0,0,159,1319,1135,1645,1832,653,1991,1487,1568,1250,2428,30,1259,1078,2308,151,1,2022,2023,True,OKC,PHI
2022-23,1610612741,CHI,Chicago Bulls,22200540,2022-12-31,CHI vs. CLE,L,48.0,0.741,0.259,0.627,0.098,0.206,0.206,0.167,0.196,0.529,0.281,0.719,0.714,0.286,0.359,0.641,0,0,0,0,159,98,2361,256,691,2204,177,1077,440,378,2411,44,2011,396,2448,11,1,2022,2023,True,CHI,CLE
2022-23,1610612763,MEM,Memphis Grizzlies,22200543,2022-12-31,MEM vs. NOP,W,48.0,0.685,0.315,0.724,0.086,0.129,0.224,0.147,0.198,0.638,0.5,0.5,1.0,0.0,0.553,0.447,0,0,0,0,159,420,2034,22,886,2429,99,1470,417,31,1223,1079,1,2049,1720,737,1,2022,2023,True,MEM,NOP
2022-23,1610612742,DAL,Dallas Mavericks,22200542,2022-12-31,DAL @ SAS,W,48.0,0.605,0.395,0.571,0.175,0.333,0.032,0.095,0.151,0.397,0.333,0.667,0.643,0.357,0.42,0.58,0,0,0,0,159,1362,1093,673,84,1030,2397,2253,1139,1682,2294,126,2250,202,2399,62,1,2022,2023,False,SAS,DAL
2022-23,1610612752,NYK,New York Knicks,22200541,2022-12-31,NYK @ HOU,W,48.0,0.433,0.567,0.37,0.037,0.417,0.083,0.213,0.343,0.333,0.45,0.55,0.733,0.267,0.571,0.429,0,0,0,0,159,2425,36,2349,1928,379,1845,347,2,2211,1718,734,1924,513,1552,875,1,2022,2023,False,HOU,NYK
2022-23,1610612739,CLE,Cleveland Cavaliers,22200540,2022-12-31,CLE @ CHI,W,48.0,0.553,0.447,0.505,0.078,0.379,0.097,0.117,0.155,0.427,0.346,0.654,0.846,0.154,0.513,0.487,0,0,0,0,159,1918,536,1370,1071,628,1605,2006,1071,1361,2273,181,1186,1214,2027,418,1,2022,2023,False,CHI,CLE
2022-23,1610612754,IND,Indiana Pacers,22200538,2022-12-31,IND vs. LAC,W,48.0,0.568,0.432,0.489,0.046,0.321,0.115,0.191,0.115,0.443,0.563,0.438,0.714,0.286,0.609,0.391,0,0,0,0,159,1776,678,1548,1788,1169,1281,645,1777,1191,774,1669,2011,396,1204,1245,1,2022,2023,True,IND,LAC
2022-23,1610612762,UTA,Utah Jazz,22200546,2022-12-31,UTA vs. MIA,L,48.0,0.506,0.494,0.293,0.033,0.415,0.049,0.293,0.122,0.26,0.444,0.556,0.882,0.118,0.657,0.343,0,0,0,0,159,2220,235,2449,2088,389,2280,16,1626,2426,1756,669,970,1470,725,1726,1,2022,2023,True,UTA,MIA
2022-23,1610612745,HOU,Houston Rockets,22200541,2022-12-31,HOU vs. NYK,L,48.0,0.403,0.597,0.341,0.023,0.477,0.068,0.182,0.102,0.318,0.6,0.4,0.786,0.214,0.69,0.31,0,0,0,0,159,2449,12,2414,2169,114,2056,786,1957,2289,498,1926,1631,800,449,2011,1,2022,2023,True,HOU,NYK
2022-23,1610612766,CHA,Charlotte Hornets,22200539,2022-12-31,CHA vs. BKN,L,48.0,0.573,0.427,0.509,0.019,0.311,0.104,0.179,0.198,0.491,0.63,0.37,1.0,0.0,0.737,0.263,0,0,0,0,159,1730,728,1311,2223,1276,1466,836,423,707,320,2130,1,2049,187,2263,1,2022,2023,True,CHA,BKN
2022-23,1610612746,LAC,LA Clippers,22200538,2022-12-31,LAC @ IND,L,48.0,0.575,0.425,0.415,0.108,0.369,0.123,0.215,0.123,0.308,0.37,0.63,0.813,0.188,0.535,0.465,0,0,0,0,159,1697,757,2144,548,710,1142,318,1608,2326,2185,266,1481,953,1882,565,1,2022,2023,False,IND,LAC
2022-23,1610612750,MIN,Minnesota Timberwolves,22200544,2022-12-31,MIN vs. DET,L,48.0,0.59,0.41,0.5,0.096,0.288,0.106,0.212,0.125,0.404,0.462,0.538,0.5,0.5,0.472,0.528,0,0,0,0,159,1537,914,1401,723,1536,1427,359,1568,1607,1620,821,2412,23,2259,200,1,2022,2023,True,MIN,DET
2022-23,1610612755,PHI,Philadelphia 76ers,22200545,2022-12-31,PHI @ OKC,W,48.0,0.657,0.343,0.609,0.035,0.287,0.104,0.104,0.148,0.574,0.514,0.486,1.0,0.0,0.63,0.37,0,0,0,0,159,687,1771,369,2004,1548,1457,2167,1181,150,1197,1251,1,2049,959,1493,1,2022,2023,False,OKC,PHI
2022-23,1610612740,NOP,New Orleans Pelicans,22200543,2022-12-31,NOP @ MEM,L,48.0,0.67,0.33,0.475,0.04,0.238,0.129,0.287,0.248,0.436,0.375,0.625,0.875,0.125,0.5,0.5,0,0,0,0,159,551,1906,1685,1860,2011,1043,19,98,1273,2162,281,993,1403,2083,311,1,2022,2023,False,MEM,NOP
2022-23,1610612751,BKN,Brooklyn Nets,22200539,2022-12-31,BKN @ CHA,W,48.0,0.575,0.425,0.569,0.098,0.317,0.146,0.114,0.098,0.472,0.486,0.514,0.692,0.308,0.542,0.458,0,0,0,0,159,1697,757,701,700,1213,776,2050,2019,901,1401,1048,2116,321,1829,626,1,2022,2023,False,CHA,BKN
2022-23,1610612762,UTA,Utah Jazz,22200537,2022-12-30,UTA @ SAC,L,48.0,0.619,0.381,0.608,0.048,0.192,0.064,0.2,0.152,0.56,0.579,0.421,1.0,0.0,0.652,0.348,0,0,0,0,159,1202,1252,378,1757,2274,2107,474,1114,210,665,1790,1,2049,749,1705,1,2022,2023,False,SAC,UTA
2022-23,1610612761,TOR,Toronto Raptors,22200531,2022-12-30,TOR vs. PHX,W,48.0,0.593,0.407,0.513,0.088,0.292,0.142,0.195,0.301,0.425,0.31,0.69,1.0,0.0,0.5,0.5,0,0,0,0,159,1510,947,1273,845,1481,856,582,16,1384,2368,88,1,2049,2083,311,1,2022,2023,True,TOR,PHX
2022-23,1610612753,ORL,Orlando Magic,22200529,2022-12-30,ORL vs. WAS,L,48.0,0.73,0.27,0.74,0.12,0.15,0.14,0.11,0.21,0.62,0.541,0.459,0.8,0.2,0.571,0.429,0,0,0,0,159,131,2329,10,406,2403,883,2102,306,50,952,1505,1512,843,1552,875,1,2022,2023,True,ORL,WAS
2022-23,1610612755,PHI,Philadelphia 76ers,22200534,2022-12-30,PHI @ NOP,L,48.0,0.547,0.453,0.483,0.103,0.362,0.069,0.155,0.164,0.379,0.571,0.429,0.857,0.143,0.667,0.333,0,0,0,0,159,1969,491,1607,614,779,2045,1303,891,1851,702,1722,1098,1281,603,1793,1,2022,2023,False,NOP,PHI
2022-23,1610612750,MIN,Minnesota Timberwolves,22200533,2022-12-30,MIN @ MIL,L,48.0,0.674,0.326,0.561,0.035,0.211,0.175,0.228,0.158,0.526,0.406,0.594,0.625,0.375,0.45,0.55,0,0,0,0,159,523,1933,784,1998,2182,407,217,1016,403,2026,425,2283,155,2335,122,1,2022,2023,False,MIL,MIN
2022-23,1610612744,GSW,Golden State Warriors,22200536,2022-12-30,GSW vs. POR,W,48.0,0.527,0.473,0.424,0.034,0.432,0.136,0.144,0.169,0.39,0.68,0.32,0.706,0.294,0.69,0.31,0,0,0,0,159,2104,356,2092,2041,298,943,1520,812,1749,153,2299,2066,381,432,2013,1,2022,2023,True,GSW,POR
2022-23,1610612747,LAL,Los Angeles Lakers,22200530,2022-12-30,LAL @ ATL,W,48.0,0.667,0.333,0.646,0.077,0.231,0.177,0.123,0.062,0.569,0.619,0.381,0.8,0.2,0.654,0.346,0,0,0,0,159,566,1857,174,1082,2055,388,1893,2362,170,384,2075,1512,843,742,1716,1,2022,2023,False,ATL,LAL
2022-23,1610612757,POR,Portland Trail Blazers,22200536,2022-12-30,POR @ GSW,L,48.0,0.571,0.429,0.536,0.107,0.321,0.089,0.143,0.125,0.429,0.367,0.633,0.917,0.083,0.524,0.476,0,0,0,0,159,1735,708,1037,554,1157,1749,1530,1568,1338,2202,249,623,1766,1965,486,1,2022,2023,False,GSW,POR
2022-23,1610612756,PHX,Phoenix Suns,22200531,2022-12-30,PHX @ TOR,L,48.0,0.577,0.423,0.404,0.077,0.404,0.163,0.192,0.067,0.327,0.667,0.333,0.857,0.143,0.743,0.257,0,0,0,0,159,1678,783,2228,1082,461,529,622,2331,2250,180,2243,1098,1281,174,2284,1,2022,2023,False,TOR,PHX
2022-23,1610612741,CHI,Chicago Bulls,22200532,2022-12-30,CHI vs. DET,W,48.0,0.707,0.293,0.621,0.121,0.273,0.136,0.106,0.182,0.5,0.317,0.683,0.667,0.333,0.396,0.604,0,0,0,0,159,259,2199,288,394,1695,930,2145,613,594,2360,101,2161,217,2421,40,1,2022,2023,True,CHI,DET
2022-23,1610612765,DET,Detroit Pistons,22200532,2022-12-30,DET @ CHI,L,48.0,0.547,0.453,0.407,0.085,0.432,0.034,0.161,0.169,0.322,0.583,0.417,0.824,0.176,0.683,0.317,0,0,0,0,159,1971,483,2209,921,298,2379,1195,812,2275,630,1813,1387,1048,502,1947,1,2022,2023,False,CHI,DET
2022-23,1610612740,NOP,New Orleans Pelicans,22200534,2022-12-30,NOP vs. PHI,W,48.0,0.613,0.388,0.441,0.031,0.354,0.236,0.205,0.236,0.409,0.357,0.643,0.6,0.4,0.442,0.558,0,0,0,0,159,1271,1185,1980,2114,864,65,435,141,1563,2236,213,2323,115,2353,104,1,2022,2023,True,NOP,PHI
2022-23,1610612743,DEN,Denver Nuggets,22200535,2022-12-30,DEN vs. MIA,W,48.0,0.632,0.368,0.452,0.065,0.411,0.113,0.137,0.121,0.387,0.714,0.286,0.824,0.176,0.756,0.244,0,0,0,0,159,1038,1416,1897,1362,409,1307,1659,1642,1777,76,2376,1387,1048,127,2331,1,2022,2023,True,DEN,MIA
2022-23,1610612749,MIL,Milwaukee Bucks,22200533,2022-12-30,MIL vs. MIN,W,48.0,0.581,0.419,0.472,0.065,0.341,0.122,0.187,0.073,0.407,0.483,0.517,0.786,0.214,0.581,0.419,0,0,0,0,159,1641,814,1722,1349,978,1154,695,2290,1589,1451,994,1631,800,1459,987,1,2022,2023,True,MIL,MIN
2022-23,1610612764,WAS,Washington Wizards,22200529,2022-12-30,WAS @ ORL,W,48.0,0.533,0.467,0.454,0.067,0.378,0.143,0.168,0.059,0.387,0.741,0.259,0.867,0.133,0.786,0.214,0,0,0,0,159,2072,384,1879,1295,638,822,1067,2375,1785,50,2406,1060,1369,62,2396,1,2022,2023,False,ORL,WAS
2022-23,1610612758,SAC,Sacramento Kings,22200537,2022-12-30,SAC vs. UTA,W,48.0,0.667,0.333,0.603,0.063,0.286,0.103,0.111,0.143,0.54,0.553,0.447,0.917,0.083,0.64,0.36,0,0,0,0,159,566,1857,411,1385,1564,1481,2086,1252,325,860,1596,623,1766,865,1592,1,2022,2023,True,SAC,UTA
2022-23,1610612737,ATL,Atlanta Hawks,22200530,2022-12-30,ATL vs. LAL,L,48.0,0.624,0.376,0.612,0.149,0.273,0.041,0.116,0.107,0.463,0.405,0.595,0.636,0.364,0.458,0.542,0,0,0,0,159,1142,1317,347,188,1695,2334,2016,1881,986,2037,417,2260,182,2306,154,1,2022,2023,True,ATL,LAL
2022-23,1610612748,MIA,Miami Heat,22200535,2022-12-30,MIA @ DEN,L,48.0,0.598,0.402,0.42,0.067,0.353,0.126,0.227,0.16,0.353,0.32,0.68,0.929,0.071,0.538,0.462,0,0,0,0,159,1441,1013,2115,1295,866,1096,226,977,2089,2350,107,526,1889,1849,593,1,2022,2023,False,DEN,MIA
2022-23,1610612763,MEM,Memphis Grizzlies,22200526,2022-12-29,MEM @ TOR,W,48.0,0.695,0.305,0.588,0.0,0.328,0.176,0.084,0.067,0.588,0.743,0.257,0.846,0.154,0.771,0.229,0,0,0,0,159,341,2114,525,2385,1102,390,2342,2333,102,46,2415,1186,1214,90,2369,1,2022,2023,False,TOR,MEM
2022-23,1610612742,DAL,Dallas Mavericks,22200528,2022-12-29,DAL vs. HOU,W,48.0,0.505,0.495,0.45,0.031,0.419,0.194,0.132,0.085,0.419,0.586,0.414,0.722,0.278,0.638,0.362,0,0,0,0,159,2238,222,1917,2129,364,252,1757,2181,1459,611,1835,1994,453,880,1573,1,2022,2023,True,DAL,HOU
2022-23,1610612760,OKC,Oklahoma City Thunder,22200523,2022-12-29,OKC @ CHA,L,48.0,0.636,0.364,0.549,0.053,0.292,0.053,0.159,0.195,0.496,0.194,0.806,0.818,0.182,0.357,0.643,0,0,0,0,159,976,1470,912,1599,1481,2236,1223,454,642,2454,6,1414,981,2451,9,1,2022,2023,False,CHA,OKC
2022-23,1610612752,NYK,New York Knicks,22200527,2022-12-29,NYK @ SAS,L,48.0,0.544,0.456,0.4,0.035,0.391,0.061,0.209,0.078,0.365,0.348,0.652,0.8,0.2,0.526,0.474,0,0,0,0,159,1991,469,2246,2004,537,2145,391,2252,1996,2268,189,1512,843,1941,510,1,2022,2023,False,SAS,NYK
2022-23,1610612738,BOS,Boston Celtics,22200525,2022-12-29,BOS vs. LAC,W,48.0,0.571,0.429,0.569,0.103,0.284,0.147,0.147,0.103,0.466,0.333,0.667,1.0,0.0,0.5,0.5,0,0,0,0,159,1735,708,705,614,1585,773,1470,1943,951,2294,126,1,2049,2083,311,1,2022,2023,True,BOS,LAC
2022-23,1610612761,TOR,Toronto Raptors,22200526,2022-12-29,TOR vs. MEM,L,48.0,0.708,0.292,0.547,0.075,0.283,0.17,0.17,0.132,0.472,0.448,0.552,0.8,0.2,0.538,0.462,0,0,0,0,159,241,2217,929,1106,1604,455,1014,1460,895,1728,711,1512,843,1849,593,1,2022,2023,True,TOR,MEM
2022-23,1610612746,LAC,LA Clippers,22200525,2022-12-29,LAC @ BOS,L,48.0,0.562,0.438,0.509,0.127,0.409,0.1,0.082,0.164,0.382,0.464,0.536,0.867,0.133,0.605,0.395,0,0,0,0,159,1830,625,1316,329,426,1529,2354,896,1833,1605,843,1060,1369,1237,1210,1,2022,2023,False,BOS,LAC
2022-23,1610612754,IND,Indiana Pacers,22200524,2022-12-29,IND vs. CLE,W,48.0,0.635,0.365,0.43,0.074,0.422,0.148,0.148,0.111,0.356,0.517,0.483,0.684,0.316,0.583,0.417,0,0,0,0,159,994,1461,2059,1147,342,748,1440,1828,2074,1136,1301,2152,304,1437,1003,1,2022,2023,True,IND,CLE
