season,team_id,team,team_name,game_id,game_date,matchup,wl,min,pts_off_tov,pts_2nd_chance,pts_fb,pts_paint,opp_pts_off_tov,opp_pts_2nd_chance,opp_pts_fb,opp_pts_paint,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,pts_off_tov_rank,pts_2nd_chance_rank,pts_fb_rank,pts_paint_rank,opp_pts_off_tov_rank,opp_pts_2nd_chance_rank,opp_pts_fb_rank,opp_pts_paint_rank,available_flag,season_start,season_end
2024-25,1610612760,OKC,Oklahoma City Thunder,42400407,2025-06-22T00:00:00,OKC vs. IND,W,51.6,34.4,23.7,9.7,43.0,10.8,16.1,7.5,28.0,0,0,0,1,11,4,15,119,105,31,102,31,5,1,2024,2025
2024-25,1610612754,IND,Indiana Pacers,42400407,2025-06-22T00:00:00,IND @ OKC,L,52.2,10.9,16.3,7.6,28.3,34.8,23.9,9.8,43.5,0,0,0,85,11,135,65,137,164,167,156,51,66,1,2024,2025
2024-25,1610612754,IND,Indiana Pacers,42400406,2025-06-19T00:00:00,IND vs. OKC,W,47.5,18.8,13.9,21.8,29.7,12.9,5.9,10.9,39.6,0,0,0,1,11,57,91,16,160,50,7,65,43,1,2024,2025
2024-25,1610612760,OKC,Oklahoma City Thunder,42400406,2025-06-19T00:00:00,OKC @ IND,L,47.5,12.9,5.9,10.9,39.6,18.8,13.9,21.8,29.7,0,0,0,85,11,119,162,103,126,112,76,152,9,1,2024,2025
2024-25,1610612760,OKC,Oklahoma City Thunder,42400405,2025-06-16T00:00:00,OKC vs. IND,W,48.5,32.3,17.2,17.2,42.4,9.1,21.2,13.1,48.5,0,0,0,1,11,7,59,39,107,21,141,89,98,1,2024,2025
2024-25,1610612754,IND,Indiana Pacers,42400405,2025-06-16T00:00:00,IND @ OKC,L,49.0,9.2,21.4,13.3,49.0,32.7,17.3,17.3,42.9,0,0,0,85,11,146,27,77,68,163,110,131,60,1,2024,2025
2024-25,1610612760,OKC,Oklahoma City Thunder,42400404,2025-06-13T00:00:00,OKC @ IND,W,49.0,25.5,23.5,10.2,51.0,23.5,11.2,9.2,36.7,0,0,0,1,11,19,16,111,53,143,44,44,32,1,2024,2025
2024-25,1610612754,IND,Indiana Pacers,42400404,2025-06-13T00:00:00,IND vs. OKC,L,48.5,23.2,11.1,9.1,36.4,25.3,23.2,10.1,50.5,0,0,0,85,11,27,125,125,137,149,152,56,112,1,2024,2025
2024-25,1610612754,IND,Indiana Pacers,42400403,2025-06-11T00:00:00,IND vs. OKC,W,48.0,21.0,13.0,17.0,50.0,14.0,7.0,10.0,48.0,0,0,0,1,11,43,101,40,61,67,11,55,93,1,2024,2025
2024-25,1610612760,OKC,Oklahoma City Thunder,42400403,2025-06-11T00:00:00,OKC @ IND,L,47.5,13.9,6.9,9.9,47.5,20.8,12.9,16.8,49.5,0,0,0,85,11,102,158,114,80,125,66,127,104,1,2024,2025
2024-25,1610612760,OKC,Oklahoma City Thunder,42400402,2025-06-08T00:00:00,OKC vs. IND,W,49.5,14.4,9.3,4.1,43.3,17.5,10.3,9.3,35.1,0,0,0,1,11,97,142,160,103,103,32,47,27,1,2024,2025
2024-25,1610612754,IND,Indiana Pacers,42400402,2025-06-08T00:00:00,IND @ OKC,L,49.0,17.3,10.2,9.2,34.7,14.3,9.2,4.1,42.9,0,0,0,85,11,66,137,124,143,68,25,8,60,1,2024,2025
2024-25,1610612754,IND,Indiana Pacers,42400401,2025-06-05T00:00:00,IND @ OKC,W,47.1,3.9,11.8,9.8,33.3,10.8,10.8,10.8,45.1,0,0,0,1,11,166,118,117,149,33,37,64,72,1,2024,2025
2024-25,1610612760,OKC,Oklahoma City Thunder,42400401,2025-06-05T00:00:00,OKC vs. IND,L,46.6,10.7,10.7,10.7,44.7,3.9,11.7,9.7,33.0,0,0,0,85,11,136,131,106,97,3,50,50,20,1,2024,2025
2024-25,1610612754,IND,Indiana Pacers,42400306,2025-05-31T00:00:00,IND vs. NYK,W,49.0,34.7,12.2,25.5,51.0,13.3,15.3,10.2,55.1,0,0,0,1,11,2,110,6,53,56,92,57,141,1,2024,2025
2024-25,1610612752,NYK,New York Knicks,42400306,2025-05-31T00:00:00,NYK @ IND,L,49.0,13.3,15.3,10.2,55.1,34.7,12.2,25.5,51.0,0,0,0,85,11,113,78,111,27,166,57,164,114,1,2024,2025
2024-25,1610612754,IND,Indiana Pacers,42400305,2025-05-29T00:00:00,IND @ NYK,L,49.5,20.6,7.2,16.5,35.1,15.5,13.4,15.5,61.9,0,0,0,85,11,46,157,45,141,82,68,114,159,1,2024,2025
2024-25,1610612752,NYK,New York Knicks,42400305,2025-05-29T00:00:00,NYK vs. IND,W,49.0,15.3,13.3,15.3,61.2,20.4,7.1,16.3,34.7,0,0,0,1,11,86,100,55,11,122,12,124,25,1,2024,2025
2024-25,1610612760,OKC,Oklahoma City Thunder,42400315,2025-05-28T00:00:00,OKC vs. MIN,W,45.7,17.1,8.6,18.1,51.4,18.1,8.6,10.5,40.0,0,0,0,1,11,70,149,34,50,107,18,60,44,1,2024,2025
2024-25,1610612750,MIN,Minnesota Timberwolves,42400315,2025-05-28T00:00:00,MIN @ OKC,L,45.7,18.1,8.6,10.5,40.0,17.1,8.6,18.1,51.4,0,0,0,85,11,64,149,110,125,100,18,135,118,1,2024,2025
2024-25,1610612754,IND,Indiana Pacers,42400304,2025-05-27T00:00:00,IND vs. NYK,W,46.2,19.2,15.4,21.2,48.1,8.7,14.4,8.7,42.3,0,0,0,1,11,54,76,18,78,16,81,41,58,1,2024,2025
2024-25,1610612752,NYK,New York Knicks,42400304,2025-05-27T00:00:00,NYK @ IND,L,46.2,8.7,14.4,8.7,42.3,19.2,15.4,21.2,48.1,0,0,0,85,11,153,87,128,109,115,94,151,95,1,2024,2025
2024-25,1610612760,OKC,Oklahoma City Thunder,42400314,2025-05-26T00:00:00,OKC @ MIN,W,49.5,22.7,24.7,5.2,43.3,25.8,30.9,13.4,47.4,0,0,0,1,11,35,8,151,103,151,168,95,88,1,2024,2025
2024-25,1610612750,MIN,Minnesota Timberwolves,42400314,2025-05-26T00:00:00,MIN vs. OKC,L,49.5,25.8,30.9,13.4,47.4,22.7,24.7,5.2,43.3,0,0,0,85,11,18,1,75,81,132,161,17,65,1,2024,2025
2024-25,1610612754,IND,Indiana Pacers,42400303,2025-05-25T00:00:00,IND vs. NYK,L,50.5,23.2,10.5,16.8,33.7,8.4,14.7,2.1,42.1,0,0,0,85,11,29,134,41,146,13,85,3,55,1,2024,2025
2024-25,1610612752,NYK,New York Knicks,42400303,2025-05-25T00:00:00,NYK @ IND,W,50.5,8.4,14.7,2.1,42.1,23.2,10.5,16.8,33.7,0,0,0,1,11,156,83,166,111,140,35,128,22,1,2024,2025
2024-25,1610612760,OKC,Oklahoma City Thunder,42400313,2025-05-24T00:00:00,OKC @ MIN,L,47.1,14.7,6.9,11.8,41.2,15.7,19.6,5.9,54.9,0,0,0,85,11,93,159,95,116,87,130,21,139,1,2024,2025
2024-25,1610612750,MIN,Minnesota Timberwolves,42400313,2025-05-24T00:00:00,MIN vs. OKC,W,47.5,15.8,19.8,5.9,55.4,14.9,6.9,11.9,41.6,0,0,0,1,11,80,37,148,26,79,10,76,54,1,2024,2025
2024-25,1610612752,NYK,New York Knicks,42400302,2025-05-23T00:00:00,NYK vs. IND,L,53.3,13.3,23.3,7.8,48.9,18.9,16.7,15.6,53.3,0,0,0,85,11,112,18,135,73,113,106,116,132,1,2024,2025
2024-25,1610612754,IND,Indiana Pacers,42400302,2025-05-23T00:00:00,IND @ NYK,W,52.2,18.5,16.3,15.2,52.2,13.0,22.8,7.6,47.8,0,0,0,1,11,59,65,56,44,54,151,32,91,1,2024,2025
2024-25,1610612750,MIN,Minnesota Timberwolves,42400312,2025-05-22T00:00:00,MIN @ OKC,L,50.0,10.4,12.5,9.4,45.8,22.9,14.6,16.7,60.4,0,0,0,85,11,140,108,121,95,136,84,126,156,1,2024,2025
2024-25,1610612760,OKC,Oklahoma City Thunder,42400312,2025-05-22T00:00:00,OKC vs. MIN,W,50.0,22.9,14.6,16.7,60.4,10.4,12.5,9.4,45.8,0,0,0,1,11,34,85,43,13,29,61,48,74,1,2024,2025
