close_def_person_id,player,team_id,team,pos,age,gp,g,freq,fgm_lt_10,fga_lt_10,lt_10_pct,ns_lt_10_pct,plusminus
200794,Paul Millsap,1610612737,ATL,F,32.0,69,69,0.463,290,509,0.57,0.564,0.006
2730,Dwight Howard,1610612737,ATL,C,31.0,74,74,0.516,182,378,0.481,0.565,-0.084
101141,Ersan Ilyasova,1610612737,ATL,F,30.0,82,81,0.488,207,372,0.556,0.562,-0.005
203488,Mike Muscala,1610612737,ATL,F-C,25.0,68,64,0.549,143,298,0.48,0.56,-0.08
203145,Kent Bazemore,1610612737,ATL,F-G,27.0,73,70,0.317,105,218,0.482,0.556,-0.074
203471,Dennis Schröder,1610612737,ATL,G,23.0,79,75,0.279,109,215,0.507,0.542,-0.035
203501,Tim Hardaway Jr.,1610612737,ATL,G,25.0,78,67,0.254,92,174,0.529,0.556,-0.027
200757,Thabo Sefolosha,1610612737,ATL,F,33.0,62,57,0.278,106,169,0.627,0.572,0.055
2743,Kris Humphries,1610612737,ATL,F,32.0,51,47,0.608,85,163,0.521,0.55,-0.029
1627752,Taurean Prince,1610612737,ATL,F,23.0,57,45,0.339,72,127,0.567,0.562,0.005
1627098,Malcolm Delaney,1610612737,ATL,G,28.0,70,49,0.292,72,105,0.686,0.551,0.135
2399,Mike Dunleavy,1610612737,ATL,G-F,36.0,53,44,0.339,42,93,0.452,0.557,-0.105
101181,Jose Calderon,1610612737,ATL,G,35.0,37,28,0.313,42,57,0.737,0.558,0.179
1627761,DeAndre' Bembry,1610612737,ATL,F-G,22.0,30,19,0.358,23,43,0.535,0.564,-0.029
203527,Ryan Kelly,1610612737,ATL,F,26.0,14,12,0.5,17,26,0.654,0.549,0.105
203118,Mike Scott,1610612737,ATL,F,28.0,17,10,0.329,11,23,0.478,0.542,-0.064
203934,Lamar Patterson,1610612737,ATL,G-F,25.0,5,3,0.25,3,5,0.6,0.553,0.047
202390,Gary Neal,1610612737,ATL,G,32.0,2,2,0.667,2,2,1.0,0.597,0.403
