close_def_person_id,player,team_id,team,player_position,age,gp,g,freq,fg2m,fg2a,fg2_pct,ns_fg2_pct,plusminus
203994,Jusuf Nurkić,1610612757,POR,C,24.0,72,72,0.811,6.15,13.44,0.458,0.535,-0.078
202683,Enes Freedom,1610612757,POR,C,27.0,67,66,0.798,5.67,11.15,0.509,0.53,-0.021
203468,CJ McCollum,1610612757,POR,G,27.0,70,70,0.698,4.31,8.54,0.505,0.504,0.001
203081,Damian Lillard,1610612757,POR,G,28.0,80,80,0.644,3.61,7.31,0.494,0.501,-0.007
202329,Al-Farouq Aminu,1610612757,POR,F,28.0,81,81,0.648,3.64,7.15,0.509,0.526,-0.017
1628380,Zach Collins,1610612757,POR,F-C,21.0,77,77,0.74,3.4,6.99,0.487,0.52,-0.033
202323,Evan Turner,1610612757,POR,G-F,30.0,73,71,0.657,2.78,6.1,0.456,0.503,-0.047
203086,Meyers Leonard,1610612757,POR,F-C,27.0,60,58,0.735,3.48,6.0,0.581,0.528,0.053
203090,Maurice Harkless,1610612757,POR,F,26.0,60,60,0.659,3.08,5.97,0.517,0.512,0.005
203918,Rodney Hood,1610612757,POR,G,26.0,72,71,0.64,2.78,5.1,0.545,0.509,0.035
203552,Seth Curry,1610612757,POR,G,28.0,73,71,0.623,2.14,4.14,0.517,0.5,0.016
1627774,Jake Layman,1610612757,POR,F,25.0,69,67,0.667,2.22,4.12,0.539,0.505,0.034
1627746,Skal Labissiere,1610612757,POR,F,23.0,20,18,0.614,1.9,3.1,0.613,0.526,0.087
1629018,Gary Trent Jr.,1610612757,POR,G,20.0,12,9,0.627,1.5,2.67,0.563,0.488,0.074
1629014,Anfernee Simons,1610612757,POR,G,20.0,15,13,0.679,1.27,2.53,0.5,0.499,0.001
1627735,Wade Baldwin IV,1610612757,POR,G,23.0,13,10,0.523,1.08,1.77,0.609,0.48,0.128
