group_set,player_id,player_name,nickname,team_id,team_abbreviation,age,gp,w,l,w_pct,min,pts_off_tov,pts_2nd_chance,pts_fb,pts_paint,opp_pts_off_tov,opp_pts_2nd_chance,opp_pts_fb,opp_pts_paint,blk,blka,pf,pfd,nba_fantasy_pts,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,pts_off_tov_rank,pts_2nd_chance_rank,pts_fb_rank,pts_paint_rank,opp_pts_off_tov_rank,opp_pts_2nd_chance_rank,opp_pts_fb_rank,opp_pts_paint_rank,blk_rank,blka_rank,pf_rank,pfd_rank,nba_fantasy_pts_rank,team
Players,1630217,Desmond Bane,Desmond,1610612763,MEM,24.0,8,4,4,0.5,30.26,0,0,0,0,5,5,4,20,0,3,3,0,11.4,8,10,123,51,6,27,25,9,54,112,109,125,131,28,134,118,57,36,MEM
Players,203937,Kyle Anderson,Kyle,1610612763,MEM,28.0,5,3,2,0.6,6.58,0,0,0,0,0,0,4,4,1,0,1,1,10.9,23,16,62,35,82,27,25,9,54,1,1,125,42,5,1,60,32,41,MEM
Players,1629001,De'Anthony Melton,De'Anthony,1610612763,MEM,24.0,2,1,1,0.5,6.091666666666667,0,0,0,0,0,0,0,6,1,0,0,0,5.4,80,63,21,51,91,27,25,9,54,1,1,1,55,5,1,1,57,69,MEM
Players,1628415,Dillon Brooks,Dillon,1610612763,MEM,26.0,7,3,4,0.429,23.12833333333333,0,0,0,4,3,2,4,12,0,1,4,0,12.6,12,16,123,71,13,27,25,9,13,90,47,125,100,28,116,131,57,31,MEM
Players,1630533,Ziaire Williams,Ziaire,1610612763,MEM,20.0,3,1,2,0.333,5.536666666666667,0,0,0,0,0,3,0,6,0,0,0,0,1.2,57,63,62,86,95,27,25,9,54,1,76,1,55,28,1,1,57,95,MEM
Players,1629634,Brandon Clarke,Brandon,1610612763,MEM,25.0,7,4,3,0.571,27.53,4,6,2,10,5,5,0,18,1,3,2,4,38.6,12,10,99,46,10,3,2,5,2,112,109,1,127,5,134,99,6,3,MEM
Players,1629630,Ja Morant,Ja,1610612763,MEM,22.0,7,4,3,0.571,27.721666666666668,4,9,4,24,5,5,0,18,0,3,3,9,63.5,12,10,99,46,9,3,1,1,1,112,109,1,127,28,134,118,3,2,MEM
Players,203500,Steven Adams,Steven,1610612763,MEM,28.0,1,0,1,0.0,0.2133333333333333,0,0,0,0,0,0,0,0,0,0,1,0,0.0,106,105,21,105,120,27,25,9,54,1,1,1,1,28,1,60,57,104,MEM
Players,1626145,Tyus Jones,Tyus,1610612763,MEM,26.0,5,3,2,0.6,16.155,0,0,0,2,2,0,4,8,0,0,2,0,12.1,23,16,62,35,28,27,25,9,27,74,1,125,70,28,1,99,57,32,MEM
Players,1628991,Jaren Jackson Jr.,Jaren,1610612763,MEM,22.0,7,3,4,0.429,20.2,0,0,0,4,5,5,4,8,2,0,4,1,18.8,12,16,123,71,18,27,25,9,13,112,109,125,70,1,1,131,32,17,MEM
