team_id,team_name,gp,w,l,w_pct,travel,double_dribble,discontinued_dribble,off_three_sec,five_sec,eight_sec,shot_clock,inbound,backcourt,off_goaltending,palming,off_foul,def_three_sec,charge,delay_of_game,def_goaltending,lane,jump_ball,kicked_ball,gp_rank,w_rank,l_rank,w_pct_rank,travel_rank,double_dribble_rank,discontinued_dribble_rank,off_three_sec_rank,five_sec_rank,eight_sec_rank,shot_clock_rank,inbound_rank,backcourt_rank,off_goaltending_rank,palming_rank,off_foul_rank,def_three_sec_rank,charge_rank,delay_of_game_rank,def_goaltending_rank,lane_rank,jump_ball_rank,kicked_ball_rank,team
1610612737,Atlanta Hawks,82,43,39,0.524,58.0,2.0,6.0,22.0,0.0,0.0,42.0,1.0,9.0,9.0,1.0,1.0,20.0,48.0,17.0,23.0,1.0,0.0,38.0,1,11,11,11,19,13,2,1,7,16,14,7,6,2,18,15,13,12,16,7,20,12,8,ATLANTA HAWKS
1610612738,Boston Celtics,82,53,29,0.646,62.0,1.0,4.0,11.0,0.0,0.0,50.0,2.0,6.0,1.0,1.0,0.0,23.0,35.0,18.0,14.0,2.0,1.0,24.0,1,4,4,4,15,22,8,12,7,16,6,1,18,26,18,23,5,22,12,18,11,3,25,BOSTON CELTICS
1610612751,Brooklyn Nets,82,20,62,0.244,72.0,3.0,7.0,9.0,2.0,0.0,42.0,0.0,8.0,1.0,2.0,0.0,23.0,67.0,13.0,6.0,2.0,1.0,30.0,1,30,30,30,6,9,1,19,1,16,14,19,9,26,13,23,5,3,21,29,11,3,19,BROOKLYN NETS
1610612766,Charlotte Hornets,82,36,46,0.439,53.0,0.0,0.0,8.0,0.0,0.0,39.0,0.0,2.0,2.0,0.0,3.0,13.0,33.0,7.0,11.0,3.0,0.0,43.0,1,20,20,20,22,29,30,22,7,16,19,19,29,23,25,4,23,24,30,23,9,12,5,CHARLOTTE HORNETS
1610612741,Chicago Bulls,82,41,41,0.5,66.0,2.0,2.0,18.0,0.0,1.0,43.0,2.0,13.0,4.0,0.0,1.0,21.0,40.0,21.0,11.0,2.0,1.0,34.0,1,15,15,15,14,13,15,4,7,3,13,1,2,15,25,15,9,21,6,23,11,3,14,CHICAGO BULLS
1610612739,Cleveland Cavaliers,82,51,31,0.622,47.0,2.0,2.0,5.0,0.0,1.0,37.0,1.0,6.0,1.0,4.0,3.0,9.0,56.0,13.0,11.0,0.0,0.0,35.0,1,5,5,5,25,13,15,27,7,3,25,7,18,26,4,4,29,5,21,23,27,12,12,CLEVELAND CAVALIERS
1610612742,Dallas Mavericks,82,33,49,0.402,47.0,4.0,2.0,3.0,0.0,1.0,44.0,1.0,8.0,2.0,3.0,0.0,13.0,21.0,12.0,17.0,4.0,0.0,34.0,1,22,22,22,25,6,15,30,7,3,11,7,9,23,7,23,23,30,25,15,5,12,14,DALLAS MAVERICKS
1610612743,Denver Nuggets,82,40,42,0.488,82.0,1.0,1.0,13.0,0.0,1.0,35.0,0.0,7.0,6.0,3.0,3.0,21.0,52.0,18.0,17.0,0.0,0.0,21.0,1,18,18,18,4,22,22,9,7,3,27,19,14,8,7,4,9,9,12,15,27,12,28,DENVER NUGGETS
1610612765,Detroit Pistons,82,37,45,0.451,47.0,2.0,1.0,19.0,0.0,0.0,38.0,1.0,5.0,7.0,2.0,0.0,28.0,28.0,28.0,22.0,0.0,0.0,20.0,1,19,19,19,25,13,22,3,7,16,23,7,22,5,13,23,3,27,3,9,27,12,29,DETROIT PISTONS
1610612744,Golden State Warriors,82,67,15,0.817,55.0,1.0,2.0,12.0,1.0,1.0,27.0,1.0,3.0,0.0,5.0,2.0,20.0,34.0,19.0,28.0,1.0,0.0,55.0,1,1,1,1,20,22,15,10,2,3,30,7,26,30,2,10,13,23,9,2,20,12,3,GOLDEN STATE WARRIORS
1610612745,Houston Rockets,82,55,27,0.671,83.0,3.0,4.0,7.0,0.0,0.0,50.0,0.0,5.0,4.0,3.0,4.0,17.0,54.0,8.0,18.0,4.0,1.0,27.0,1,3,3,3,2,9,8,25,7,16,6,19,22,15,7,2,20,8,29,13,5,3,21,HOUSTON ROCKETS
1610612754,Indiana Pacers,82,42,40,0.512,50.0,4.0,2.0,12.0,0.0,0.0,39.0,1.0,16.0,3.0,0.0,1.0,20.0,44.0,14.0,10.0,2.0,0.0,25.0,1,13,13,13,23,6,15,10,7,16,19,7,1,19,25,15,13,15,20,26,11,12,23,INDIANA PACERS
1610612746,LA Clippers,82,51,31,0.622,37.0,6.0,3.0,10.0,0.0,1.0,38.0,1.0,7.0,4.0,1.0,4.0,21.0,25.0,26.0,12.0,2.0,0.0,28.0,1,5,5,5,30,3,12,15,7,3,23,7,14,15,18,2,9,28,4,21,11,12,20,LA CLIPPERS
