close_def_person_id,player,team_id,team,player_position,age,gp,g,freq,fgm_gt_15,fga_gt_15,gt_15_pct,ns_gt_15_pct,plusminus
1626149,Montrezl Harrell,1610612746,LAC,F-C,26.0,63,63,0.45,161,459,0.351,0.364,-0.013
1627826,Ivica Zubac,1610612746,LAC,C,23.0,72,69,0.383,141,352,0.401,0.371,0.03
202694,Marcus Morris Sr.,1610612746,LAC,F,30.0,62,62,0.503,129,328,0.393,0.37,0.023
202695,Kawhi Leonard,1610612746,LAC,F,29.0,57,56,0.498,96,324,0.296,0.367,-0.071
101150,Lou Williams,1610612746,LAC,G,33.0,65,64,0.496,100,304,0.329,0.363,-0.034
1629013,Landry Shamet,1610612746,LAC,G,23.0,53,51,0.492,104,267,0.39,0.374,0.016
201976,Patrick Beverley,1610612746,LAC,G,31.0,51,47,0.524,83,251,0.331,0.378,-0.047
202331,Paul George,1610612746,LAC,F,30.0,48,47,0.465,86,235,0.366,0.373,-0.007
203210,JaMychal Green,1610612746,LAC,F-C,30.0,63,62,0.448,69,225,0.307,0.363,-0.056
202335,Patrick Patterson,1610612746,LAC,F,31.0,54,50,0.515,49,155,0.316,0.354,-0.037
203585,Rodney McGruder,1610612746,LAC,G,28.0,51,46,0.479,46,140,0.329,0.366,-0.038
202704,Reggie Jackson,1610612746,LAC,G,30.0,31,30,0.442,44,134,0.328,0.366,-0.038
1629611,Terance Mann,1610612746,LAC,G-F,23.0,27,22,0.4,16,54,0.296,0.361,-0.065
1629599,Amir Coffey,1610612746,LAC,G-F,23.0,13,10,0.521,9,25,0.36,0.337,0.023
1629662,Mfiondu Kabengele,1610612746,LAC,F-C,22.0,10,9,0.419,8,18,0.444,0.327,0.117
201149,Joakim Noah,1610612746,LAC,F-C,35.0,5,4,0.314,2,11,0.182,0.322,-0.14
1628405,Johnathan Motley,1610612746,LAC,F,25.0,7,5,0.476,3,10,0.3,0.275,0.025
