SEASON_YEAR,TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,GAME_ID,GAME_DATE,MATCHUP,WL,MIN,PTS_OFF_TOV,PTS_2ND_CHANCE,PTS_FB,PTS_PAINT,OPP_PTS_OFF_TOV,OPP_PTS_2ND_CHANCE,OPP_PTS_FB,OPP_PTS_PAINT,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,PTS_OFF_TOV_RANK,PTS_2ND_CHANCE_RANK,PTS_FB_RANK,PTS_PAINT_RANK,OPP_PTS_OFF_TOV_RANK,OPP_PTS_2ND_CHANCE_RANK,OPP_PTS_FB_RANK,OPP_PTS_PAINT_RANK,AVAILABLE_FLAG
2020-21,1610612756,PHX,Phoenix Suns,0042000406,2021-07-20T00:00:00,PHX @ MIL,L,47.1,15.7,4.9,10.8,43.1,9.8,13.7,10.8,49.0,0,0,0,86,7,69,159,83,93,38,95,86,115,1
2020-21,1610612749,MIL,Milwaukee Bucks,0042000406,2021-07-20T00:00:00,MIL vs. PHX,W,46.6,9.7,13.6,10.7,48.5,15.5,4.9,10.7,42.7,0,0,0,1,7,132,77,86,56,99,11,85,75,1
2020-21,1610612749,MIL,Milwaukee Bucks,0042000405,2021-07-17T00:00:00,MIL @ PHX,W,52.7,17.6,13.2,23.1,50.5,18.7,15.4,13.2,57.1,0,0,0,1,7,51,83,5,46,131,114,116,147,1
2020-21,1610612756,PHX,Phoenix Suns,0042000405,2021-07-17T00:00:00,PHX vs. MIL,L,52.2,18.5,15.2,13.0,56.5,17.4,13.0,22.8,50.0,0,0,0,86,7,43,57,57,25,118,89,166,121,1
2020-21,1610612749,MIL,Milwaukee Bucks,0042000404,2021-07-14T00:00:00,MIL vs. PHX,W,49.5,24.7,19.6,15.5,49.5,5.2,7.2,0.0,41.2,0,0,0,1,7,9,30,35,51,9,31,1,67,1
2020-21,1610612756,PHX,Phoenix Suns,0042000404,2021-07-14T00:00:00,PHX @ MIL,L,49.5,5.2,7.2,0.0,41.2,24.7,19.6,15.5,49.5,0,0,0,86,7,162,141,167,104,162,140,135,119,1
2020-21,1610612749,MIL,Milwaukee Bucks,0042000403,2021-07-11T00:00:00,MIL vs. PHX,W,49.5,17.5,20.6,16.5,55.7,10.3,2.1,6.2,41.2,0,0,0,1,7,52,21,28,29,42,2,30,67,1
2020-21,1610612756,PHX,Phoenix Suns,0042000403,2021-07-11T00:00:00,PHX @ MIL,L,49.5,10.3,2.1,6.2,41.2,17.5,20.6,16.5,55.7,0,0,0,86,7,129,168,140,104,120,149,140,140,1
2020-21,1610612749,MIL,Milwaukee Bucks,0042000402,2021-07-08T00:00:00,MIL @ PHX,L,51.1,17.0,24.5,18.1,57.4,16.0,20.2,7.4,29.8,0,0,0,86,7,56,5,22,20,105,145,43,6,1
2020-21,1610612756,PHX,Phoenix Suns,0042000402,2021-07-08T00:00:00,PHX vs. MIL,W,50.5,15.8,20.0,7.4,29.5,16.8,24.2,17.9,56.8,0,0,0,1,7,66,26,129,165,111,166,149,145,1
2020-21,1610612756,PHX,Phoenix Suns,0042000401,2021-07-06T00:00:00,PHX vs. MIL,W,47.1,15.7,6.9,19.6,43.1,9.8,2.9,16.7,41.2,0,0,0,1,7,69,147,11,93,38,6,144,65,1
