player_id,player,nickname,team_id,team,age,gp,w,l,w_pct,min,pct_fga_2pt,pct_fga_3pt,pct_pts_2pt,pct_pts_2pt_mr,pct_pts_3pt,pct_pts_fb,pct_pts_ft,pct_pts_off_tov,pct_pts_paint,pct_ast_2pm,pct_uast_2pm,pct_ast_3pm,pct_uast_3pm,pct_ast_fgm,pct_uast_fgm,fgm,fga,fg_pct,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,pct_fga_2pt_rank,pct_fga_3pt_rank,pct_pts_2pt_rank,pct_pts_2pt_mr_rank,pct_pts_3pt_rank,pct_pts_fb_rank,pct_pts_ft_rank,pct_pts_off_tov_rank,pct_pts_paint_rank,pct_ast_2pm_rank,pct_uast_2pm_rank,pct_ast_3pm_rank,pct_uast_3pm_rank,pct_ast_fgm_rank,pct_uast_fgm_rank,fgm_rank,fga_rank,fg_pct_rank
201143,Al Horford,Al,1610612738,BOS,31.0,4,2,2,0.5,5.6,0.625,0.375,0.667,0.222,0.333,0.0,0.0,0.0,0.444,0.667,0.333,1.0,0.0,0.75,0.25,4,8,0.5,32,36,69,61,4,43,47,27,13,30,18,53,36,30,17,40,1,16,29,46,12,16,36
101161,Amir Johnson,Amir,1610612738,BOS,30.0,2,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,90,104,69,104,136,75,65,59,23,40,18,53,36,53,39,44,31,16,58,48,76,90,76
202340,Avery Bradley,Avery,1610612738,BOS,26.0,4,2,2,0.5,5.6,0.6,0.4,0.571,0.286,0.429,0.286,0.0,0.286,0.286,0.5,0.5,1.0,0.0,0.667,0.333,3,10,0.3,32,36,69,61,4,44,44,33,11,22,8,53,21,42,21,29,1,16,31,41,18,12,64
202738,Isaiah Thomas,Isaiah,1610612738,BOS,28.0,3,1,2,0.333,5.6,0.643,0.357,0.522,0.174,0.261,0.087,0.217,0.087,0.348,0.333,0.667,0.5,0.5,0.375,0.625,8,14,0.571,60,62,69,85,6,41,49,36,17,35,17,44,33,39,32,25,28,10,51,25,1,5,33
203109,Jae Crowder,Jae,1610612738,BOS,26.0,4,2,2,0.5,5.5,0.4,0.6,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,5,0.0,32,36,69,61,7,61,29,59,23,40,18,1,36,53,39,44,31,16,58,48,76,26,76
1627759,Jaylen Brown,Jaylen,1610612738,BOS,20.0,3,2,1,0.667,0.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,60,36,26,38,125,75,65,59,23,40,18,53,36,53,39,44,31,16,58,48,76,90,76
201973,Jonas Jerebko,Jonas,1610612738,BOS,30.0,1,1,0,1.0,0.6,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,1,1.0,105,62,1,1,119,1,65,1,1,40,18,53,36,53,1,44,31,16,1,48,43,69,1
203482,Kelly Olynyk,Kelly,1610612738,BOS,26.0,3,2,1,0.667,1.7,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1,1,1.0,60,36,26,38,99,1,65,1,23,40,18,53,1,1,1,44,31,16,1,48,43,69,1
203935,Marcus Smart,Marcus,1610612738,BOS,23.0,4,2,2,0.5,5.0,0.333,0.667,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0.0,32,36,69,61,11,63,23,59,23,40,18,1,36,53,39,44,31,16,58,48,76,38,76
1626179,Terry Rozier,Terry,1610612738,BOS,23.0,1,1,0,1.0,2.5,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,1,1.0,105,62,1,1,78,75,1,59,23,1,18,53,36,53,39,44,1,16,1,48,43,69,1
