season,player_id,player_name,nickname,team_id,team,team_name,game_id,game_date,matchup,wl,min,fgm,fga,fg_pct,fg3m,fg3a,fg3_pct,ftm,fta,ft_pct,oreb,dreb,reb,ast,tov,stl,blk,blka,pf,pfd,pts,plus_minus,nba_fantasy_pts,dd2,td3,wnba_fantasy_pts,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,fgm_rank,fga_rank,fg_pct_rank,fg3m_rank,fg3a_rank,fg3_pct_rank,ftm_rank,fta_rank,ft_pct_rank,oreb_rank,dreb_rank,reb_rank,ast_rank,tov_rank,stl_rank,blk_rank,blka_rank,pf_rank,pfd_rank,pts_rank,plus_minus_rank,nba_fantasy_pts_rank,dd2_rank,td3_rank,wnba_fantasy_pts_rank,available_flag,min_sec,season_start,season_end
2023-24,1629022,Lonnie Walker IV,Lonnie,1610612751,BKN,Brooklyn Nets,22301192,2024-04-14T00:00:00,BKN @ PHI,L,28.98333333333333,6,15,0.4,0,6,0.0,0,0,0.0,0,6,6,5,2,1,2,0,0,1,12,-24,33.7,0,0,29.0,1,13252,13252,13252,8798,5451,3661,15260,14651,3921,14651,13417,14233,13417,13449,2880,5291,3413,4132,4430,879,1,1,11166,9297,25818,5533,2248,138,6880,1,28:59,2023,2024
2023-24,1630553,Keon Johnson,Keon,1610612751,BKN,Brooklyn Nets,22301192,2024-04-14T00:00:00,BKN @ PHI,L,10.35,1,2,0.5,0,1,0.0,1,2,0.5,0,2,2,0,1,0,0,0,1,1,3,-2,4.4,0,0,5.0,1,13252,13252,13252,21863,18910,21406,8954,14651,16961,14651,10099,7481,10591,13449,13100,15973,19657,8468,12108,8529,1,6163,11166,19746,14544,22806,2248,138,22092,1,10:21,2023,2024
2023-24,1641730,Noah Clowney,Noah,1610612751,BKN,Brooklyn Nets,22301192,2024-04-14T00:00:00,BKN @ PHI,L,41.135,5,10,0.5,2,4,0.5,4,5,0.8,1,3,4,2,1,1,1,1,3,3,16,-21,28.8,0,0,28.0,1,13252,13252,13252,401,7292,8327,8954,4439,7844,4049,2744,2911,7723,6495,9402,9569,9909,8468,4430,2720,17336,18879,4296,6105,25405,7796,2248,138,7405,1,41:08,2023,2024
2023-24,1631367,Jacob Gilyard,Jacob,1610612751,BKN,Brooklyn Nets,22301192,2024-04-14T00:00:00,BKN @ PHI,L,17.816666666666666,0,4,0.0,0,4,0.0,0,0,0.0,0,0,0,2,1,4,0,0,0,0,0,-8,14.0,0,0,10.0,1,13252,13252,13252,17415,22557,17737,22557,14651,7844,14651,13417,14233,13417,13449,22149,23241,9909,8468,95,8529,1,1,17532,23140,19981,16772,2248,138,18860,1,17:49,2023,2024
2023-24,1630592,Jalen Wilson,Jalen,1610612751,BKN,Brooklyn Nets,22301192,2024-04-14T00:00:00,BKN @ PHI,L,32.25,4,13,0.308,1,5,0.2,0,0,0.0,2,7,9,1,0,1,2,0,3,1,9,-14,30.3,0,0,26.0,1,13252,13252,13252,6057,9679,5230,19425,8460,5663,13222,13417,14233,13417,3105,1913,2119,14131,16035,4430,879,1,18879,11166,12379,23404,7054,2248,138,8454,1,32:15,2023,2024
2023-24,1630570,Trendon Watford,Trendon,1610612751,BKN,Brooklyn Nets,22301192,2024-04-14T00:00:00,BKN @ PHI,L,37.75,5,13,0.385,1,2,0.5,3,4,0.75,0,8,8,5,3,1,1,2,3,3,14,-9,34.1,0,0,32.0,1,13252,13252,13252,1740,7292,5230,16373,8460,13570,4049,4235,3806,8216,13449,1266,2854,3413,1850,4430,2720,23757,18879,4296,7525,20690,5387,2248,138,5538,1,37:45,2023,2024
2023-24,1630560,Cam Thomas,Cam,1610612751,BKN,Brooklyn Nets,22301192,2024-04-14T00:00:00,BKN @ PHI,L,26.598333333333333,5,12,0.417,3,7,0.429,5,6,0.833,0,3,3,2,1,0,0,1,0,5,18,-4,23.6,0,0,26.0,1,13252,13252,13252,10763,7292,6130,14849,2226,2715,7457,1879,1912,7318,13449,9402,12548,9909,8468,12108,8529,17336,1,1530,4872,16567,10609,2248,138,8454,1,26:36,2023,2024
2023-24,1629651,Nic Claxton,Nic,1610612751,BKN,Brooklyn Nets,22301192,2024-04-14T00:00:00,BKN @ PHI,L,20.28333333333333,3,6,0.5,0,0,0.0,0,0,0.0,1,7,8,1,3,0,0,2,3,2,6,-8,14.1,0,0,15.0,1,13252,13252,13252,15595,12407,14269,8954,14651,20560,14651,13417,14233,13417,6495,1913,2854,14131,1850,12108,8529,23757,18879,6969,15809,19981,16711,2248,138,15335,1,20:17,2023,2024
2023-24,1628969,Mikal Bridges,Mikal,1610612751,BKN,Brooklyn Nets,22301192,2024-04-14T00:00:00,BKN @ PHI,L,24.83333333333333,3,8,0.375,2,5,0.4,0,0,0.0,0,2,2,1,0,0,0,0,1,0,8,-15,11.9,0,0,13.0,1,13252,13252,13252,12160,12407,11049,16597,4439,5663,7875,13417,14233,13417,13449,13100,15973,14131,16035,12108,8529,1,6163,17532,13454,23787,18178,2248,138,16694,1,24:50,2023,2024
2023-24,1630570,Trendon Watford,Trendon,1610612751,BKN,Brooklyn Nets,22301175,2024-04-12T00:00:00,BKN @ NYK,L,38.06666666666667,6,10,0.6,1,2,0.5,4,6,0.667,2,11,13,3,5,0,0,1,3,3,17,1,32.1,1,0,34.0,1,13252,13252,13252,1551,5451,8327,5678,8460,13570,4049,2744,1912,9424,3105,309,500,7003,304,12108,8529,17336,18879,4296,5445,11403,6214,1,138,4739,1,38:04,2023,2024
