GAME_ID,GAME_DATE,AWAY_TEAM,HOME_TEAM,ROUND,GAME_NO_IN_SERIES
41900161,2020-08-17,UTA,DEN,RND1,1
41900162,2020-08-19,UTA,DEN,RND1,2
41900163,2020-08-21,DEN,UTA,RND1,3
41900164,2020-08-23,DEN,UTA,RND1,4
41900165,2020-08-25,UTA,DEN,RND1,5
41900166,2020-08-30,DEN,UTA,RND1,6
41900167,2020-09-01,UTA,DEN,RND1,7
