player_id,player,nickname,team_id,team_abbreviation,age,gp,w,l,w_pct,min,pts_off_tov,pts_2nd_chance,pts_fb,pts_paint,opp_pts_off_tov,opp_pts_2nd_chance,opp_pts_fb,opp_pts_paint,blk,blka,pf,pfd,nba_fantasy_pts,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,pts_off_tov_rank,pts_2nd_chance_rank,pts_fb_rank,pts_paint_rank,opp_pts_off_tov_rank,opp_pts_2nd_chance_rank,opp_pts_fb_rank,opp_pts_paint_rank,blk_rank,blka_rank,pf_rank,pfd_rank,nba_fantasy_pts_rank,team
1628988,Aaron Holiday,Aaron,1610612754,IND,22.0,50,31,19,0.62,12.9,1.0,0.3,0.9,1.7,3.9,3.6,3.5,12.0,0.3,0.2,1.4,1.2,11.3,294,187,183,134,385,302,454,259,385,117,148,139,399,278,194,179,274,365,IND
1628993,Alize Johnson,Alize,1610612754,IND,23.0,14,9,5,0.643,4.6,0.1,0.5,0.0,0.4,1.3,2.7,2.4,5.0,0.2,0.1,0.5,0.3,3.5,448,413,67,110,506,490,374,481,499,32,92,82,497,315,53,42,487,503,IND
202711,Bojan Bogdanović,Bojan,1610612754,IND,30.0,81,47,34,0.58,31.8,3.8,1.6,3.3,7.2,10.0,9.3,8.9,30.0,0.0,1.1,1.7,2.9,26.8,22,51,382,184,56,14,94,19,75,444,502,465,80,472,511,251,71,112,IND
202709,Cory Joseph,Cory,1610612754,IND,27.0,82,48,34,0.585,25.2,1.1,0.6,0.7,2.4,7.1,6.4,6.9,23.4,0.3,0.3,1.6,1.1,19.8,1,38,382,175,172,254,339,296,318,299,338,349,194,272,227,218,285,190,IND
201954,Darren Collison,Darren,1610612754,IND,31.0,76,45,31,0.592,28.2,2.4,1.0,2.0,3.2,9.2,8.4,8.4,26.4,0.1,0.4,1.8,2.1,27.0,88,70,335,166,106,65,221,73,251,398,451,439,144,401,332,285,147,110,IND
1628432,Davon Reed,Davon,1610612754,IND,24.0,10,4,6,0.4,4.7,0.2,0.4,0.5,0.6,1.0,1.7,1.4,3.6,0.0,0.0,0.3,0.1,2.6,463,459,76,377,504,483,419,367,482,23,43,34,511,473,1,27,511,515,IND
1627734,Domantas Sabonis,Domantas,1610612754,IND,23.0,74,43,31,0.581,24.8,2.1,3.0,0.7,9.6,7.4,5.7,7.0,22.8,0.4,0.4,3.2,3.9,30.6,112,88,335,182,176,89,23,329,37,313,293,355,202,184,339,512,38,70,IND
203926,Doug McDermott,Doug,1610612754,IND,27.0,77,43,34,0.558,17.4,0.8,0.7,0.9,2.5,5.8,4.2,5.3,16.6,0.1,0.3,1.4,0.7,10.8,74,88,382,204,301,336,308,241,302,224,193,262,309,415,257,164,400,375,IND
1628410,Edmond Sumner,Edmond,1610612754,IND,23.0,23,14,9,0.609,9.1,0.6,0.4,0.4,1.1,3.7,3.4,2.7,8.7,0.2,0.2,1.1,0.8,6.6,409,361,96,144,446,400,404,407,446,109,138,94,453,311,133,125,365,452,IND
1628387,Ike Anigbogu,Ike,1610612754,IND,20.0,3,2,1,0.667,2.1,0.0,0.0,0.0,0.0,0.7,1.3,1.0,3.3,0.3,0.0,0.0,0.0,2.4,501,486,9,78,523,495,487,481,513,17,34,23,513,231,1,1,513,517,IND
203124,Kyle O'Quinn,Kyle,1610612754,IND,29.0,45,27,18,0.6,8.2,0.4,0.8,0.2,1.6,2.6,2.7,3.5,7.9,0.6,0.1,1.5,0.5,10.1,325,229,168,154,456,452,296,462,393,66,91,138,466,118,97,202,450,388,IND
1626167,Myles Turner,Myles,1610612754,IND,23.0,74,43,31,0.581,28.6,2.2,1.5,0.8,5.5,9.2,8.5,7.7,26.2,2.7,0.4,2.6,2.8,33.4,112,88,335,182,99,77,120,283,123,397,458,400,154,1,339,463,81,48,IND
1628388,T.J. Leaf,T.J.,1610612754,IND,22.0,58,35,23,0.603,9.0,0.6,1.0,0.7,3.0,2.8,2.4,2.6,8.4,0.3,0.2,0.6,0.4,8.3,248,152,230,150,447,411,232,325,267,72,68,90,458,242,118,54,457,419,IND
201152,Thaddeus Young,Thaddeus,1610612754,IND,31.0,81,47,34,0.58,30.7,2.5,2.6,1.2,9.4,9.4,8.6,9.0,28.7,0.4,0.6,2.4,2.2,28.5,22,51,382,184,73,54,35,171,39,405,465,467,106,161,418,417,128,89,IND
201936,Tyreke Evans,Tyreke,1610612754,IND,29.0,69,41,28,0.594,20.3,2.0,0.6,2.3,4.3,6.4,5.3,6.4,19.4,0.3,0.8,1.7,1.9,18.9,157,103,292,164,244,102,335,48,168,268,268,325,261,276,458,245,168,205,IND
203506,Victor Oladipo,Victor,1610612754,IND,27.0,36,25,11,0.694,31.9,3.2,1.1,3.9,5.8,9.3,8.2,8.5,26.4,0.3,1.4,2.0,3.6,36.9,364,251,111,64,50,28,208,10,112,400,445,449,141,253,525,324,46,37,IND
202083,Wesley Matthews,Wesley,1610612754,IND,32.0,69,27,42,0.391,30.3,1.4,1.4,1.0,2.7,10.6,8.3,11.2,30.6,0.2,0.4,2.3,2.3,20.4,157,229,465,387,75,201,143,212,286,460,449,523,75,295,333,403,115,183,IND
