PLAYER_ID,PLAYER_NAME,NICKNAME,TEAM_ID,TEAM_ABBREVIATION,AGE,GP,W,L,W_PCT,MIN,PTS_OFF_TOV,PTS_2ND_CHANCE,PTS_FB,PTS_PAINT,OPP_PTS_OFF_TOV,OPP_PTS_2ND_CHANCE,OPP_PTS_FB,OPP_PTS_PAINT,BLK,BLKA,PF,PFD,NBA_FANTASY_PTS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,PTS_OFF_TOV_RANK,PTS_2ND_CHANCE_RANK,PTS_FB_RANK,PTS_PAINT_RANK,OPP_PTS_OFF_TOV_RANK,OPP_PTS_2ND_CHANCE_RANK,OPP_PTS_FB_RANK,OPP_PTS_PAINT_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,NBA_FANTASY_PTS_RANK
1631260,AJ Green,AJ,1610612749,MIL,25.0,5,1,4,0.2,27.0,0.0,2.4,0.0,0.0,6.0,6.2,7.2,21.2,0.2,0.0,2.6,0.4,18.0,115,139,77,154,78,165,37,149,186,101,121,152,90,118,1,173,156,89
203932,Aaron Gordon,Aaron,1610612743,DEN,29.0,14,7,7,0.5,37.3,1.9,2.9,2.1,7.6,13.1,10.1,12.9,41.6,0.4,1.4,2.4,3.6,30.3,35,39,197,86,22,51,23,30,37,200,176,210,7,83,211,161,29,40
1628988,Aaron Holiday,Aaron,1610612745,HOU,28.0,3,3,0,1.0,9.1,1.0,1.0,0.0,1.3,4.7,4.3,5.3,12.0,0.0,0.0,1.0,1.0,6.0,175,88,1,1,147,95,90,149,138,88,93,119,130,158,1,70,97,160
1630174,Aaron Nesmith,Aaron,1610612754,IND,25.0,17,13,4,0.765,29.0,1.7,1.3,1.7,3.3,6.9,9.9,4.5,28.0,0.8,0.6,3.8,2.3,26.6,8,1,77,14,68,61,78,43,84,119,168,107,61,33,168,213,56,51
1630598,Aaron Wiggins,Aaron,1610612760,OKC,26.0,16,11,5,0.688,13.2,1.2,1.0,1.2,2.5,3.2,3.6,2.4,11.1,0.3,0.2,0.9,0.5,11.4,23,18,165,38,130,88,90,67,95,68,83,61,134,102,96,68,143,121
1642349,Ajay Mitchell,Ajay,1610612760,OKC,22.0,9,6,3,0.667,7.6,1.3,0.3,0.8,2.0,2.1,2.7,2.0,7.3,0.0,0.4,0.8,0.4,6.0,62,45,57,39,159,80,153,100,110,49,71,49,153,158,146,63,154,157
201143,Al Horford,Al,1610612738,BOS,39.0,11,6,5,0.545,31.6,0.5,1.3,1.0,2.7,10.4,10.8,7.5,28.9,1.3,0.3,2.7,1.0,23.0,51,45,165,79,56,147,80,72,91,170,182,156,57,11,123,181,97,67
202692,Alec Burks,Alec,1610612748,MIA,33.0,1,0,1,0.0,15.2,0.0,0.0,0.0,0.0,3.0,7.0,3.0,22.0,0.0,0.0,0.0,0.0,11.4,212,180,10,180,121,165,169,149,186,66,136,73,86,158,1,1,188,119
1627936,Alex Caruso,Alex,1610612760,OKC,31.0,17,12,5,0.706,22.9,2.3,1.1,2.1,2.7,5.5,6.5,3.6,18.6,0.5,0.2,2.8,1.8,22.0,8,8,165,30,90,36,86,33,94,98,127,87,102,60,91,184,72,70
203458,Alex Len,Alex,1610612747,LAL,31.0,2,0,2,0.0,1.8,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.5,2.4,199,180,25,180,212,165,169,149,186,27,19,1,212,158,1,1,143,198
1630578,Alperen Sengun,Alperen,1610612745,HOU,22.0,7,3,4,0.429,36.6,3.3,3.1,0.7,15.4,10.0,8.4,8.7,24.6,0.4,0.7,3.7,5.0,47.7,84,88,77,101,24,16,17,108,2,164,156,176,75,72,178,212,11,8
1641708,Amen Thompson,Amen,1610612745,HOU,22.0,7,3,4,0.429,33.1,2.7,2.4,4.3,10.6,11.1,9.1,9.0,25.4,0.9,0.9,2.6,3.3,34.9,84,88,77,101,46,24,34,3,13,175,161,177,71,30,185,171,37,27
1641748,Andre Jackson Jr.,Andre,1610612749,MIL,23.0,2,0,2,0.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,199,180,25,180,208,165,169,149,186,1,1,1,212,158,1,1,188,215
1629614,Andrew Nembhard,Andrew,1610612754,IND,25.0,17,13,4,0.765,33.2,2.1,0.8,1.8,3.1,8.1,10.9,5.8,33.5,0.2,0.6,2.6,2.3,28.2,8,1,77,14,44,44,107,41,87,137,185,126,32,115,168,175,56,46
203952,Andrew Wiggins,Andrew,1610612748,MIA,30.0,4,0,4,0.0,30.6,1.0,0.5,0.8,3.0,9.0,9.5,8.5,32.0,1.3,0.5,1.5,1.5,20.5,153,180,77,180,60,95,139,103,88,151,164,172,40,12,149,97,80,76
1641710,Anthony Black,Anthony,1610612753,ORL,21.0,5,1,4,0.2,17.7,1.0,1.6,1.2,4.4,5.6,5.8,3.2,12.0,0.2,0.2,1.6,2.0,16.1,115,139,77,154,110,95,66,65,65,99,118,78,130,118,97,104,63,99
1630162,Anthony Edwards,Anthony,1610612750,MIN,23.0,15,9,6,0.6,39.0,3.5,2.7,2.9,10.7,12.9,11.7,8.1,33.1,0.7,0.7,2.1,4.2,45.9,25,28,186,52,13,12,27,17,12,197,201,165,35,41,170,148,17,10
1630574,Ariel Hukporti,Ariel,1610612752,NYK,23.0,3,1,2,0.333,1.5,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.3,2.1,175,139,25,132,219,165,169,149,138,1,1,1,218,158,1,1,163,200
1641709,Ausar Thompson,Ausar,1610612765,DET,22.0,6,2,4,0.333,22.5,2.5,2.7,2.0,8.0,7.5,8.0,6.5,23.7,0.8,1.0,4.2,3.8,23.4,103,121,77,132,91,27,27,35,29,128,153,139,78,32,192,215,24,66
1630559,Austin Reaves,Austin,1610612747,LAL,27.0,5,1,4,0.2,39.3,1.4,0.0,1.4,5.2,15.8,16.4,14.2,40.4,0.6,0.4,3.6,2.8,27.7,115,139,77,154,10,78,169,55,53,213,218,216,8,52,137,209,44,48
1628389,Bam Adebayo,Bam,1610612748,MIA,27.0,4,0,4,0.0,38.4,0.8,4.5,0.5,9.0,14.0,13.3,10.3,36.0,0.3,0.3,2.3,2.8,37.8,153,180,77,180,17,128,3,123,23,203,214,190,18,102,112,155,45,22
1631248,Baylor Scheierman,Baylor,1610612738,BOS,24.0,4,3,1,0.75,5.6,0.0,0.0,0.0,0.5,0.8,1.8,2.8,3.5,0.0,0.0,0.5,0.0,3.0,153,88,10,21,176,165,169,149,173,21,51,71,190,158,1,44,188,192
1641767,Ben Sheppard,Ben,1610612754,IND,23.0,15,11,4,0.733,13.8,0.9,0.2,0.4,0.4,4.2,3.9,3.7,13.9,0.0,0.0,1.9,0.4,6.2,25,18,77,27,128,117,164,129,177,80,87,89,123,158,1,130,156,155
1627732,Ben Simmons,Ben,1610612746,LAC,28.0,5,2,3,0.4,8.3,0.4,0.0,0.4,0.8,2.6,0.8,2.6,9.6,0.8,0.2,2.2,1.0,6.3,115,121,57,124,152,148,169,129,161,55,14,68,138,35,97,151,97,154
1631097,Bennedict Mathurin,Bennedict,1610612754,IND,22.0,16,12,4,0.75,16.0,1.7,1.8,1.8,3.8,4.6,6.0,3.8,17.1,0.2,0.3,1.9,2.9,14.6,23,8,77,21,119,62,57,42,72,87,120,92,107,132,112,133,41,108
1626171,Bobby Portis,Bobby,1610612749,MIL,30.0,5,1,4,0.2,31.7,2.4,2.0,0.0,4.8,6.2,7.6,8.6,26.0,0.4,0.8,1.6,1.0,27.1,115,139,77,154,55,34,47,149,58,107,147,174,66,76,182,104,97,49
203992,Bogdan Bogdanović,Bogdan,1610612746,LAC,32.0,7,3,4,0.429,16.8,1.9,0.6,1.0,2.3,4.7,5.3,5.4,14.6,0.0,0.1,3.6,0.7,12.8,84,88,77,101,113,52,133,72,105,90,112,121,118,158,82,208,129,114
1641764,Brandin Podziemski,Brandin,1610612744,GSW,22.0,12,5,7,0.417,32.1,2.4,1.8,2.1,3.7,10.8,9.0,7.8,33.7,0.2,0.7,1.5,2.9,24.6,44,54,197,118,53,33,57,32,74,173,159,160,30,133,170,97,42,60
1630296,Braxton Key,Braxton,1610612744,GSW,28.0,5,0,5,0.0,4.5,0.0,0.0,0.0,0.4,1.6,0.6,0.4,3.2,0.4,0.2,0.8,0.2,4.7,115,180,165,180,185,165,169,149,177,39,11,18,196,76,97,64,180,169
1642355,Bronny James,Bronny,1610612747,LAL,20.0,2,0,2,0.0,1.8,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,199,180,25,180,212,165,169,149,186,27,19,1,212,158,1,1,188,215
201572,Brook Lopez,Brook,1610612749,MIL,37.0,5,1,4,0.2,14.8,1.2,0.4,0.0,1.2,6.4,1.4,6.0,13.6,1.0,0.2,2.2,1.4,10.9,115,139,77,154,122,83,146,149,143,108,40,129,124,19,97,151,85,123
1627741,Buddy Hield,Buddy,1610612744,GSW,32.0,12,5,7,0.417,27.3,1.8,1.1,1.9,2.5,9.6,8.3,7.0,28.2,0.4,0.4,2.0,0.8,23.0,44,54,197,118,75,57,87,39,95,160,154,145,60,74,142,135,117,68
1630595,Cade Cunningham,Cade,1610612765,DET,23.0,6,2,4,0.333,41.3,4.8,0.7,3.7,13.7,14.3,11.5,13.3,40.0,1.3,2.3,3.3,6.2,52.2,103,121,77,132,3,3,117,6,4,206,195,214,9,9,219,200,8,5
1631216,Caleb Houstan,Caleb,1610612753,ORL,22.0,5,1,4,0.2,9.5,0.0,0.6,0.0,0.0,3.4,5.2,2.2,7.2,0.2,0.2,0.6,0.0,2.7,115,139,77,154,146,165,128,149,186,69,109,56,155,118,97,52,188,195
1642353,Cam Christie,Cam,1610612746,LAC,19.0,3,1,2,0.333,4.3,0.7,0.0,0.7,0.7,0.0,1.3,1.0,3.3,0.0,0.0,0.0,0.0,3.1,175,139,25,132,191,134,169,110,166,1,31,27,191,158,1,1,188,188
1641715,Cam Whitmore,Cam,1610612745,HOU,20.0,3,3,0,1.0,1.8,0.0,0.0,0.0,0.0,0.7,1.3,3.3,4.7,0.0,0.3,0.0,0.0,0.4,175,88,1,1,216,165,169,149,186,16,31,80,177,158,127,1,188,213
1626166,Cameron Payne,Cameron,1610612752,NYK,30.0,14,8,6,0.571,7.3,0.1,0.2,0.0,0.7,2.6,3.4,2.1,5.7,0.1,0.0,1.6,0.5,4.6,35,37,186,64,162,163,163,149,164,56,81,55,167,156,1,103,143,173
1641717,Cason Wallace,Cason,1610612760,OKC,21.0,17,12,5,0.706,23.1,1.5,0.9,1.2,2.4,6.1,7.4,3.8,18.7,0.4,0.4,2.1,0.6,16.7,8,8,165,30,89,72,102,64,103,106,143,90,101,75,141,144,133,96
1631096,Chet Holmgren,Chet,1610612760,OKC,23.0,17,12,5,0.706,29.2,3.0,2.4,2.1,7.6,7.0,9.9,5.2,25.4,1.9,1.2,1.9,3.3,34.5,8,8,165,30,66,18,36,33,36,120,168,117,72,4,203,134,36,28
