PLAYER_ID,PLAYER_NAME,NICKNAME,TEAM_ID,TEAM_ABBREVIATION,AGE,GP,W,L,W_PCT,TRAVEL,DOUBLE_DRIBBLE,DISCONTINUED_DRIBBLE,OFF_THREE_SEC,INBOUND,BACKCOURT,OFF_GOALTENDING,PALMING,OFF_FOUL,DEF_THREE_SEC,CHARGE,DEF_GOALTENDING,LANE,JUMP_BALL,KICKED_BALL,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,TRAVEL_RANK,DOUBLE_DRIBBLE_RANK,DISCONTINUED_DRIBBLE_RANK,OFF_THREE_SEC_RANK,INBOUND_RANK,BACKCOURT_RANK,OFF_GOALTENDING_RANK,PALMING_RANK,OFF_FOUL_RANK,DEF_THREE_SEC_RANK,CHARGE_RANK,DEF_GOALTENDING_RANK,LANE_RANK,JUMP_BALL_RANK,KICKED_BALL_RANK
1631260,AJ Green,AJ,1610612749,MIL,25.0,5,1,4,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115,139,77,154,58,7,4,1,3,17,12,5,102,11,33,18,4,1,32
203932,Aaron Gordon,Aaron,1610612743,DEN,29.0,14,7,7,0.5,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.3,0.0,0.0,0.1,0.0,0.0,0.1,35,39,197,86,21,7,4,1,3,17,5,5,24,11,33,5,4,1,10
1628988,Aaron Holiday,Aaron,1610612745,HOU,28.0,3,3,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175,88,1,1,58,7,4,1,3,17,12,5,102,11,33,18,4,1,32
1630174,Aaron Nesmith,Aaron,1610612754,IND,25.0,17,13,4,0.765,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.1,0.0,0.0,0.0,0.1,8,1,77,14,21,7,4,1,3,17,12,5,48,11,17,18,4,1,10
1630598,Aaron Wiggins,Aaron,1610612760,OKC,26.0,16,11,5,0.688,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23,18,165,38,21,7,4,1,3,17,12,5,102,11,33,18,4,1,32
1642349,Ajay Mitchell,Ajay,1610612760,OKC,22.0,9,6,3,0.667,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62,45,57,39,21,7,4,1,3,7,12,5,102,11,33,18,4,1,32
201143,Al Horford,Al,1610612738,BOS,39.0,11,6,5,0.545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.1,51,45,165,79,58,7,4,1,3,17,12,5,75,11,33,5,4,1,10
202692,Alec Burks,Alec,1610612748,MIA,33.0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,212,180,10,180,58,7,4,1,3,17,12,5,102,11,33,18,4,1,32
1627936,Alex Caruso,Alex,1610612760,OKC,31.0,17,12,5,0.706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.0,8,8,165,30,58,7,4,1,3,17,12,5,75,5,17,18,4,1,32
203458,Alex Len,Alex,1610612747,LAL,31.0,2,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,199,180,25,180,58,7,4,1,3,17,12,5,102,11,33,18,4,1,32
1630578,Alperen Sengun,Alperen,1610612745,HOU,22.0,7,3,4,0.429,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.3,0.0,0.0,0.0,0.3,84,88,77,101,21,7,4,1,3,17,12,5,16,11,3,18,4,1,2
1641708,Amen Thompson,Amen,1610612745,HOU,22.0,7,3,4,0.429,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84,88,77,101,21,7,4,1,3,17,12,5,102,11,33,18,4,1,32
1641748,Andre Jackson Jr.,Andre,1610612749,MIL,23.0,2,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,199,180,25,180,58,7,4,1,3,17,12,5,102,11,33,18,4,1,32
1629614,Andrew Nembhard,Andrew,1610612754,IND,25.0,17,13,4,0.765,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.1,0.0,0.0,0.0,0.1,8,1,77,14,14,7,4,1,3,17,12,5,48,11,17,18,4,1,10
203952,Andrew Wiggins,Andrew,1610612748,MIA,30.0,4,0,4,0.0,0.5,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,153,180,77,180,2,7,1,1,3,17,12,5,102,11,33,18,4,1,2
1641710,Anthony Black,Anthony,1610612753,ORL,21.0,5,1,4,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115,139,77,154,58,7,4,1,3,17,12,5,102,11,33,18,4,1,32
1630162,Anthony Edwards,Anthony,1610612750,MIN,23.0,15,9,6,0.6,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.1,25,28,186,52,58,2,2,1,3,17,12,5,48,11,33,18,4,1,10
1630574,Ariel Hukporti,Ariel,1610612752,NYK,23.0,3,1,2,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175,139,25,132,58,7,4,1,3,17,12,5,102,11,33,18,4,1,32
1641709,Ausar Thompson,Ausar,1610612765,DET,22.0,6,2,4,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.2,0.0,0.0,0.0,0.0,103,121,77,132,58,7,4,1,3,17,12,5,24,11,9,18,4,1,32
1630559,Austin Reaves,Austin,1610612747,LAL,27.0,5,1,4,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,115,139,77,154,58,7,4,1,3,1,12,5,16,11,33,18,4,1,32
1628389,Bam Adebayo,Bam,1610612748,MIA,27.0,4,0,4,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,153,180,77,180,2,7,4,1,3,17,12,5,102,11,33,18,4,1,1
1631248,Baylor Scheierman,Baylor,1610612738,BOS,24.0,4,3,1,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153,88,10,21,58,7,4,1,3,17,12,5,102,11,33,18,4,1,32
1641767,Ben Sheppard,Ben,1610612754,IND,23.0,15,11,4,0.733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,25,18,77,27,58,7,4,1,3,17,12,5,75,11,33,18,4,1,32
1627732,Ben Simmons,Ben,1610612746,LAC,28.0,5,2,3,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.2,115,121,57,124,58,7,4,1,3,17,12,5,48,11,33,18,4,1,5
1631097,Bennedict Mathurin,Bennedict,1610612754,IND,22.0,16,12,4,0.75,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.1,0.0,0.1,0.0,0.0,23,8,77,21,21,7,4,1,3,17,12,5,24,11,17,18,2,1,32
1626171,Bobby Portis,Bobby,1610612749,MIL,30.0,5,1,4,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115,139,77,154,58,7,4,1,3,17,12,5,102,11,33,18,4,1,32
203992,Bogdan Bogdanović,Bogdan,1610612746,LAC,32.0,7,3,4,0.429,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,84,88,77,101,21,7,4,1,3,17,12,5,8,11,33,18,4,1,32
1641764,Brandin Podziemski,Brandin,1610612744,GSW,22.0,12,5,7,0.417,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44,54,197,118,21,7,4,1,3,17,12,5,102,11,33,18,4,1,32
1630296,Braxton Key,Braxton,1610612744,GSW,28.0,5,0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115,180,165,180,58,7,4,1,3,17,12,5,102,11,33,18,4,1,32
1642355,Bronny James,Bronny,1610612747,LAL,20.0,2,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,199,180,25,180,58,7,4,1,3,17,12,5,102,11,33,18,4,1,32
