GROUP_SET,PLAYER_ID,PLAYER_NAME,NICKNAME,TEAM_ID,TEAM_ABBREVIATION,AGE,GP,W,L,W_PCT,MIN,PTS_OFF_TOV,PTS_2ND_CHANCE,PTS_FB,PTS_PAINT,OPP_PTS_OFF_TOV,OPP_PTS_2ND_CHANCE,OPP_PTS_FB,OPP_PTS_PAINT,BLK,BLKA,PF,PFD,NBA_FANTASY_PTS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,PTS_OFF_TOV_RANK,PTS_2ND_CHANCE_RANK,PTS_FB_RANK,PTS_PAINT_RANK,OPP_PTS_OFF_TOV_RANK,OPP_PTS_2ND_CHANCE_RANK,OPP_PTS_FB_RANK,OPP_PTS_PAINT_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,NBA_FANTASY_PTS_RANK
Players,202718,Chandler Parsons,Chandler,1610612742,DAL,27.0,23,11,12,0.478,50.9,3.1,1.8,3.1,7.1,5.3,12.8,6.6,41.6,0.9,0.0,2.2,1.8,44.4,173,157,264,239,59,121,188,67,154,84,207,185,111,140,1,73,294,128
Players,101111,Charlie Villanueva,Charlie,1610612742,DAL,31.0,15,6,9,0.4,41.6,0.0,0.0,0.0,0.0,6.1,9.1,6.1,54.5,0.0,0.0,9.1,0.0,17.0,233,235,223,291,352,234,237,175,303,87,104,165,37,200,1,358,326,355
Players,101135,David Lee,David,1610612742,DAL,33.0,6,2,4,0.333,46.5,0.0,0.0,0.0,0.0,10.0,10.0,0.0,40.0,0.0,0.0,0.0,0.0,12.0,312,326,127,330,232,234,237,175,303,156,123,1,130,200,1,1,326,383
Players,101114,Deron Williams,Deron,1610612742,DAL,32.0,36,18,18,0.5,50.1,6.0,1.4,1.4,7.4,8.0,14.5,10.2,36.4,1.1,1.7,3.1,7.1,59.8,59,80,361,188,75,43,200,128,140,107,268,308,188,122,358,105,92,42
Players,2734,Devin Harris,Devin,1610612742,DAL,33.0,25,16,9,0.64,40.9,6.7,0.0,6.7,6.7,9.0,15.7,4.5,40.4,2.2,1.1,5.6,3.4,30.9,151,99,223,85,363,28,237,15,161,131,302,128,125,65,316,232,236,246
Players,1717,Dirk Nowitzki,Dirk,1610612742,DAL,38.0,44,23,21,0.523,49.9,3.6,4.1,2.3,6.2,8.0,12.9,9.8,33.6,1.0,0.5,5.9,7.0,57.9,12,19,402,180,81,97,84,90,172,108,211,299,248,129,254,254,95,48
Players,203939,Dwight Powell,Dwight,1610612742,DAL,24.0,19,13,6,0.684,38.1,6.5,0.0,6.5,0.0,6.5,12.9,0.0,45.2,0.0,0.0,9.7,6.5,17.4,203,129,174,58,385,33,237,17,303,90,209,1,80,200,1,371,110,349
Players,200826,J.J. Barea,J.J.,1610612742,DAL,32.0,27,13,14,0.481,50.6,1.5,1.5,3.1,10.8,9.2,13.8,8.5,41.5,0.0,1.5,1.5,5.4,42.7,131,129,298,234,65,194,197,69,84,140,246,253,113,200,351,66,144,145
Players,201580,JaVale McGee,JaVale,1610612742,DAL,28.0,4,2,2,0.5,62.2,0.0,0.0,0.0,0.0,16.7,16.7,0.0,16.7,0.0,0.0,8.3,0.0,20.0,339,326,75,188,11,234,237,175,303,305,322,1,387,200,1,335,326,338
Players,202379,Jeremy Evans,Jeremy,1610612742,DAL,28.0,1,0,1,0.0,32.5,0.0,0.0,0.0,50.0,0.0,0.0,0.0,50.0,0.0,0.0,25.0,50.0,50.0,404,408,31,408,402,234,237,175,3,1,1,1,49,200,1,424,1,87
Players,1626147,Justin Anderson,Justin,1610612742,DAL,22.0,10,4,6,0.4,54.5,0.0,0.0,0.0,8.7,8.7,26.1,8.7,52.2,8.7,0.0,13.0,4.3,76.5,277,270,174,291,28,234,237,175,115,123,403,260,43,7,1,406,189,10
Players,101109,Raymond Felton,Raymond,1610612742,DAL,32.0,40,22,18,0.55,48.8,5.3,0.7,2.1,8.5,8.2,12.5,8.9,35.6,0.0,0.7,4.3,6.8,39.5,28,25,361,150,122,52,233,97,119,111,193,268,206,200,276,152,101,165
Players,1626257,Salah Mejri,Salah,1610612742,DAL,30.0,3,2,1,0.667,49.4,0.0,0.0,0.0,9.5,0.0,0.0,0.0,9.5,14.3,0.0,0.0,4.8,75.2,357,326,31,61,105,234,237,175,98,1,1,1,397,2,1,1,171,11
Players,202083,Wesley Matthews,Wesley,1610612742,DAL,29.0,46,24,22,0.522,49.4,3.6,0.8,3.6,4.7,7.8,13.2,9.9,34.8,0.3,0.8,4.7,2.6,33.4,9,14,412,181,100,95,227,48,213,104,229,300,219,198,286,184,260,229
Players,2585,Zaza Pachulia,Zaza,1610612742,DAL,32.0,39,21,18,0.538,50.6,0.0,2.3,0.0,3.9,8.6,14.8,9.5,35.5,0.7,1.3,4.3,5.9,25.3,32,33,361,161,66,234,161,175,234,120,275,292,207,161,337,153,124,296
