season,player_id,player_name,nickname,team_id,team,team_name,game_id,game_date,matchup,wl,min,fgm,fga,fg_pct,fg3m,fg3a,fg3_pct,ftm,fta,ft_pct,oreb,dreb,reb,ast,tov,stl,blk,blka,pf,pfd,pts,plus_minus,nba_fantasy_pts,dd2,td3,wnba_fantasy_pts,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,fgm_rank,fga_rank,fg_pct_rank,fg3m_rank,fg3a_rank,fg3_pct_rank,ftm_rank,fta_rank,ft_pct_rank,oreb_rank,dreb_rank,reb_rank,ast_rank,tov_rank,stl_rank,blk_rank,blka_rank,pf_rank,pfd_rank,pts_rank,plus_minus_rank,nba_fantasy_pts_rank,dd2_rank,td3_rank,wnba_fantasy_pts_rank,available_flag,min_sec,season_start,season_end
2023-24,1631172,Ousmane Dieng,Ousmane,1610612760,OKC,Oklahoma City Thunder,22301196,2024-04-14T00:00:00,OKC vs. DAL,W,18.133333333333333,6,12,0.5,1,3,0.333,0,0,0.0,0,1,1,4,1,3,2,0,2,0,13,4,34.2,0,0,29.0,1,1,1,1,17205,5451,6130,8954,8460,10539,9124,13417,14233,13417,13449,17515,19646,4938,8468,384,879,1,13042,17532,8427,8492,5347,2248,138,6880,1,18:08,2023,2024
2023-24,1630581,Josh Giddey,Josh,1610612760,OKC,Oklahoma City Thunder,22301196,2024-04-14T00:00:00,OKC vs. DAL,W,19.51333333333333,3,8,0.375,1,4,0.25,1,1,1.0,2,4,6,8,3,0,0,1,2,1,8,18,24.2,0,0,23.0,1,1,1,1,16190,12407,11049,16597,8460,7844,11776,10099,12641,1,3105,6490,5291,1009,1850,12108,8529,17336,13042,11166,13454,1570,10260,2248,138,10143,1,19:31,2023,2024
2023-24,1628983,Shai Gilgeous-Alexander,Shai,1610612760,OKC,Oklahoma City Thunder,22301196,2024-04-14T00:00:00,OKC vs. DAL,W,15.916666666666666,5,11,0.455,0,4,0.0,5,5,1.0,1,0,1,6,0,0,0,0,1,3,15,33,25.2,0,0,22.0,1,1,1,1,18729,7292,7189,13083,14651,7844,14651,1879,2911,1,6495,22149,19646,2326,16035,12108,8529,1,6163,4296,6762,110,9698,2248,138,10751,1,15:55,2023,2024
2023-24,1629652,Luguentz Dort,Luguentz,1610612760,OKC,Oklahoma City Thunder,22301196,2024-04-14T00:00:00,OKC vs. DAL,W,12.116666666666667,2,6,0.333,1,4,0.25,0,0,0.0,0,2,2,2,0,0,0,0,1,0,5,13,10.4,0,0,10.0,1,1,1,1,20992,15517,14269,17629,8460,7844,11776,13417,14233,13417,13449,13100,15973,9909,16035,12108,8529,1,6163,17532,17241,3132,19204,2248,138,18860,1,12:07,2023,2024
2023-24,1630322,Lindy Waters III,Lindy,1610612760,OKC,Oklahoma City Thunder,22301196,2024-04-14T00:00:00,OKC vs. DAL,W,15.5,4,6,0.667,4,5,0.8,0,0,0.0,0,0,0,2,0,0,1,0,1,0,12,-3,18.0,0,0,20.0,1,1,1,1,18999,9679,14269,3541,1043,5663,1554,13417,14233,13417,13449,22149,23241,9909,16035,12108,2720,1,6163,17532,9297,15642,14098,2248,138,11998,1,15:30,2023,2024
2023-24,1630598,Aaron Wiggins,Aaron,1610612760,OKC,Oklahoma City Thunder,22301196,2024-04-14T00:00:00,OKC vs. DAL,W,17.766666666666666,5,8,0.625,2,2,1.0,2,2,1.0,1,5,6,1,0,1,0,1,1,1,14,27,25.7,0,0,25.0,1,1,1,1,17459,7292,11049,5137,4439,13570,1,6103,7481,1,6495,4442,5291,14131,16035,4430,8529,17336,6163,11166,7525,350,9423,2248,138,9026,1,17:46,2023,2024
2023-24,1641717,Cason Wallace,Cason,1610612760,OKC,Oklahoma City Thunder,22301196,2024-04-14T00:00:00,OKC vs. DAL,W,15.436666666666667,5,6,0.833,2,2,1.0,0,0,0.0,1,1,2,1,0,0,1,0,1,0,12,34,18.9,0,0,19.0,1,1,1,1,19047,7292,14269,1607,4439,13570,1,13417,14233,13417,6495,17515,15973,14131,16035,12108,2720,1,6163,17532,9297,88,13497,2248,138,12632,1,15:26,2023,2024
2023-24,1631119,Jaylin Williams,Jaylin,1610612760,OKC,Oklahoma City Thunder,22301196,2024-04-14T00:00:00,OKC vs. DAL,W,12.065,2,2,1.0,1,1,1.0,0,0,0.0,0,7,7,1,0,1,0,0,1,1,5,23,17.9,0,0,16.0,1,1,1,1,21017,15517,21406,1,8460,16961,1,13417,14233,13417,13449,1913,3886,14131,16035,4430,8529,1,6163,11166,17241,742,14153,2248,138,14655,1,12:04,2023,2024
2023-24,202330,Gordon Hayward,Gordon,1610612760,OKC,Oklahoma City Thunder,22301196,2024-04-14T00:00:00,OKC vs. DAL,W,21.7,4,6,0.667,0,1,0.0,2,3,0.667,0,4,4,2,2,0,0,0,2,2,10,24,15.8,0,0,16.0,1,1,1,1,14534,9679,14269,3541,14651,16961,14651,6103,6016,9424,13449,6490,9569,9909,4132,12108,8529,1,13042,6969,11320,645,15542,2248,138,14655,1,21:42,2023,2024
2023-24,203488,Mike Muscala,Mike,1610612760,OKC,Oklahoma City Thunder,22301196,2024-04-14T00:00:00,OKC vs. DAL,W,18.238333333333333,1,2,0.5,0,1,0.0,0,0,0.0,2,3,5,0,1,0,0,0,2,1,2,4,7.0,0,0,7.0,1,1,1,1,17139,18910,21406,8954,14651,16961,14651,13417,14233,13417,3105,9402,7148,19657,8468,12108,8529,1,13042,11166,21036,8492,21289,2248,138,20822,1,18:14,2023,2024
2023-24,1630198,Isaiah Joe,Isaiah,1610612760,OKC,Oklahoma City Thunder,22301196,2024-04-14T00:00:00,OKC vs. DAL,W,10.183333333333334,1,3,0.333,0,2,0.0,0,0,0.0,1,1,2,1,1,1,0,0,0,2,2,27,7.9,0,0,7.0,1,1,1,1,21919,18910,19584,17629,14651,13570,14651,13417,14233,13417,6495,17515,15973,14131,8468,4430,8529,1,1,6969,21036,350,20738,2248,138,20822,1,10:11,2023,2024
2023-24,1629026,Kenrich Williams,Kenrich,1610612760,OKC,Oklahoma City Thunder,22301196,2024-04-14T00:00:00,OKC vs. DAL,W,20.5,4,9,0.444,1,2,0.5,0,0,0.0,0,7,7,7,4,0,0,0,0,1,9,9,23.9,0,0,24.0,1,1,1,1,15440,9679,9591,13458,8460,13570,4049,13417,14233,13417,13449,1913,3886,1520,804,12108,8529,1,1,11166,12379,5021,10409,2248,138,9599,1,20:30,2023,2024
2023-24,1631114,Jalen Williams,Jalen,1610612760,OKC,Oklahoma City Thunder,22301196,2024-04-14T00:00:00,OKC vs. DAL,W,13.263333333333334,4,6,0.667,1,2,0.5,0,0,0.0,0,0,0,3,0,0,0,0,1,0,9,12,13.5,0,0,13.0,1,1,1,1,20410,9679,14269,3541,8460,13570,4049,13417,14233,13417,13449,22149,23241,7003,16035,12108,8529,1,6163,17532,12379,3565,17098,2248,138,16694,1,13:16,2023,2024
2023-24,202687,Bismack Biyombo,Bismack,1610612760,OKC,Oklahoma City Thunder,22301196,2024-04-14T00:00:00,OKC vs. DAL,W,18.133333333333333,2,4,0.5,0,0,0.0,2,4,0.5,1,5,6,0,0,0,1,0,1,2,6,4,16.2,0,0,14.0,1,1,1,1,17205,15517,17737,8954,14651,20560,14651,6103,3806,10591,6495,4442,5291,19657,16035,12108,2720,1,6163,6969,15809,8492,15283,2248,138,16037,1,18:08,2023,2024
2023-24,1631096,Chet Holmgren,Chet,1610612760,OKC,Oklahoma City Thunder,22301196,2024-04-14T00:00:00,OKC vs. DAL,W,11.533333333333331,6,8,0.75,0,1,0.0,1,1,1.0,2,7,9,0,2,0,1,0,1,1,13,16,24.8,0,0,24.0,1,1,1,1,21341,5451,11049,2237,14651,16961,14651,10099,12641,1,3105,1913,2119,19657,4132,12108,2720,1,6163,11166,8427,2126,9919,2248,138,9599,1,11:32,2023,2024
2023-24,202330,Gordon Hayward,Gordon,1610612760,OKC,Oklahoma City Thunder,22301179,2024-04-12T00:00:00,OKC vs. MIL,W,25.683333333333334,3,4,0.75,0,0,0.0,0,1,0.0,2,4,6,2,1,2,0,0,0,1,6,16,21.2,0,0,18.0,1,1,1,1,11512,12407,17737,2237,14651,20560,14651,13417,12641,13417,3105,6490,5291,9909,8468,1349,8529,1,1,11166,15809,2126,12092,2248,138,13299,1,25:41,2023,2024
2023-24,1629652,Luguentz Dort,Luguentz,1610612760,OKC,Oklahoma City Thunder,22301179,2024-04-12T00:00:00,OKC vs. MIL,W,27.08333333333333,3,7,0.429,3,7,0.429,2,2,1.0,0,1,1,3,0,3,0,0,3,1,11,21,25.7,0,0,24.0,1,1,1,1,10369,12407,12577,14111,2226,2715,7457,6103,7481,1,13449,17515,19646,7003,16035,384,8529,1,18879,11166,10286,1031,9423,2248,138,9599,1,27:05,2023,2024
