group_set,player_id,player_name,nickname,team_id,team_abbreviation,age,gp,w,l,w_pct,min,e_off_rating,off_rating,sp_work_off_rating,e_def_rating,def_rating,sp_work_def_rating,e_net_rating,net_rating,sp_work_net_rating,ast_pct,ast_to,ast_ratio,oreb_pct,dreb_pct,reb_pct,tm_tov_pct,e_tov_pct,efg_pct,ts_pct,usg_pct,e_usg_pct,e_pace,pace,pace_per40,sp_work_pace,pie,poss,fgm,fga,fgm_pg,fga_pg,fg_pct,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,e_off_rating_rank,off_rating_rank,sp_work_off_rating_rank,e_def_rating_rank,def_rating_rank,sp_work_def_rating_rank,e_net_rating_rank,net_rating_rank,sp_work_net_rating_rank,ast_pct_rank,ast_to_rank,ast_ratio_rank,oreb_pct_rank,dreb_pct_rank,reb_pct_rank,tm_tov_pct_rank,e_tov_pct_rank,efg_pct_rank,ts_pct_rank,usg_pct_rank,e_usg_pct_rank,e_pace_rank,pace_rank,sp_work_pace_rank,pie_rank,fgm_rank,fga_rank,fgm_pg_rank,fga_pg_rank,fg_pct_rank,team
Players,203954,Joel Embiid,Joel,1610612755,PHI,29.0,36,23,13,0.639,3.8,118.5,115.1,115.1,85.4,84.1,84.1,33.1,31.0,31.0,0.286,1.23,11.9,0.051,0.177,0.124,9.6,9.9,0.513,0.637,0.378,0.396,92.81,94.96,79.14,94.96,0.287,279,37,76,1.0,2.1,0.487,42,10,313,91,76,122,116,116,47,52,52,43,42,42,42,147,203,148,91,93,298,301,186,131,12,12,368,392,392,22,13,18,19,32,166,PHI
Players,1629003,Shake Milton,Shake,1610612755,PHI,26.0,16,11,5,0.688,2.1,128.0,117.5,117.5,101.4,97.3,97.3,26.6,20.2,20.2,0.346,9.0,37.5,0.036,0.059,0.048,4.2,4.0,0.464,0.504,0.176,0.205,102.51,109.25,91.04,109.25,0.124,80,6,14,0.4,0.9,0.429,212,158,166,49,304,66,92,92,119,116,116,58,71,71,26,1,22,189,332,323,189,189,249,271,146,120,120,115,115,128,173,167,163,154,211,PHI
Players,203473,Dewayne Dedmon,Dewayne,1610612755,PHI,33.0,4,3,1,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,400.0,333.33,400.0,0.0,1,0,0,0.0,0.0,0.0,351,304,18,31,447,433,434,434,1,1,1,207,210,210,297,240,297,288,373,388,1,1,361,382,406,407,8,10,10,367,361,396,361,396,361,PHI
Players,1627863,Danuel House Jr.,Danuel,1610612755,PHI,30.0,9,4,5,0.444,1.1,118.8,88.9,88.9,105.5,96.7,96.7,13.3,-7.8,-7.8,0.0,0.0,0.0,0.0,0.375,0.15,25.0,20.5,0.667,0.644,0.129,0.22,116.69,139.5,116.25,139.5,0.027,27,2,3,0.2,0.3,0.667,277,278,166,272,397,120,363,363,149,107,107,116,287,286,297,240,297,288,9,45,425,414,83,126,240,105,37,29,29,337,260,302,264,327,53,PHI
Players,1627788,Furkan Korkmaz,Furkan,1610612755,PHI,25.0,3,1,2,0.333,0.5,50.0,40.0,40.0,133.0,83.3,83.3,-83.0,-43.3,-43.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.69,185.26,154.39,185.26,-0.286,5,0,0,0.0,0.0,0.0,368,372,72,360,427,428,430,430,398,48,48,430,408,408,297,240,297,288,373,388,1,1,361,382,406,407,18,19,19,442,361,396,361,396,361,PHI
Players,1630194,Paul Reed,Paul,1610612755,PHI,24.0,7,2,5,0.286,2.0,118.9,93.9,93.9,139.7,131.4,131.4,-20.9,-37.5,-37.5,0.0,0.0,0.0,0.0,0.231,0.12,0.0,0.0,1.0,1.0,0.029,0.037,101.36,116.82,97.35,116.82,0.0,33,1,1,0.1,0.1,1.0,309,326,166,390,318,119,330,330,416,420,420,356,398,398,297,240,297,288,34,98,1,1,13,20,405,406,150,68,68,367,295,356,313,382,1,PHI
Players,1627777,Georges Niang,Georges,1610612755,PHI,30.0,20,13,7,0.65,2.1,126.4,123.5,123.5,102.7,95.3,95.3,23.8,28.1,28.1,0.067,0.0,14.3,0.0,0.054,0.027,0.0,0.0,0.792,0.804,0.112,0.124,99.22,103.96,86.64,103.96,0.081,98,7,12,0.4,0.6,0.583,181,129,219,85,305,72,62,62,124,96,96,70,45,45,230,240,163,288,338,374,1,1,52,50,286,278,205,187,187,228,156,184,176,229,89,PHI
Players,202699,Tobias Harris,Tobias,1610612755,PHI,30.0,36,22,14,0.611,3.8,107.5,103.9,103.9,94.8,91.9,91.9,12.7,12.1,12.1,0.053,1.33,9.3,0.059,0.142,0.102,7.0,7.1,0.531,0.591,0.12,0.128,92.61,95.72,79.77,95.72,0.11,281,14,32,0.4,0.9,0.438,42,16,331,108,74,251,245,245,76,82,82,118,108,108,248,133,246,126,157,132,244,245,164,170,267,265,372,378,378,156,85,96,155,152,201,PHI
Players,200782,P.J. Tucker,P.J.,1610612755,PHI,38.0,28,16,12,0.571,3.4,106.0,100.0,100.0,91.9,89.9,89.9,14.1,10.1,10.1,0.06,1.0,17.6,0.043,0.126,0.09,17.6,17.4,0.778,0.759,0.064,0.071,94.52,98.36,81.97,98.36,0.076,193,5,9,0.2,0.3,0.556,118,80,300,134,128,271,286,286,66,75,75,111,121,121,239,158,128,167,182,169,394,392,55,62,382,377,337,319,319,235,190,212,297,340,95,PHI
Players,1630531,Jaden Springer,Jaden,1610612755,PHI,20.0,3,1,2,0.333,3.0,130.8,122.7,122.7,116.8,108.7,108.7,14.0,14.0,14.0,0.111,0.0,20.0,0.1,0.167,0.125,0.0,0.0,0.667,0.644,0.154,0.164,111.51,119.36,99.47,119.36,0.114,22,2,3,0.7,1.0,0.667,368,372,72,360,189,51,63,63,290,237,237,112,101,101,162,240,104,56,104,89,1,1,83,126,179,179,52,58,58,148,260,302,63,120,53,PHI
Players,1629667,Jalen McDaniels,Jalen,1610612755,PHI,25.0,30,14,16,0.467,2.9,105.7,102.7,102.7,119.9,112.9,112.9,-14.2,-10.2,-10.2,0.088,2.5,20.8,0.02,0.151,0.081,8.3,8.3,0.5,0.581,0.086,0.093,98.77,103.27,86.06,103.27,0.076,187,6,15,0.2,0.5,0.4,94,108,363,251,204,277,264,264,318,289,289,322,306,306,200,51,99,241,135,201,270,271,189,180,341,343,216,198,198,238,173,163,277,261,236,PHI
Players,1629001,De'Anthony Melton,De'Anthony,1610612755,PHI,25.0,35,21,14,0.6,3.3,103.8,101.7,101.7,96.8,95.8,95.8,7.0,5.9,5.9,0.068,0.8,9.1,0.06,0.101,0.081,11.4,11.7,0.661,0.712,0.143,0.149,97.15,98.71,82.26,98.71,0.135,240,13,28,0.4,0.8,0.464,55,24,331,113,154,300,276,276,86,101,101,151,154,154,229,199,249,125,241,203,335,339,96,87,201,218,255,307,307,106,93,103,169,170,174,PHI
Players,1630178,Tyrese Maxey,Tyrese,1610612755,PHI,22.0,29,21,8,0.724,3.6,120.8,117.7,117.7,96.2,92.2,92.2,24.6,25.5,25.5,0.09,2.0,11.1,0.009,0.103,0.053,5.6,5.7,0.338,0.409,0.183,0.191,92.1,95.2,79.33,95.2,0.058,226,12,40,0.4,1.4,0.3,105,24,238,36,95,104,90,90,85,84,84,63,53,53,198,66,215,284,234,299,213,216,322,338,136,137,381,386,386,279,102,66,148,81,321,PHI
Players,1626149,Montrezl Harrell,Montrezl,1610612755,PHI,29.0,6,4,2,0.667,3.0,93.7,87.2,87.2,111.9,110.5,110.5,-18.2,-23.3,-23.3,0.0,0.0,0.0,0.16,0.0,0.095,0.0,0.0,0.6,0.589,0.16,0.169,97.4,101.62,84.69,101.62,0.107,39,3,5,0.5,0.8,0.6,322,278,72,53,185,366,370,370,233,264,264,351,373,373,297,240,297,23,373,147,1,1,117,171,169,169,251,232,232,164,227,261,108,162,74,PHI
