player_id,player,nickname,team_id,team_abbreviation,age,gp,w,l,w_pct,travel,double_dribble,discontinued_dribble,off_three_sec,inbound,backcourt,off_goaltending,palming,off_foul,def_three_sec,charge,def_goaltending,lane,jump_ball,kicked_ball,gp_rank,w_rank,l_rank,w_pct_rank,travel_rank,double_dribble_rank,discontinued_dribble_rank,off_three_sec_rank,inbound_rank,backcourt_rank,off_goaltending_rank,palming_rank,off_foul_rank,def_three_sec_rank,charge_rank,def_goaltending_rank,lane_rank,jump_ball_rank,kicked_ball_rank,team
1628449,Chris Boucher,Chris,1610612761,TOR,27.0,7,4,3,0.571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,81,79,55,70,70,6,5,11,1,17,7,4,127,11,70,8,3,3,43,TOR
1627832,Fred VanVleet,Fred,1610612761,TOR,26.0,11,7,4,0.636,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,56,37,77,47,70,6,5,11,1,2,7,4,29,11,5,21,3,3,43,TOR
200768,Kyle Lowry,Kyle,1610612761,TOR,34.0,11,7,4,0.636,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,56,37,77,47,12,6,5,11,1,1,7,4,81,11,70,21,3,3,43,TOR
1626259,Malcolm Miller,Malcolm,1610612761,TOR,27.0,1,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,199,131,1,1,70,6,5,11,1,17,7,4,127,11,70,21,3,3,43,TOR
201188,Marc Gasol,Marc,1610612761,TOR,35.0,11,7,4,0.636,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,56,37,77,47,4,6,5,2,1,17,7,4,9,11,70,21,3,3,20,TOR
1629744,Matt Thomas,Matt,1610612761,TOR,25.0,10,7,3,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65,37,55,36,70,6,5,11,1,17,7,4,127,11,70,21,3,3,43,TOR
1626181,Norman Powell,Norman,1610612761,TOR,27.0,11,7,4,0.636,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,56,37,77,47,70,6,5,11,1,2,7,4,29,11,11,21,3,3,43,TOR
1628384,OG Anunoby,OG,1610612761,TOR,22.0,11,7,4,0.636,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,56,37,77,47,28,6,5,11,1,2,7,4,81,11,70,21,3,3,43,TOR
1627783,Pascal Siakam,Pascal,1610612761,TOR,26.0,11,7,4,0.636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,4.0,0.0,0.0,0.0,1.0,56,37,77,47,70,6,5,11,1,17,7,4,13,11,5,21,3,3,20,TOR
1628778,Paul Watson,Paul,1610612761,TOR,25.0,2,2,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182,109,1,1,70,6,5,11,1,17,7,4,127,11,70,21,3,3,43,TOR
1626178,Rondae Hollis-Jefferson,Rondae,1610612761,TOR,25.0,5,3,2,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111,83,40,55,70,6,5,11,1,17,7,4,127,11,70,21,3,3,43,TOR
201586,Serge Ibaka,Serge,1610612761,TOR,30.0,11,7,4,0.636,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,56,37,77,47,70,6,5,2,1,17,7,4,57,11,27,21,3,3,43,TOR
1626169,Stanley Johnson,Stanley,1610612761,TOR,24.0,3,2,1,0.667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,163,109,21,38,70,6,5,11,1,17,7,4,81,11,70,21,3,3,43,TOR
1629056,Terence Davis,Terence,1610612761,TOR,23.0,6,3,3,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98,83,55,85,70,6,5,11,1,17,7,4,127,11,70,21,3,3,43,TOR
