close_def_person_id,player,team_id,team,pos,age,gp,g,freq,fgm_gt_15,fga_gt_15,gt_15_pct,ns_gt_15_pct,plusminus
202691,Klay Thompson,1610612744,GSW,G,26.0,24,24,0.618,62,181,0.343,0.378,-0.035
203110,Draymond Green,1610612744,GSW,F,26.0,23,23,0.368,56,161,0.348,0.379,-0.032
2738,Andre Iguodala,1610612744,GSW,G-F,32.0,24,24,0.653,69,147,0.469,0.388,0.081
203084,Harrison Barnes,1610612744,GSW,F,24.0,24,23,0.444,42,118,0.356,0.387,-0.031
2733,Shaun Livingston,1610612744,GSW,G,30.0,24,24,0.61,29,105,0.276,0.379,-0.103
201939,Stephen Curry,1610612744,GSW,G,28.0,18,18,0.531,32,95,0.337,0.385,-0.048
2571,Leandro Barbosa,1610612744,GSW,G,33.0,18,16,0.679,20,36,0.556,0.381,0.174
203546,Ian Clark,1610612744,GSW,G,25.0,12,10,0.673,9,33,0.273,0.37,-0.098
101106,Andrew Bogut,1610612744,GSW,C,31.0,22,14,0.193,8,28,0.286,0.354,-0.069
203105,Festus Ezeli,1610612744,GSW,C,26.0,20,14,0.292,10,26,0.385,0.366,0.018
201578,Marreese Speights,1610612744,GSW,F-C,28.0,23,16,0.278,5,22,0.227,0.379,-0.152
201575,Brandon Rush,1610612744,GSW,F-G,30.0,11,9,0.463,6,19,0.316,0.374,-0.058
2760,Anderson Varejao,1610612744,GSW,F,33.0,13,10,0.368,8,14,0.571,0.374,0.198
203949,James Michael McAdoo,1610612744,GSW,F,23.0,7,4,0.3,3,6,0.5,0.338,0.162
