season,team_id,team,team_name,game_id,game_date,matchup,wl,min,fgm,fga,fg_pct,fg3m,fg3a,fg3_pct,ftm,fta,ft_pct,oreb,dreb,reb,ast,tov,stl,blk,blka,pf,pfd,pts,plus_minus,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,fgm_rank,fga_rank,fg_pct_rank,fg3m_rank,fg3a_rank,fg3_pct_rank,ftm_rank,fta_rank,ft_pct_rank,oreb_rank,dreb_rank,reb_rank,ast_rank,tov_rank,stl_rank,blk_rank,blka_rank,pf_rank,pfd_rank,pts_rank,plus_minus_rank,available_flag,season_start,season_end,is_home,home,away
2022-23,1610612744,GSW,Golden State Warriors,22201230,2023-04-09,GSW @ POR,W,48.0,58,96,0.604,27,49,0.551,14,16,0.875,9,49,58,47,16.0,13,6,3,18,9,157,56.0,1,1,1,1,159,3,316,35,1,56,34,1831,2089,383,1392,8,47,1,1578,55,512,457,678,2455,3,1,1,2022,2023,False,POR,GSW
2022-23,1610612751,BKN,Brooklyn Nets,22201217,2023-04-09,BKN vs. PHI,L,48.0,35,83,0.422,12,32,0.375,23,28,0.821,10,32,42,22,19.0,6,6,5,22,23,105,-29.0,1,1231,1231,1231,159,2232,1826,2073,1088,1425,996,451,550,852,1152,1290,1332,1756,2129,1444,512,1279,1607,460,1924,2406,1,2022,2023,True,BKN,PHI
2022-23,1610612765,DET,Detroit Pistons,22201223,2023-04-09,DET @ CHI,L,48.0,31,85,0.365,9,33,0.273,10,13,0.769,15,44,59,20,25.0,1,3,7,16,16,81,-22.0,1,1231,1231,1231,159,2420,1571,2430,1864,1275,2060,2282,2320,1417,253,49,33,2061,2442,2438,1603,1950,318,1999,2458,2327,1,2022,2023,False,CHI,DET
2022-23,1610612742,DAL,Dallas Mavericks,22201224,2023-04-09,DAL vs. SAS,L,48.0,46,108,0.426,17,53,0.321,8,16,0.5,8,38,46,28,4.0,4,3,3,21,13,117,-21.0,1,1231,1231,1231,159,455,22,2019,266,17,1669,2390,2089,2444,1632,367,787,605,3,2048,1603,457,1383,2335,966,2299,1,2022,2023,True,DAL,SAS
2022-23,1610612749,MIL,Milwaukee Bucks,22201221,2023-04-09,MIL @ TOR,L,48.0,38,82,0.463,12,34,0.353,17,21,0.81,7,31,38,28,14.0,5,2,2,13,19,105,-16.0,1,1231,1231,1231,159,1853,1950,1425,1088,1119,1285,1320,1464,971,1859,1475,1873,605,1120,1735,2005,183,73,1306,1924,2162,1,2022,2023,False,TOR,MIL
2022-23,1610612763,MEM,Memphis Grizzlies,22201226,2023-04-09,MEM @ OKC,L,48.0,40,92,0.435,7,37,0.189,13,18,0.722,11,32,43,25,12.0,8,4,2,16,17,100,-15.0,1,1231,1231,1231,159,1496,655,1896,2214,743,2413,1971,1891,1826,915,1290,1188,1149,665,800,1183,183,318,1784,2175,2131,1,2022,2023,False,OKC,MEM
2022-23,1610612758,SAC,Sacramento Kings,22201227,2023-04-09,SAC @ DEN,L,48.0,37,85,0.435,11,43,0.256,10,15,0.667,10,24,34,24,15.0,7,6,2,18,15,95,-14.0,1,1231,1231,1231,159,2011,1571,1886,1370,257,2203,2282,2181,2135,1152,2344,2244,1355,1368,1116,512,183,678,2144,2331,2081,1,2022,2023,False,DEN,SAC
2022-23,1610612753,ORL,Orlando Magic,22201219,2023-04-09,ORL @ MIA,L,48.0,38,90,0.422,17,47,0.362,17,24,0.708,13,30,43,29,14.0,13,1,3,17,20,110,-13.0,1,1231,1231,1231,159,1853,875,2063,266,97,1169,1320,1040,1941,511,1641,1188,474,1120,55,2279,457,463,1079,1567,2039,1,2022,2023,False,MIA,ORL
2022-23,1610612739,CLE,Cleveland Cavaliers,22201218,2023-04-09,CLE vs. CHA,L,48.0,35,89,0.393,10,37,0.27,15,16,0.938,11,33,44,27,16.0,9,5,5,24,14,95,-11.0,1,1231,1231,1231,159,2232,1004,2307,1634,743,2095,1661,2089,104,915,1113,1048,781,1578,533,809,1279,2002,2257,2331,1929,1,2022,2023,True,CLE,CHA
2022-23,1610612762,UTA,Utah Jazz,22201228,2023-04-09,UTA @ LAL,L,48.0,51,101,0.505,10,35,0.286,5,6,0.833,7,38,45,31,11.0,4,4,7,16,9,117,-11.0,1,1231,1231,1231,159,88,108,749,1634,984,1952,2444,2454,712,1859,367,908,253,449,2048,1183,1950,318,2455,966,1929,1,2022,2023,False,LAL,UTA
