close_def_person_id,player,team_id,team,player_position,age,gp,g,freq,fgm_lt_10,fga_lt_10,lt_10_pct,ns_lt_10_pct,plusminus
1630596,Evan Mobley,1610612739,CLE,C,23.0,12,12,0.517,61,125,0.488,0.603,-0.115
1629622,Max Strus,1610612739,CLE,G-F,28.0,12,12,0.403,42,79,0.532,0.603,-0.072
1629636,Darius Garland,1610612739,CLE,G,24.0,12,12,0.338,30,48,0.625,0.596,0.029
1627747,Caris LeVert,1610612739,CLE,G,29.0,11,10,0.408,30,42,0.714,0.603,0.111
1628378,Donovan Mitchell,1610612739,CLE,G,27.0,10,10,0.386,19,39,0.487,0.589,-0.102
1627777,Georges Niang,1610612739,CLE,F,31.0,10,10,0.535,25,38,0.658,0.601,0.057
1630171,Isaac Okoro,1610612739,CLE,F-G,23.0,11,11,0.388,17,33,0.515,0.599,-0.084
202694,Marcus Morris Sr.,1610612739,CLE,F,34.0,9,8,0.51,14,26,0.538,0.595,-0.057
1628386,Jarrett Allen,1610612739,CLE,C,26.0,4,4,0.553,12,21,0.571,0.593,-0.021
202684,Tristan Thompson,1610612739,CLE,C-F,33.0,10,10,0.432,11,19,0.579,0.622,-0.043
1630241,Sam Merrill,1610612739,CLE,G,28.0,6,4,0.308,5,8,0.625,0.578,0.047
1629731,Dean Wade,1610612739,CLE,F-C,27.0,3,3,0.35,5,7,0.714,0.626,0.088
1627745,Damian Jones,1610612739,CLE,C,29.0,2,2,0.714,2,5,0.4,0.602,-0.202
