player_id,player,nickname,team_id,team,age,gp,w,l,w_pct,travel,double_dribble,discontinued_dribble,off_three_sec,inbound,backcourt,off_goaltending,palming,off_foul,def_three_sec,charge,def_goaltending,lane,jump_ball,kicked_ball,gp_rank,w_rank,l_rank,w_pct_rank,travel_rank,double_dribble_rank,discontinued_dribble_rank,off_three_sec_rank,inbound_rank,backcourt_rank,off_goaltending_rank,palming_rank,off_foul_rank,def_three_sec_rank,charge_rank,def_goaltending_rank,lane_rank,jump_ball_rank,kicked_ball_rank
1627790,Ante Zizic,Ante,1610612739,CLE,21.0,32,21,11,0.656,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,361,284,134,85,241,94,77,118,21,131,96,66,337,212,358,99,57,16,214
1626224,Cedi Osman,Cedi,1610612739,CLE,23.0,61,35,26,0.574,6.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,2.0,1.0,0.0,0.0,2.0,240,168,285,183,133,94,19,118,21,33,96,66,226,212,202,99,57,16,156
201588,George Hill,George,1610612739,CLE,32.0,67,28,39,0.418,4.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,9.0,0.0,3.0,1.0,0.0,0.0,3.0,199,208,443,348,203,94,77,118,21,33,96,21,156,212,153,99,57,16,112
2747,JR Smith,JR,1610612739,CLE,32.0,80,49,31,0.613,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,5.0,42,31,339,122,290,94,77,118,21,33,96,66,267,100,358,180,57,16,43
201145,Jeff Green,Jeff,1610612739,CLE,31.0,78,47,31,0.603,7.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,18.0,2.0,9.0,0.0,0.0,0.0,5.0,69,52,339,132,110,94,77,60,2,131,96,66,58,54,34,180,57,16,43
204066,John Holland,John,1610612739,CLE,29.0,24,17,7,0.708,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,388,328,94,54,290,94,77,118,21,131,96,66,426,212,358,180,57,16,308
203903,Jordan Clarkson,Jordan,1610612739,CLE,26.0,81,40,41,0.494,12.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,10.0,0.0,5.0,1.0,0.0,0.0,1.0,27,120,457,283,32,94,19,118,21,131,32,21,131,212,95,99,57,16,214
101181,Jose Calderon,Jose,1610612739,CLE,36.0,57,33,24,0.579,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,260,183,264,178,343,15,77,118,21,33,96,66,303,212,358,180,57,16,214
2570,Kendrick Perkins,Kendrick,1610612739,CLE,33.0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,524,520,11,520,418,94,77,118,21,131,96,66,426,100,358,180,57,16,308
201567,Kevin Love,Kevin,1610612739,CLE,29.0,59,37,22,0.627,8.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,12.0,2.0,3.0,0.0,0.0,0.0,8.0,248,147,242,107,91,94,77,60,21,33,96,66,107,54,153,180,57,16,15
2594,Kyle Korver,Kyle,1610612739,CLE,37.0,73,43,30,0.589,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,0.0,1.0,0.0,0.0,0.0,134,90,323,156,241,94,77,118,21,131,96,66,131,100,358,99,57,16,308
1626204,Larry Nance Jr.,Larry,1610612739,CLE,25.0,66,32,34,0.485,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,19.0,1.0,1.0,6.0,0.0,0.0,2.0,207,190,376,290,343,94,77,60,21,33,96,66,51,100,263,19,57,16,156
2544,LeBron James,LeBron,1610612739,CLE,33.0,82,50,32,0.61,11.0,2.0,0.0,0.0,0.0,5.0,0.0,1.0,28.0,0.0,14.0,3.0,0.0,0.0,3.0,1,26,348,124,41,4,77,118,21,2,96,21,21,212,10,48,57,16,112
1628506,London Perrantes,London,1610612739,CLE,23.0,14,8,6,0.571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,445,411,86,190,418,94,77,118,21,131,96,66,426,212,358,180,57,16,308
1627855,Okaro White,Okaro,1610612739,CLE,25.0,6,2,4,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,481,481,63,400,418,94,77,118,21,131,96,66,426,212,358,180,57,16,214
203918,Rodney Hood,Rodney,1610612739,CLE,25.0,60,29,31,0.483,6.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,2.0,3.0,0.0,0.0,3.0,245,203,339,292,133,15,19,118,21,131,96,66,200,100,202,48,57,16,112
202684,Tristan Thompson,Tristan,1610612739,CLE,27.0,53,27,26,0.509,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,14.0,0.0,0.0,3.0,0.0,0.0,0.0,288,218,285,264,418,94,77,37,21,131,32,66,90,212,358,48,57,16,308
