player_id,player,nickname,team_id,team,age,gp,w,l,w_pct,travel,double_dribble,discontinued_dribble,off_three_sec,inbound,backcourt,off_goaltending,palming,off_foul,def_three_sec,charge,def_goaltending,lane,jump_ball,kicked_ball,gp_rank,w_rank,l_rank,w_pct_rank,travel_rank,double_dribble_rank,discontinued_dribble_rank,off_three_sec_rank,inbound_rank,backcourt_rank,off_goaltending_rank,palming_rank,off_foul_rank,def_three_sec_rank,charge_rank,def_goaltending_rank,lane_rank,jump_ball_rank,kicked_ball_rank
2738,Andre Iguodala,Andre,1610612744,GSW,33.0,16,15,1,0.938,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,5,6,10,7,7,6,16,1,1,6,2,6,18,54,25,1,3,40
1627745,Damian Jones,Damian,1610612744,GSW,22.0,4,4,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153,69,1,1,54,7,6,16,1,7,6,2,6,18,54,25,1,3,40
2561,David West,David,1610612744,GSW,36.0,17,16,1,0.941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,13,1,6,6,54,7,6,16,1,7,6,2,6,18,54,25,1,3,3
203110,Draymond Green,Draymond,1610612744,GSW,27.0,17,16,1,0.941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,13,1,6,6,54,7,6,16,1,7,6,2,6,5,6,25,1,3,3
203546,Ian Clark,Ian,1610612744,GSW,26.0,16,15,1,0.938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,5,6,10,54,7,6,16,1,7,6,2,6,18,54,25,1,3,40
201580,JaVale McGee,JaVale,1610612744,GSW,29.0,16,15,1,0.938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,20,5,6,10,54,7,6,16,1,7,6,2,6,18,54,7,1,3,40
203949,James Michael McAdoo,James Michael,1610612744,GSW,24.0,13,12,1,0.923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,19,6,17,54,7,6,16,1,7,6,2,6,18,54,25,1,3,40
201142,Kevin Durant,Kevin,1610612744,GSW,28.0,15,14,1,0.933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,1.0,28,8,6,13,54,7,6,16,1,7,6,2,6,5,6,9,1,3,13
202691,Klay Thompson,Klay,1610612744,GSW,27.0,17,16,1,0.941,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,1,6,6,7,1,6,16,1,7,6,2,6,18,54,25,1,3,40
2440,Matt Barnes,Matt,1610612744,GSW,37.0,12,11,1,0.917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49,21,6,18,54,7,6,16,1,7,6,2,6,18,54,25,1,3,40
1627775,Patrick McCaw,Patrick,1610612744,GSW,21.0,15,14,1,0.933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,28,8,6,13,54,7,6,16,1,7,6,2,1,18,54,25,1,3,40
2733,Shaun Livingston,Shaun,1610612744,GSW,31.0,14,13,1,0.929,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35,11,6,16,54,1,6,2,1,7,6,2,6,18,54,25,1,3,40
201939,Stephen Curry,Stephen,1610612744,GSW,29.0,17,16,1,0.941,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,13,1,6,6,54,1,6,16,1,1,6,2,6,18,20,25,1,3,40
2585,Zaza Pachulia,Zaza,1610612744,GSW,33.0,15,14,1,0.933,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,28,8,6,13,17,7,6,16,1,7,6,2,6,5,6,25,1,3,13
