close_def_person_id,player,team_id,team,pos,age,gp,g,freq,fgm_lt_10,fga_lt_10,lt_10_pct,ns_lt_10_pct,plusminus
2585,Zaza Pachulia,1610612742,DAL,C,32.0,5,5,0.738,27,45,0.6,0.588,0.012
1717,Dirk Nowitzki,1610612742,DAL,F,38.0,5,5,0.56,19,28,0.679,0.581,0.097
101109,Raymond Felton,1610612742,DAL,G,32.0,5,5,0.313,5,20,0.25,0.565,-0.315
1626257,Salah Mejri,1610612742,DAL,C,30.0,4,4,0.76,11,19,0.579,0.587,-0.008
2734,Devin Harris,1610612742,DAL,G,33.0,5,5,0.324,9,12,0.75,0.612,0.138
202083,Wesley Matthews,1610612742,DAL,G-F,29.0,5,4,0.129,6,9,0.667,0.602,0.065
200826,J.J. Barea,1610612742,DAL,G,32.0,4,4,0.276,6,8,0.75,0.598,0.152
203939,Dwight Powell,1610612742,DAL,F-C,24.0,4,3,0.381,4,8,0.5,0.523,-0.023
1626147,Justin Anderson,1610612742,DAL,G-F,22.0,5,4,0.263,1,5,0.2,0.571,-0.371
101135,David Lee,1610612742,DAL,F-C,33.0,2,2,0.385,4,5,0.8,0.586,0.214
201580,JaVale McGee,1610612742,DAL,C,28.0,1,1,0.5,0,2,0.0,0.468,-0.468
101114,Deron Williams,1610612742,DAL,G,32.0,2,2,0.111,1,2,0.5,0.534,-0.034
