close_def_person_id,player,team_id,team,pos,age,gp,g,freq,d_fgm,d_fga,d_fg_pct,normal_fg_pct,pct_plusminus
203110,Draymond Green,1610612744,GSW,F,28.0,21,21,1.0,153,380,0.403,0.476,-0.074
201142,Kevin Durant,1610612744,GSW,F,29.0,21,21,1.0,117,285,0.411,0.466,-0.055
202691,Klay Thompson,1610612744,GSW,G,28.0,21,21,1.0,96,218,0.44,0.462,-0.022
1626172,Kevon Looney,1610612744,GSW,F,22.0,20,20,1.0,87,216,0.403,0.473,-0.07
201939,Stephen Curry,1610612744,GSW,G,30.0,15,15,1.0,85,209,0.407,0.466,-0.059
2738,Andre Iguodala,1610612744,GSW,F-G,34.0,15,15,1.0,48,105,0.457,0.456,0.001
2561,David West,1610612744,GSW,F,37.0,17,17,1.0,45,102,0.441,0.458,-0.017
2733,Shaun Livingston,1610612744,GSW,G,32.0,21,21,1.0,50,102,0.49,0.465,0.025
201580,JaVale McGee,1610612744,GSW,C,30.0,12,12,1.0,38,100,0.38,0.481,-0.101
1628395,Jordan Bell,1610612744,GSW,C-F,23.0,17,17,1.0,35,94,0.372,0.453,-0.08
201156,Nick Young,1610612744,GSW,G-F,33.0,17,17,1.0,25,64,0.391,0.462,-0.071
1626188,Quinn Cook,1610612744,GSW,G,25.0,14,14,1.0,33,64,0.516,0.453,0.063
2585,Zaza Pachulia,1610612744,GSW,C,34.0,5,5,1.0,7,13,0.538,0.453,0.086
1627745,Damian Jones,1610612744,GSW,C,23.0,4,4,1.0,5,7,0.714,0.484,0.23
1627775,Patrick McCaw,1610612744,GSW,G,22.0,2,2,1.0,1,2,0.5,0.538,-0.038
