close_def_person_id,player,team_id,team,pos,age,gp,g,freq,fgm_lt_10,fga_lt_10,lt_10_pct,ns_lt_10_pct,plusminus
203110,Draymond Green,1610612744,GSW,F,28.0,21,21,0.492,97,187,0.519,0.602,-0.083
201142,Kevin Durant,1610612744,GSW,F,29.0,21,21,0.446,68,127,0.535,0.596,-0.061
201939,Stephen Curry,1610612744,GSW,G,30.0,15,15,0.526,55,110,0.5,0.584,-0.084
1626172,Kevon Looney,1610612744,GSW,F,22.0,20,17,0.495,61,107,0.57,0.594,-0.024
202691,Klay Thompson,1610612744,GSW,G,28.0,21,21,0.491,57,107,0.533,0.59,-0.057
2733,Shaun Livingston,1610612744,GSW,G,32.0,21,19,0.5,33,51,0.647,0.601,0.046
1628395,Jordan Bell,1610612744,GSW,C-F,23.0,17,13,0.521,22,49,0.449,0.575,-0.126
201580,JaVale McGee,1610612744,GSW,C,30.0,12,12,0.45,22,45,0.489,0.587,-0.098
2738,Andre Iguodala,1610612744,GSW,F-G,34.0,15,15,0.419,27,44,0.614,0.582,0.032
2561,David West,1610612744,GSW,F,37.0,17,16,0.382,21,39,0.538,0.573,-0.034
1626188,Quinn Cook,1610612744,GSW,G,25.0,14,11,0.438,20,28,0.714,0.579,0.135
201156,Nick Young,1610612744,GSW,G-F,33.0,17,12,0.422,16,27,0.593,0.591,0.002
2585,Zaza Pachulia,1610612744,GSW,C,34.0,5,4,0.462,3,6,0.5,0.594,-0.094
1627745,Damian Jones,1610612744,GSW,C,23.0,4,3,0.571,3,4,0.75,0.554,0.196
1627775,Patrick McCaw,1610612744,GSW,G,22.0,2,1,0.5,1,1,1.0,0.668,0.332
