close_def_person_id,player,team_id,team,player_position,age,gp,g,freq,fgm_gt_15,fga_gt_15,gt_15_pct,ns_gt_15_pct,plusminus
203076,Anthony Davis,1610612747,LAL,F-C,31.0,76,76,0.411,3.26,7.78,0.42,0.375,0.045
1630559,Austin Reaves,1610612747,LAL,G,26.0,82,82,0.459,2.57,6.67,0.386,0.382,0.004
1626156,D'Angelo Russell,1610612747,LAL,G,28.0,76,76,0.445,2.34,5.89,0.397,0.375,0.023
2544,LeBron James,1610612747,LAL,F,39.0,70,70,0.508,1.91,5.16,0.371,0.371,0.0
203915,Spencer Dinwiddie,1610612747,LAL,G,31.0,75,73,0.48,1.76,4.87,0.362,0.377,-0.015
1627752,Taurean Prince,1610612747,LAL,F,30.0,77,75,0.44,1.87,4.64,0.403,0.381,0.023
1629060,Rui Hachimura,1610612747,LAL,F,26.0,68,67,0.427,1.72,4.44,0.387,0.379,0.009
1629216,Gabe Vincent,1610612747,LAL,G,28.0,11,11,0.561,1.36,4.18,0.326,0.352,-0.026
1626174,Christian Wood,1610612747,LAL,F,28.0,49,48,0.495,1.57,4.18,0.376,0.364,0.012
1629629,Cam Reddish,1610612747,LAL,F-G,24.0,47,46,0.477,1.47,3.68,0.399,0.38,0.019
1629020,Jarred Vanderbilt,1610612747,LAL,F,25.0,29,28,0.467,1.45,3.38,0.429,0.384,0.045
1641793,D'Moi Hodge,1610612747,LAL,G,25.0,3,3,0.556,1.67,3.33,0.5,0.36,0.14
1629637,Jaxson Hayes,1610612747,LAL,C-F,24.0,67,64,0.438,1.04,3.3,0.317,0.37,-0.053
1631108,Max Christie,1610612747,LAL,G,21.0,61,58,0.452,1.15,3.18,0.361,0.379,-0.019
1630219,Skylar Mays,1610612747,LAL,G,26.0,31,27,0.453,0.58,2.16,0.269,0.358,-0.089
1630658,Colin Castleton,1610612747,LAL,C,24.0,11,7,0.429,0.55,1.36,0.4,0.337,0.063
1641720,Jalen Hood-Schifino,1610612747,LAL,G,21.0,15,9,0.459,0.47,1.13,0.412,0.34,0.072
1628385,Harry Giles III,1610612747,LAL,F-C,26.0,18,13,0.367,0.5,1.0,0.5,0.325,0.175
1641721,Maxwell Lewis,1610612747,LAL,F,21.0,19,11,0.429,0.21,0.79,0.267,0.33,-0.063
