season,team_id,team,team_name,game_id,game_date,matchup,wl,min,fgm,fga,fg_pct,fg3m,fg3a,fg3_pct,ftm,fta,ft_pct,oreb,dreb,reb,ast,tov,stl,blk,blka,pf,pfd,pts,plus_minus,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,fgm_rank,fga_rank,fg_pct_rank,fg3m_rank,fg3a_rank,fg3_pct_rank,ftm_rank,fta_rank,ft_pct_rank,oreb_rank,dreb_rank,reb_rank,ast_rank,tov_rank,stl_rank,blk_rank,blka_rank,pf_rank,pfd_rank,pts_rank,plus_minus_rank,available_flag,season_start,season_end,is_home,home,away,MON
2024-25,1610612753,ORL,Orlando Magic,22401186,2025-04-13,ORL @ ATL,L,48.0,40,88,0.455,15,35,0.429,10,15,0.667,12,31,43,25,15.0,11,5,2,8,15,105,-12.0,1,1231,1231,1231,121,1438,1314,1464,733,1495,461,2148,2021,2105,848,1488,1282,1358,1341,346,889,158,5,1892,1790,1899,1,2024,2025,False,ATL,ORL,APR
2024-25,1610612753,ORL,Orlando Magic,22401172,2025-04-11,ORL @ IND,W,48.0,49,85,0.576,13,32,0.406,18,21,0.857,8,27,35,32,20.0,14,11,7,28,19,129,14.0,1,1,1,1,121,174,1709,60,1171,1863,669,889,1164,515,1800,2068,2225,322,2199,81,32,1902,2403,971,270,421,1,2024,2025,False,IND,ORL,APR
2024-25,1610612753,ORL,Orlando Magic,22401156,2025-04-09,ORL vs. BOS,W,48.0,37,91,0.407,16,45,0.356,6,8,0.75,12,37,49,23,10.0,5,3,5,9,11,96,20.0,1,1,1,1,121,1946,899,2136,567,312,1251,2408,2420,1525,848,489,505,1759,264,1998,1712,1188,9,2370,2258,231,1,2024,2025,True,ORL,BOS,APR
2024-25,1610612753,ORL,Orlando Magic,22401149,2025-04-08,ORL vs. ATL,W,48.0,42,84,0.5,14,34,0.412,21,31,0.677,13,30,43,23,14.0,13,6,6,20,26,119,7.0,1,1,1,1,121,1068,1815,663,934,1627,622,506,202,2093,652,1652,1282,1759,1092,137,560,1573,1491,94,798,795,1,2024,2025,True,ORL,ATL,APR
2024-25,1610612753,ORL,Orlando Magic,22401112,2025-04-03,ORL @ WAS,W,48.0,38,82,0.463,11,30,0.367,22,25,0.88,13,34,47,27,12.0,7,8,3,12,20,109,12.0,1,1,1,1,121,1796,2022,1308,1661,2077,1129,406,666,381,652,926,705,1013,640,1360,187,384,92,767,1548,517,1,2024,2025,False,WAS,ORL,APR
2024-25,1610612753,ORL,Orlando Magic,22400988,2025-04-01,ORL @ SAS,W,48.0,43,90,0.478,18,47,0.383,12,12,1.0,10,31,41,28,13.0,12,7,4,15,14,116,11.0,1,1,1,1,121,866,1029,1036,288,200,937,1889,2282,1,1308,1488,1563,840,850,217,346,750,398,2064,1025,563,1,2024,2025,False,SAS,ORL,APR
2024-25,1610612753,ORL,Orlando Magic,22401091,2025-03-31,ORL vs. LAC,L,48.0,30,76,0.395,7,26,0.269,20,22,0.909,6,26,32,18,15.0,10,4,5,17,19,87,-9.0,1,1231,1231,1231,121,2431,2372,2259,2338,2340,2142,623,1008,208,2189,2171,2378,2327,1341,539,1274,1188,792,971,2421,1735,1,2024,2025,True,ORL,LAC,MAR
2024-25,1610612753,ORL,Orlando Magic,22401074,2025-03-29,ORL vs. SAC,W,48.0,44,89,0.494,18,39,0.462,15,24,0.625,13,36,49,31,14.0,10,2,6,18,21,121,30.0,1,1,1,1,121,703,1176,766,288,933,249,1416,791,2287,652,640,505,426,1092,539,2078,1573,1018,575,672,69,1,2024,2025,True,ORL,SAC,MAR
2024-25,1610612753,ORL,Orlando Magic,22401060,2025-03-27,ORL vs. DAL,L,48.0,34,80,0.425,5,30,0.167,19,24,0.792,10,34,44,14,17.0,5,5,1,20,17,92,-9.0,1,1231,1231,1231,121,2258,2190,1917,2427,2077,2441,756,791,1160,1308,926,1127,2444,1759,1998,889,35,1491,1444,2353,1735,1,2024,2025,True,ORL,DAL,MAR
2024-25,1610612753,ORL,Orlando Magic,22401045,2025-03-25,ORL @ CHA,W,48.0,41,90,0.456,13,42,0.31,16,19,0.842,13,37,50,22,11.0,5,4,3,21,22,111,7.0,1,1,1,1,121,1234,1029,1449,1171,568,1801,1228,1458,642,652,489,427,1909,429,1998,1274,384,1694,416,1402,795,1,2024,2025,False,CHA,ORL,MAR
