season,team_id,team,team_name,game_id,game_date,matchup,wl,min,pts_off_tov,pts_2nd_chance,pts_fb,pts_paint,opp_pts_off_tov,opp_pts_2nd_chance,opp_pts_fb,opp_pts_paint,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,pts_off_tov_rank,pts_2nd_chance_rank,pts_fb_rank,pts_paint_rank,opp_pts_off_tov_rank,opp_pts_2nd_chance_rank,opp_pts_fb_rank,opp_pts_paint_rank,available_flag,season_start,season_end
2018-19,1610612751,BKN,Brooklyn Nets,21801221,2019-04-10T00:00:00,BKN vs. MIA,W,44.4,11.1,14.8,17.6,40.7,11.1,10.2,13.9,40.7,0,0,0,1,135,1951,862,596,1898,498,775,1402,566,1,2018,2019
2018-19,1610612758,SAC,Sacramento Kings,21801230,2019-04-10T00:00:00,SAC @ POR,L,48.0,25.0,17.0,9.0,50.0,17.0,20.0,4.0,54.0,0,0,0,1231,135,186,548,1799,956,1420,2192,107,1819,1,2018,2019
2018-19,1610612755,PHI,Philadelphia 76ers,21801224,2019-04-10T00:00:00,PHI vs. CHI,W,50.0,18.8,19.8,13.5,66.7,11.5,11.5,25.0,64.6,0,0,0,1,135,759,282,1107,62,545,1029,2303,2355,1,2018,2019
2018-19,1610612759,SAS,San Antonio Spurs,21801227,2019-04-10T00:00:00,SAS vs. DAL,W,49.5,9.3,10.3,9.3,47.4,13.4,6.2,12.4,37.1,0,0,0,1,135,2179,1639,1758,1262,825,215,1173,313,1,2018,2019
2018-19,1610612765,DET,Detroit Pistons,21801223,2019-04-10T00:00:00,DET @ NYK,W,49.5,8.2,15.5,6.2,43.3,16.5,4.1,3.1,33.0,0,0,0,1,135,2261,759,2161,1682,1343,76,67,123,1,2018,2019
2018-19,1610612744,GSW,Golden State Warriors,21801225,2019-04-10T00:00:00,GSW @ MEM,L,47.5,13.9,11.9,20.8,47.5,13.9,20.8,18.8,41.6,0,0,0,1231,135,1545,1344,334,1240,897,2253,1964,621,1,2018,2019
2018-19,1610612763,MEM,Memphis Grizzlies,21801225,2019-04-10T00:00:00,MEM vs. GSW,W,47.5,13.9,20.8,18.8,41.6,13.9,11.9,20.8,47.5,0,0,0,1,135,1545,205,489,1826,897,1105,2125,1197,1,2018,2019
2018-19,1610612760,OKC,Oklahoma City Thunder,21801226,2019-04-10T00:00:00,OKC @ MIL,W,43.2,10.8,5.4,25.2,41.4,10.8,11.7,14.4,41.4,0,0,0,1,135,1990,2312,137,1844,465,1085,1450,613,1,2018,2019
2018-19,1610612743,DEN,Denver Nuggets,21801228,2019-04-10T00:00:00,DEN vs. MIN,W,50.0,5.2,14.6,8.3,45.8,12.5,9.4,7.3,39.6,0,0,0,1,135,2406,892,1888,1445,688,629,421,456,1,2018,2019
2018-19,1610612754,IND,Indiana Pacers,21801220,2019-04-10T00:00:00,IND @ ATL,W,44.4,23.1,18.5,20.4,55.6,9.3,30.6,11.1,48.1,0,0,0,1,135,299,386,365,520,275,2455,957,1283,1,2018,2019
2018-19,1610612762,UTA,Utah Jazz,21801229,2019-04-10T00:00:00,UTA @ LAC,L,44.5,8.4,16.0,17.6,43.7,16.8,11.8,18.5,63.9,0,0,0,1231,21,2254,698,590,1653,1378,1089,1946,2337,1,2018,2019
2018-19,1610612741,CHI,Chicago Bulls,21801224,2019-04-10T00:00:00,CHI @ PHI,L,50.0,11.5,11.5,25.0,64.6,18.8,19.8,13.5,66.7,0,0,0,1231,135,1912,1423,140,103,1690,2172,1345,2391,1,2018,2019
2018-19,1610612753,ORL,Orlando Magic,21801222,2019-04-10T00:00:00,ORL @ CHA,W,51.6,11.8,15.1,4.3,66.7,8.6,7.5,12.9,62.4,0,0,0,1,135,1862,816,2298,62,221,337,1255,2284,1,2018,2019
2018-19,1610612766,CHA,Charlotte Hornets,21801222,2019-04-10T00:00:00,CHA vs. ORL,L,51.6,8.6,7.5,12.9,62.4,11.8,15.1,4.3,66.7,0,0,0,1231,135,2240,2120,1199,171,596,1638,158,2391,1,2018,2019
2018-19,1610612757,POR,Portland Trail Blazers,21801230,2019-04-10T00:00:00,POR vs. SAC,W,48.5,17.2,20.2,4.0,54.5,25.3,17.2,9.1,50.5,0,0,0,1,135,1007,247,2342,592,2276,1923,665,1529,1,2018,2019
2018-19,1610612752,NYK,New York Knicks,21801223,2019-04-10T00:00:00,NYK vs. DET,L,50.5,16.8,4.2,3.2,33.7,8.4,15.8,6.3,44.2,0,0,0,1231,135,1052,2373,2385,2296,209,1735,311,845,1,2018,2019
