group_set,player_id,player_name,nickname,team_id,team_abbreviation,age,gp,w,l,w_pct,min,usg_pct,pct_fgm,pct_fga,pct_fg3m,pct_fg3a,pct_ftm,pct_fta,pct_oreb,pct_dreb,pct_reb,pct_ast,pct_tov,pct_stl,pct_blk,pct_blka,pct_pf,pct_pfd,pct_pts,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,usg_pct_rank,pct_fgm_rank,pct_fga_rank,pct_fg3m_rank,pct_fg3a_rank,pct_ftm_rank,pct_fta_rank,pct_oreb_rank,pct_dreb_rank,pct_reb_rank,pct_ast_rank,pct_tov_rank,pct_stl_rank,pct_blk_rank,pct_blka_rank,pct_pf_rank,pct_pfd_rank,pct_pts_rank,team
Players,1628021,David Nwaba,David,1610612739,CLE,26.0,14,7,7,0.5,26.0,0.063,0.053,0.065,0.0,0.0,0.063,0.118,0.333,0.286,0.296,0.2,0.0,0.333,0.5,0.125,0.353,0.067,0.048,240,223,203,178,263,373,331,375,234,314,261,217,78,83,75,132,1,64,31,261,391,293,348,CLE
Players,203089,John Henson,John,1610612739,CLE,28.0,1,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,415,365,1,1,439,403,348,393,234,314,295,308,276,365,378,297,1,242,217,1,1,329,364,CLE
Players,1626204,Larry Nance Jr.,Larry,1610612739,CLE,26.0,23,8,15,0.348,54.0,0.144,0.19,0.129,0.083,0.031,0.0,0.133,0.529,0.326,0.381,0.1,0.308,0.333,0.5,0.182,0.25,0.091,0.149,153,204,354,352,182,212,154,260,218,305,295,202,23,64,39,232,393,64,31,299,317,269,218,CLE
Players,201567,Kevin Love,Kevin,1610612739,CLE,30.0,8,2,6,0.25,15.0,0.244,0.273,0.219,0.25,0.286,0.571,0.5,0.0,0.467,0.333,0.0,0.0,0.0,0.0,0.333,0.3,0.429,0.333,292,331,179,388,296,72,78,113,101,83,13,19,276,22,48,297,1,242,217,372,359,25,41,CLE
Players,1626166,Cameron Payne,Cameron,1610612739,CLE,24.0,6,2,4,0.333,28.0,0.175,0.158,0.19,0.167,0.2,0.3,0.2,0.4,0.059,0.136,0.5,0.182,0.25,0.0,1.0,0.2,0.091,0.185,327,331,129,354,257,144,207,147,153,154,76,140,55,351,275,17,297,100,217,442,254,269,157,CLE
Players,203903,Jordan Clarkson,Jordan,1610612739,CLE,27.0,29,9,20,0.31,67.0,0.284,0.25,0.309,0.25,0.422,0.269,0.216,0.263,0.196,0.215,0.318,0.294,0.286,0.333,0.0,0.111,0.241,0.254,97,186,421,378,150,47,88,43,101,23,85,127,116,186,168,72,386,86,71,1,122,112,84,CLE
Players,1627737,Marquese Chriss,Marquese,1610612739,CLE,21.0,1,0,1,0.0,13.0,0.323,0.556,0.296,0.5,0.222,1.0,1.0,0.429,0.143,0.286,0.167,0.5,1.0,0.0,0.667,0.444,0.667,0.583,415,417,19,417,303,35,5,49,10,134,1,1,49,250,82,166,434,1,217,435,414,5,5,CLE
Players,202688,Brandon Knight,Brandon,1610612739,CLE,27.0,1,0,1,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,415,417,19,417,371,403,348,393,234,314,295,308,276,365,378,297,1,242,217,1,1,329,364,CLE
Players,1627790,Ante Zizic,Ante,1610612739,CLE,22.0,11,6,5,0.545,32.0,0.059,0.0,0.057,0.0,0.0,0.0,0.0,0.167,0.143,0.147,0.0,0.2,0.0,0.0,0.286,0.263,0.0,0.0,267,240,156,151,244,383,348,379,234,314,295,308,167,250,260,297,310,242,217,349,335,329,364,CLE
Players,1628417,Jaron Blossomgame,Jaron,1610612739,CLE,25.0,2,0,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,388,417,72,417,429,403,348,393,234,314,295,308,276,365,378,297,1,242,217,1,1,329,364,CLE
