GROUP_SET,PLAYER_ID,PLAYER_NAME,NICKNAME,TEAM_ID,TEAM_ABBREVIATION,AGE,GP,W,L,W_PCT,MIN,USG_PCT,PCT_FGM,PCT_FGA,PCT_FG3M,PCT_FG3A,PCT_FTM,PCT_FTA,PCT_OREB,PCT_DREB,PCT_REB,PCT_AST,PCT_TOV,PCT_STL,PCT_BLK,PCT_BLKA,PCT_PF,PCT_PFD,PCT_PTS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,USG_PCT_RANK,PCT_FGM_RANK,PCT_FGA_RANK,PCT_FG3M_RANK,PCT_FG3A_RANK,PCT_FTM_RANK,PCT_FTA_RANK,PCT_OREB_RANK,PCT_DREB_RANK,PCT_REB_RANK,PCT_AST_RANK,PCT_TOV_RANK,PCT_STL_RANK,PCT_BLK_RANK,PCT_BLKA_RANK,PCT_PF_RANK,PCT_PFD_RANK,PCT_PTS_RANK
Players,203460,Andre Roberson,Andre,1610612760,OKC,24.0,24,11,13,0.458,51.0,0.059,0.156,0.071,0.2,0.038,0.0,0.039,0.333,0.229,0.264,0.0,0.059,0.222,0.286,0.2,0.132,0.029,0.102,163,157,281,248,188,370,210,346,127,265,299,300,84,143,105,287,171,128,95,301,120,321,278
Players,201627,Anthony Morrow,Anthony,1610612760,OKC,30.0,18,7,11,0.389,21.0,0.058,0.043,0.063,0.25,0.071,0.136,0.125,0.0,0.071,0.056,0.1,0.0,0.0,0.0,0.0,0.1,0.067,0.083,211,215,251,302,281,373,333,357,101,248,190,213,270,338,359,221,1,237,200,1,82,291,312
Players,1626166,Cameron Payne,Cameron,1610612760,OKC,21.0,4,3,1,0.75,12.0,0.292,0.25,0.316,0.0,0.333,0.0,0.0,0.25,0.0,0.083,1.0,0.333,0.0,0.0,0.0,0.75,0.0,0.2,339,293,31,44,317,39,93,41,209,61,299,312,120,356,340,1,380,237,200,1,424,326,147
Players,203079,Dion Waiters,Dion,1610612760,OKC,24.0,38,20,18,0.526,131.0,0.084,0.071,0.094,0.056,0.135,0.035,0.039,0.133,0.097,0.109,0.07,0.121,0.133,0.043,0.063,0.141,0.045,0.06,38,45,361,173,55,330,307,316,200,215,288,300,184,325,307,261,229,189,197,236,131,311,338
Players,202683,Enes Freedom,Enes,1610612760,OKC,24.0,20,13,7,0.65,36.0,0.118,0.182,0.098,0.0,0.105,0.208,0.207,0.375,0.333,0.346,0.0,0.125,0.0,0.333,0.0,0.211,0.2,0.183,196,129,188,80,223,275,176,311,209,229,127,136,72,41,46,287,232,237,70,1,253,134,166
Players,203962,Josh Huestis,Josh,1610612760,OKC,24.0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,404,408,31,408,429,390,342,379,209,275,299,312,270,356,370,287,1,237,200,1,1,326,359
Players,201142,Kevin Durant,Kevin,1610612760,OKC,27.0,37,20,17,0.541,144.0,0.389,0.423,0.427,0.6,0.493,0.442,0.438,0.021,0.236,0.17,0.227,0.184,0.0,0.192,0.316,0.145,0.382,0.439,51,45,341,158,38,13,21,14,18,17,28,28,269,132,213,118,297,237,137,367,145,33,14
Players,202713,Kyle Singler,Kyle,1610612760,OKC,28.0,9,5,4,0.556,16.0,0.043,0.0,0.063,0.0,0.2,0.0,0.0,0.167,0.154,0.158,0.2,0.0,0.0,0.0,0.0,0.111,0.125,0.0,289,252,127,142,291,383,342,357,209,156,299,312,161,234,236,127,1,237,200,1,93,225,359
Players,2555,Nick Collison,Nick,1610612760,OKC,35.0,4,2,2,0.5,3.0,0.077,0.0,0.111,0.0,0.0,0.0,0.0,0.333,0.333,0.333,1.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,339,326,75,188,390,340,342,282,209,275,299,312,84,41,51,1,1,237,200,1,229,326,359
Players,200751,Randy Foye,Randy,1610612760,OKC,32.0,24,11,13,0.458,59.0,0.087,0.024,0.077,0.111,0.147,0.182,0.152,0.0,0.122,0.094,0.111,0.071,0.091,0.4,0.0,0.13,0.152,0.073,163,157,281,248,173,324,340,334,176,200,146,185,270,287,324,209,181,215,57,1,117,199,322
Players,201566,Russell Westbrook,Russell,1610612760,OKC,27.0,42,22,20,0.524,161.0,0.36,0.331,0.356,0.261,0.345,0.416,0.383,0.173,0.239,0.219,0.615,0.512,0.556,0.107,0.476,0.25,0.427,0.349,16,25,395,178,18,17,50,26,99,55,34,40,159,127,160,12,432,14,172,403,299,21,32
Players,201586,Serge Ibaka,Serge,1610612760,OKC,26.0,39,20,19,0.513,130.0,0.11,0.139,0.114,0.056,0.061,0.083,0.081,0.25,0.223,0.231,0.093,0.156,0.111,0.391,0.235,0.257,0.081,0.118,32,45,379,185,56,295,228,275,200,255,250,268,120,146,140,232,269,203,64,325,323,273,259
Players,203500,Steven Adams,Steven,1610612760,OKC,22.0,33,19,14,0.576,112.0,0.096,0.099,0.085,0.0,0.0,0.111,0.174,0.422,0.238,0.302,0.0,0.107,0.294,0.316,0.0,0.281,0.196,0.095,81,64,298,121,90,311,273,325,209,275,221,167,65,130,80,287,215,86,88,1,344,149,294
