season,team_id,team,team_name,game_id,game_date,matchup,wl,min,fgm,fga,fg_pct,fg3m,fg3a,fg3_pct,ftm,fta,ft_pct,oreb,dreb,reb,ast,tov,stl,blk,blka,pf,pfd,pts,plus_minus,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,fgm_rank,fga_rank,fg_pct_rank,fg3m_rank,fg3a_rank,fg3_pct_rank,ftm_rank,fta_rank,ft_pct_rank,oreb_rank,dreb_rank,reb_rank,ast_rank,tov_rank,stl_rank,blk_rank,blka_rank,pf_rank,pfd_rank,pts_rank,plus_minus_rank,available_flag,season_start,season_end,is_home,home,away
2023-24,1610612749,MIL,Milwaukee Bucks,42300125,2024-04-30,MIL vs. IND,W,48.0,44,84,0.524,11,29,0.379,16,20,0.8,11,33,44,23,11.0,8,4,3,15,18,115,23.0,1,1,1,1,7,27,82,26,87,121,58,70,78,72,51,61,56,73,55,34,85,34,17,87,39,14,1,2023,2024,True,MIL,IND
2023-24,1610612752,NYK,New York Knicks,42300115,2024-04-30,NYK vs. PHI,L,53.0,40,86,0.465,10,36,0.278,16,24,0.667,6,34,40,19,15.0,10,8,7,19,23,106,-6.0,1,83,83,83,1,61,62,79,102,46,129,70,44,138,140,45,101,124,130,11,11,127,79,23,75,104,1,2023,2024,True,NYK,PHI
2023-24,1610612753,ORL,Orlando Magic,42300135,2024-04-30,ORL @ CLE,L,48.0,36,78,0.462,9,31,0.29,22,29,0.759,7,36,43,17,14.0,5,7,3,17,25,103,-1.0,1,83,83,83,7,110,138,85,119,100,124,20,19,99,124,24,71,149,102,96,22,34,44,9,97,83,1,2023,2024,False,CLE,ORL
2023-24,1610612739,CLE,Cleveland Cavaliers,42300135,2024-04-30,CLE vs. ORL,W,48.0,38,88,0.432,13,37,0.351,15,19,0.789,8,31,39,23,10.0,9,3,7,25,17,104,1.0,1,1,1,1,7,83,42,115,48,34,78,84,88,80,105,93,115,73,41,18,109,127,150,104,92,80,1,2023,2024,True,CLE,ORL
2023-24,1610612754,IND,Indiana Pacers,42300125,2024-04-30,IND @ MIL,L,48.0,36,81,0.444,12,38,0.316,8,13,0.615,10,26,36,25,13.0,3,3,4,18,15,92,-23.0,1,83,83,83,7,110,114,102,68,31,107,155,138,157,69,140,128,49,91,151,109,57,62,134,141,150,1,2023,2024,False,MIL,IND
2023-24,1610612755,PHI,Philadelphia 76ers,42300115,2024-04-30,PHI @ NYK,W,53.0,42,91,0.462,15,39,0.385,13,19,0.684,12,34,46,28,17.0,5,7,8,23,19,112,6.0,1,1,1,1,1,44,15,85,21,25,51,109,88,131,40,45,40,22,150,96,22,144,134,73,50,60,1,2023,2024,False,NYK,PHI
2023-24,1610612748,MIA,Miami Heat,42300104,2024-04-29,MIA vs. BOS,L,48.0,35,86,0.407,9,33,0.273,9,12,0.75,8,34,42,17,15.0,4,3,3,18,20,88,-14.0,1,83,83,83,7,123,62,142,119,80,131,144,150,101,105,45,83,149,130,131,109,34,62,56,154,133,1,2023,2024,True,MIA,BOS
2023-24,1610612747,LAL,Los Angeles Lakers,42300155,2024-04-29,LAL @ DEN,L,48.0,39,84,0.464,10,35,0.286,18,27,0.667,11,30,41,30,9.0,7,6,1,12,16,106,-2.0,1,83,83,83,7,71,82,81,102,56,125,45,23,138,51,104,91,13,19,53,39,4,2,122,75,86,1,2023,2024,False,DEN,LAL
2023-24,1610612743,DEN,Denver Nuggets,42300155,2024-04-29,DEN vs. LAL,W,48.0,42,89,0.472,16,38,0.421,8,9,0.889,9,36,45,28,14.0,6,1,6,16,12,108,2.0,1,1,1,1,7,44,30,68,13,31,35,155,159,21,89,24,46,22,102,73,154,101,32,161,67,77,1,2023,2024,True,DEN,LAL
2023-24,1610612738,BOS,Boston Celtics,42300104,2024-04-29,BOS @ MIA,W,48.0,36,86,0.419,14,37,0.378,16,18,0.889,11,35,46,21,11.0,5,3,3,20,18,102,14.0,1,1,1,1,7,110,62,131,33,34,60,70,101,21,51,36,40,103,55,96,109,34,93,87,102,31,1,2023,2024,False,MIA,BOS
