season,team_id,team,team_name,game_id,game_date,matchup,wl,min,pct_fga_2pt,pct_fga_3pt,pct_pts_2pt,pct_pts_2pt_mr,pct_pts_3pt,pct_pts_fb,pct_pts_ft,pct_pts_off_tov,pct_pts_paint,pct_ast_2pm,pct_uast_2pm,pct_ast_3pm,pct_uast_3pm,pct_ast_fgm,pct_uast_fgm,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,pct_fga_2pt_rank,pct_fga_3pt_rank,pct_pts_2pt_rank,pct_pts_2pt_mr_rank,pct_pts_3pt_rank,pct_pts_fb_rank,pct_pts_ft_rank,pct_pts_off_tov_rank,pct_pts_paint_rank,pct_ast_2pm_rank,pct_uast_2pm_rank,pct_ast_3pm_rank,pct_uast_3pm_rank,pct_ast_fgm_rank,pct_uast_fgm_rank,available_flag,season_start,season_end,is_home,home,away
2023-24,1610612755,PHI,Philadelphia 76ers,42300115,2024-04-30,PHI @ NYK,W,53.0,0.571,0.429,0.482,0.143,0.402,0.054,0.116,0.161,0.339,0.593,0.407,0.8,0.2,0.667,0.333,0,0,0,0,1,120,43,111,23,26,151,121,56,144,39,126,84,74,38,123,1,2023,2024,False,NYK,PHI
2023-24,1610612752,NYK,New York Knicks,42300115,2024-04-30,NYK vs. PHI,L,53.0,0.581,0.419,0.566,0.189,0.283,0.151,0.151,0.198,0.377,0.4,0.6,0.7,0.3,0.475,0.525,0,0,0,0,1,113,51,41,5,123,31,76,21,118,140,22,124,41,153,12,1,2023,2024,True,NYK,PHI
2023-24,1610612753,ORL,Orlando Magic,42300135,2024-04-30,ORL @ CLE,L,48.0,0.603,0.397,0.524,0.233,0.262,0.068,0.214,0.078,0.291,0.333,0.667,0.889,0.111,0.472,0.528,0,0,0,0,7,79,86,79,3,131,137,22,139,161,158,6,42,118,154,9,1,2023,2024,False,CLE,ORL
2023-24,1610612739,CLE,Cleveland Cavaliers,42300135,2024-04-30,CLE vs. ORL,W,48.0,0.58,0.42,0.481,0.077,0.375,0.183,0.144,0.163,0.404,0.56,0.44,0.692,0.308,0.605,0.395,0,0,0,0,7,115,49,115,88,44,15,88,53,98,51,111,125,38,63,99,1,2023,2024,True,CLE,ORL
2023-24,1610612754,IND,Indiana Pacers,42300125,2024-04-30,IND @ MIL,L,48.0,0.531,0.469,0.522,0.065,0.391,0.054,0.087,0.152,0.457,0.542,0.458,1.0,0.0,0.694,0.306,0,0,0,0,7,146,19,82,115,34,150,146,67,58,61,104,1,150,24,141,1,2023,2024,False,MIL,IND
2023-24,1610612749,MIL,Milwaukee Bucks,42300125,2024-04-30,MIL vs. IND,W,48.0,0.655,0.345,0.574,0.139,0.287,0.096,0.139,0.2,0.435,0.455,0.545,0.727,0.273,0.523,0.477,0,0,0,0,7,35,129,39,25,120,109,94,16,79,113,50,117,48,132,31,1,2023,2024,True,MIL,IND
2023-24,1610612747,LAL,Los Angeles Lakers,42300155,2024-04-29,LAL @ DEN,L,48.0,0.583,0.417,0.547,0.057,0.283,0.142,0.17,0.16,0.491,0.724,0.276,0.9,0.1,0.769,0.231,0,0,0,0,7,110,54,55,121,123,44,54,59,37,7,158,34,124,4,160,1,2023,2024,False,DEN,LAL
2023-24,1610612760,OKC,Oklahoma City Thunder,42300144,2024-04-29,OKC @ NOP,W,48.0,0.512,0.488,0.474,0.0,0.371,0.165,0.155,0.206,0.474,0.304,0.696,0.917,0.083,0.514,0.486,0,0,0,0,7,151,14,118,161,49,23,71,13,45,160,5,25,133,135,28,1,2023,2024,False,NOP,OKC
2023-24,1610612740,NOP,New Orleans Pelicans,42300144,2024-04-29,NOP vs. OKC,L,48.0,0.6,0.4,0.539,0.135,0.27,0.112,0.191,0.09,0.404,0.625,0.375,0.875,0.125,0.688,0.313,0,0,0,0,7,82,81,66,27,128,85,36,127,97,27,137,49,109,27,137,1,2023,2024,True,NOP,OKC
2023-24,1610612748,MIA,Miami Heat,42300104,2024-04-29,MIA vs. BOS,L,48.0,0.616,0.384,0.591,0.068,0.307,0.091,0.102,0.114,0.523,0.385,0.615,0.778,0.222,0.486,0.514,0,0,0,0,7,71,94,27,106,103,112,135,102,17,147,18,98,63,149,16,1,2023,2024,True,MIA,BOS
2023-24,1610612738,BOS,Boston Celtics,42300104,2024-04-29,BOS @ MIA,W,48.0,0.57,0.43,0.431,0.039,0.412,0.157,0.157,0.196,0.392,0.455,0.545,0.786,0.214,0.583,0.417,0,0,0,0,7,123,41,139,139,21,25,69,23,109,113,50,92,68,84,80,1,2023,2024,False,MIA,BOS
2023-24,1610612743,DEN,Denver Nuggets,42300155,2024-04-29,DEN vs. LAL,W,48.0,0.573,0.427,0.481,0.056,0.444,0.13,0.074,0.074,0.426,0.538,0.462,0.875,0.125,0.667,0.333,0,0,0,0,7,119,46,113,126,14,60,157,146,86,62,103,49,109,38,123,1,2023,2024,True,DEN,LAL
2023-24,1610612754,IND,Indiana Pacers,42300124,2024-04-28,IND vs. MIL,W,48.0,0.517,0.483,0.381,0.079,0.524,0.056,0.095,0.063,0.302,0.583,0.417,0.864,0.136,0.717,0.283,0,0,0,0,7,150,15,157,80,3,149,142,153,157,40,124,60,104,15,149,1,2023,2024,True,IND,MIL
2023-24,1610612746,LAC,LA Clippers,42300174,2024-04-28,LAC @ DAL,W,48.0,0.638,0.363,0.431,0.034,0.466,0.103,0.103,0.198,0.397,0.4,0.6,0.667,0.333,0.512,0.488,0,0,0,0,7,49,115,140,149,10,100,134,20,104,140,22,129,30,141,24,1,2023,2024,False,DAL,LAC
2023-24,1610612752,NYK,New York Knicks,42300114,2024-04-28,NYK @ PHI,W,48.0,0.686,0.314,0.619,0.165,0.216,0.124,0.165,0.072,0.454,0.433,0.567,0.857,0.143,0.514,0.486,0,0,0,0,7,16,149,15,15,154,71,61,147,61,128,37,62,100,138,26,1,2023,2024,False,PHI,NYK
2023-24,1610612756,PHX,Phoenix Suns,42300164,2024-04-28,PHX vs. MIN,L,48.0,0.649,0.351,0.483,0.069,0.259,0.121,0.259,0.216,0.414,0.393,0.607,0.9,0.1,0.526,0.474,0,0,0,0,7,39,126,110,102,132,76,5,11,94,144,20,34,124,128,36,1,2023,2024,True,PHX,MIN
2023-24,1610612742,DAL,Dallas Mavericks,42300174,2024-04-28,DAL vs. LAC,L,48.0,0.593,0.407,0.523,0.144,0.297,0.108,0.18,0.09,0.378,0.448,0.552,0.818,0.182,0.55,0.45,0,0,0,0,7,94,71,81,22,112,92,44,126,116,119,44,74,85,112,52,1,2023,2024,True,DAL,LAC
2023-24,1610612755,PHI,Philadelphia 76ers,42300114,2024-04-28,PHI vs. NYK,L,48.0,0.598,0.402,0.435,0.087,0.293,0.196,0.272,0.076,0.348,0.8,0.2,0.778,0.222,0.793,0.207,0,0,0,0,7,87,78,135,72,115,8,3,142,138,1,164,98,63,1,164,1,2023,2024,True,PHI,NYK
2023-24,1610612750,MIN,Minnesota Timberwolves,42300164,2024-04-28,MIN @ PHX,W,48.0,0.596,0.404,0.426,0.049,0.369,0.033,0.205,0.115,0.377,0.462,0.538,0.733,0.267,0.561,0.439,0,0,0,0,7,88,76,143,131,50,162,28,101,121,103,56,114,49,101,64,1,2023,2024,False,PHX,MIN
2023-24,1610612749,MIL,Milwaukee Bucks,42300124,2024-04-28,MIL @ IND,L,48.0,0.633,0.367,0.602,0.177,0.319,0.044,0.08,0.035,0.425,0.441,0.559,0.917,0.083,0.565,0.435,0,0,0,0,7,57,108,22,8,91,156,153,161,89,124,41,25,133,96,69,1,2023,2024,False,IND,MIL
2023-24,1610612747,LAL,Los Angeles Lakers,42300154,2024-04-27,LAL vs. DEN,W,48.0,0.717,0.283,0.672,0.067,0.202,0.067,0.126,0.109,0.605,0.45,0.55,0.625,0.375,0.479,0.521,0,0,0,0,7,6,159,9,111,157,139,109,108,6,117,47,142,22,152,13,1,2023,2024,True,LAL,DEN
