season,player_id,player,nickname,team_id,team,team_name,game_id,game_date,matchup,wl,min,pct_fga_2pt,pct_fga_3pt,pct_pts_2pt,pct_pts_2pt_mr,pct_pts_3pt,pct_pts_fb,pct_pts_ft,pct_pts_off_tov,pct_pts_paint,pct_ast_2pm,pct_uast_2pm,pct_ast_3pm,pct_uast_3pm,pct_ast_fgm,pct_uast_fgm,fgm,fga,fg_pct,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,pct_fga_2pt_rank,pct_fga_3pt_rank,pct_pts_2pt_rank,pct_pts_2pt_mr_rank,pct_pts_3pt_rank,pct_pts_fb_rank,pct_pts_ft_rank,pct_pts_off_tov_rank,pct_pts_paint_rank,pct_ast_2pm_rank,pct_uast_2pm_rank,pct_ast_3pm_rank,pct_uast_3pm_rank,pct_ast_fgm_rank,pct_uast_fgm_rank,fgm_rank,fga_rank,fg_pct_rank,available_flag,min_sec,season_start,season_end
2015-16,203138,Hollis Thompson,Hollis,1610612755,PHI,Philadelphia 76ers,21501222,2016-04-13T00:00:00,PHI @ CHI,L,31.3,0.538,0.462,0.476,0.19,0.429,0.143,0.095,0.19,0.286,0.8,0.2,1.0,0.0,0.875,0.125,8,13,0.615,1,13074,13074,13074,6457,18373,6444,15343,7702,5088,7590,12562,8074,14760,6045,14520,1,2592,6815,15563,1806,4281,4722,1.0,31:19,2015,2016
2015-16,203924,Jerami Grant,Jerami,1610612755,PHI,Philadelphia 76ers,21501222,2016-04-13T00:00:00,PHI @ CHI,L,38.2,0.714,0.286,0.5,0.0,0.3,0.2,0.2,0.1,0.5,1.0,0.0,1.0,0.0,1.0,0.0,7,14,0.5,1,13074,13074,13074,1424,13191,11262,14094,11228,7801,5689,7670,11122,8633,1,15334,1,2592,1,15808,2864,3506,7886,1.0,38:12,2015,2016
2015-16,203496,Robert Covington,Robert,1610612755,PHI,Philadelphia 76ers,21501222,2016-04-13T00:00:00,PHI @ CHI,L,41.9,0.235,0.765,0.074,0.0,0.667,0.185,0.259,0.296,0.074,0.0,1.0,1.0,0.0,0.857,0.143,7,17,0.412,1,13074,13074,13074,326,23396,1514,20938,11228,2161,6351,5894,4782,18823,16482,1,1,2592,6954,15362,2864,1681,13908,1.0,41:52,2015,2016
2015-16,204456,T.J. McConnell,T.J.,1610612755,PHI,Philadelphia 76ers,21501222,2016-04-13T00:00:00,PHI @ CHI,L,21.8,0.833,0.167,0.667,0.0,0.333,0.222,0.0,0.778,0.667,0.0,1.0,1.0,0.0,0.25,0.75,4,6,0.667,1,13074,13074,13074,14389,9661,14739,9490,11228,7002,5158,14161,649,5082,16482,1,1,2592,18519,3412,8539,14041,2883,1.0,21:45,2015,2016
2015-16,202397,Ish Smith,Ish,1610612755,PHI,Philadelphia 76ers,21501222,2016-04-13T00:00:00,PHI @ CHI,L,37.6,0.538,0.462,0.4,0.2,0.6,0.0,0.0,0.0,0.2,0.0,1.0,1.0,0.0,0.5,0.5,4,13,0.308,1,13074,13074,13074,1715,18373,6444,16416,7222,2448,9917,14161,12059,16995,16482,1,1,2592,12979,6652,8539,4281,18598,1.0,37:34,2015,2016
2015-16,203457,Nerlens Noel,Nerlens,1610612755,PHI,Philadelphia 76ers,21501222,2016-04-13T00:00:00,PHI @ CHI,L,32.6,0.9,0.1,0.857,0.286,0.0,0.0,0.143,0.143,0.571,0.667,0.333,0.0,0.0,0.667,0.333,3,10,0.3,1,13074,13074,13074,5408,8296,16425,5878,4847,11051,9917,10320,9651,7414,7446,12045,10164,2592,9775,10913,11544,7514,18745,1.0,32:37,2015,2016
2015-16,203088,Kendall Marshall,Kendall,1610612755,PHI,Philadelphia 76ers,21501222,2016-04-13T00:00:00,PHI @ CHI,L,36.7,0.5,0.5,0.182,0.0,0.818,0.0,0.0,0.273,0.182,0.0,1.0,1.0,0.0,0.75,0.25,4,8,0.5,1,13074,13074,13074,2297,18618,4464,20336,11228,1206,9917,14161,5363,17362,16482,1,1,2592,8290,13125,8539,10529,7886,1.0,36:41,2015,2016
2015-16,203138,Hollis Thompson,Hollis,1610612755,PHI,Philadelphia 76ers,21501214,2016-04-12T00:00:00,PHI @ TOR,L,30.7,0.273,0.727,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3,11,0.273,1,13074,13074,13074,6938,23028,1861,20947,11228,1,9917,14161,12059,18861,16482,15334,1,2592,1,15808,11544,6284,19531,1.0,30:43,2015,2016
2015-16,203496,Robert Covington,Robert,1610612755,PHI,Philadelphia 76ers,21501214,2016-04-12T00:00:00,PHI @ TOR,L,34.4,0.167,0.833,0.083,0.083,0.75,0.0,0.167,0.125,0.0,0.0,1.0,1.0,0.0,0.857,0.143,7,12,0.583,1,13074,13074,13074,4012,23663,1132,20929,10895,1404,9917,9339,10299,18861,16482,1,1,2592,6954,15362,2864,5215,5861,1.0,34:25,2015,2016
2015-16,204456,T.J. McConnell,T.J.,1610612755,PHI,Philadelphia 76ers,21501214,2016-04-12T00:00:00,PHI @ TOR,L,21.6,0.667,0.333,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,6,0.167,1,13074,13074,13074,14504,14198,9288,20947,11228,1,9917,14161,1,18861,16482,15334,1,2592,1,15808,18695,14041,21747,1.0,21:37,2015,2016
