group_set,player_id,player_name,nickname,team_id,team_abbreviation,age,gp,w,l,w_pct,min,fgm,fga,fg_pct,fg3m,fg3a,fg3_pct,ftm,fta,ft_pct,oreb,dreb,reb,ast,tov,stl,blk,blka,pf,pfd,pts,plus_minus,nba_fantasy_pts,dd2,td3,wnba_fantasy_pts,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,fgm_rank,fga_rank,fg_pct_rank,fg3m_rank,fg3a_rank,fg3_pct_rank,ftm_rank,fta_rank,ft_pct_rank,oreb_rank,dreb_rank,reb_rank,ast_rank,tov_rank,stl_rank,blk_rank,blka_rank,pf_rank,pfd_rank,pts_rank,plus_minus_rank,nba_fantasy_pts_rank,dd2_rank,td3_rank,wnba_fantasy_pts_rank,team
Players,202692,Alec Burks,Alec,1610612758,SAC,27.0,13,7,6,0.538,24.973333333333333,5,12,0.417,0,2,0.0,6,8,0.75,2,6,8,1,1,0,0,2,3,4,16,-8,26.1,1,0,25.0,250,223,179,158,267,188,198,190,234,236,234,132,131,163,157,166,171,231,197,242,217,333,173,173,188,312,221,147,25,216,SAC
Players,203084,Harrison Barnes,Harrison,1610612758,SAC,27.0,45,17,28,0.378,167.57,25,66,0.379,8,31,0.258,13,17,0.765,1,13,14,1,4,6,1,2,21,9,71,-46,106.3,2,0,108.0,6,74,451,326,3,36,31,231,31,18,173,61,67,159,199,80,111,231,84,10,130,333,442,84,43,441,59,109,25,55,SAC
Players,1628385,Harry Giles III,Harry,1610612758,SAC,21.0,4,1,3,0.25,3.06,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,2,0,0,-5,0.0,0,0,0.0,354,365,109,388,401,348,355,348,234,314,234,295,308,295,276,365,378,297,275,242,217,1,140,329,364,276,405,203,25,406,SAC
Players,203463,Ben McLemore,Ben,1610612758,SAC,26.0,2,0,2,0.0,2.36,1,1,1.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,2,0,2.0,0,0,2.0,388,417,72,417,410,291,355,1,234,314,234,295,308,295,276,365,378,297,275,242,217,1,1,329,327,194,380,203,25,372,SAC
Players,1626161,Willie Cauley-Stein,Willie,1610612758,SAC,25.0,41,22,19,0.537,126.69166666666666,19,30,0.633,0,0,0.0,15,25,0.6,14,26,40,8,2,6,5,7,10,15,53,32,144.0,15,0,123.0,18,14,417,161,46,55,84,56,234,314,234,53,39,222,9,16,10,66,140,10,15,438,335,54,63,39,31,25,25,46,SAC
Players,1629168,BJ Johnson,BJ,1610612758,SAC,23.0,2,1,1,0.5,3.966666666666667,1,2,0.5,0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,2,-5,2.0,0,0,2.0,388,365,19,178,392,291,326,99,234,263,234,295,308,295,276,365,378,297,275,242,217,1,90,329,327,276,380,203,25,372,SAC
Players,1628412,Frank Mason III,Frank,1610612758,SAC,25.0,3,1,2,0.333,4.308333333333334,1,3,0.333,0,1,0.0,1,2,0.5,0,0,0,0,0,0,0,1,0,2,3,-8,3.0,0,0,3.0,371,365,72,354,387,291,303,264,234,263,234,250,238,237,276,365,378,297,275,242,217,229,1,223,315,312,368,203,25,358,SAC
Players,1627786,Troy Williams,Troy,1610612758,SAC,24.0,2,1,1,0.5,3.05,1,2,0.5,0,1,0.0,0,0,0.0,0,1,1,0,0,0,0,0,0,0,2,1,3.2,0,0,3.0,388,365,19,178,402,291,326,99,234,263,234,295,308,295,276,308,334,297,275,242,217,1,1,329,327,178,363,203,25,358,SAC
Players,1627812,Yogi Ferrell,Yogi,1610612758,SAC,26.0,8,3,5,0.375,6.01,1,2,0.5,0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,2,-12,2.0,0,0,2.0,292,301,156,327,361,291,326,99,234,263,234,295,308,295,276,365,378,297,275,242,217,1,1,329,327,341,380,203,25,372,SAC
Players,202357,Nemanja Bjelica,Nemanja,1610612758,SAC,31.0,25,15,10,0.6,55.825,5,13,0.385,3,5,0.6,8,8,1.0,2,11,13,6,0,4,1,2,7,6,21,13,60.6,9,0,53.0,135,91,264,98,177,188,189,227,101,169,28,107,131,1,157,100,123,93,275,34,130,333,285,132,163,87,127,47,25,136,SAC
