season,team_id,team,team_name,game_id,game_date,matchup,wl,min,e_off_rating,off_rating,e_def_rating,def_rating,e_net_rating,net_rating,ast_pct,ast_to,ast_ratio,oreb_pct,dreb_pct,reb_pct,tm_tov_pct,efg_pct,ts_pct,e_pace,pace,pace_per40,poss,pie,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,off_rating_rank,def_rating_rank,net_rating_rank,ast_pct_rank,ast_to_rank,ast_ratio_rank,oreb_pct_rank,dreb_pct_rank,reb_pct_rank,tm_tov_pct_rank,efg_pct_rank,ts_pct_rank,pace_rank,pie_rank,available_flag,season_start,season_end,is_home,home,away,MON
2019-20,1610612763,MEM,Memphis Grizzlies,21901311,2020-08-13,MEM vs. MIL,W,48.0,109.1,108.2,92.9,96.4,16.2,11.8,0.8,2.0,22.9,0.224,0.794,0.545,0.164,0.572,0.594,111.6,110.0,91.67,110,0.609,1,1,1,1,139,1206,244,394,30,619,70,1520,400,382,1515,559,668,65,187,1,2019,2020,True,MEM,MIL,AUG
2019-20,1610612763,MEM,Memphis Grizzlies,21901301,2020-08-11,MEM vs. BOS,L,48.0,107.3,110.3,120.6,127.1,-13.3,-16.8,0.743,3.25,18.6,0.293,0.696,0.471,0.082,0.433,0.506,100.4,96.5,80.42,97,0.456,1,1060,1060,1060,139,1039,1965,1892,147,96,742,749,1495,1530,109,1981,1766,1699,1464,1,2019,2020,True,MEM,BOS,AUG
2019-20,1610612763,MEM,Memphis Grizzlies,21901286,2020-08-09,MEM @ TOR,L,48.0,90.0,92.5,101.4,100.9,-11.4,-8.4,0.649,1.09,16.6,0.263,0.854,0.51,0.206,0.484,0.505,108.3,107.0,89.17,107,0.41,1,1060,1060,1060,139,2000,411,1554,639,1912,1337,1062,83,875,1987,1589,1775,213,1835,1,2019,2020,False,TOR,MEM,AUG
2019-20,1610612763,MEM,Memphis Grizzlies,21901275,2020-08-07,MEM vs. OKC,W,48.0,121.2,121.0,90.6,92.0,30.7,29.0,0.522,1.2,17.5,0.342,0.75,0.598,0.2,0.62,0.659,100.7,100.0,83.33,100,0.69,1,1,1,1,139,340,109,42,1649,1773,1053,288,860,45,1950,183,140,1131,22,1,2019,2020,True,MEM,OKC,AUG
2019-20,1610612763,MEM,Memphis Grizzlies,21901262,2020-08-05,MEM @ UTA,L,48.0,107.5,110.6,117.5,117.0,-10.0,-6.4,0.488,1.5,15.3,0.245,0.681,0.458,0.135,0.533,0.564,106.3,105.0,87.5,104,0.441,1,1060,1060,1060,139,1023,1565,1418,1820,1311,1608,1294,1634,1697,878,996,1063,413,1595,1,2019,2020,False,UTA,MEM,AUG
2019-20,1610612763,MEM,Memphis Grizzlies,21901253,2020-08-03,MEM @ NOP,L,48.0,93.8,94.3,102.7,104.8,-8.9,-10.5,0.676,1.79,17.7,0.193,0.788,0.477,0.133,0.462,0.497,105.9,104.5,87.08,105,0.423,1,1060,1060,1060,139,1944,651,1673,451,903,985,1813,437,1448,849,1798,1844,459,1750,1,2019,2020,False,NOP,MEM,AUG
2019-20,1610612763,MEM,Memphis Grizzlies,21901246,2020-08-02,MEM vs. SAS,L,48.0,98.2,101.9,102.4,102.9,-4.1,-0.9,0.643,2.25,19.7,0.135,0.722,0.434,0.115,0.5,0.536,106.7,104.5,87.08,104,0.503,1,1060,1060,1060,139,1644,516,1085,685,444,492,2063,1217,1925,533,1380,1437,459,1037,1,2019,2020,True,MEM,SAS,AUG
2019-20,1610612763,MEM,Memphis Grizzlies,21901234,2020-07-31,MEM @ POR,L,53.0,114.4,118.4,122.9,123.9,-8.4,-5.5,0.595,1.92,16.0,0.321,0.75,0.515,0.114,0.522,0.587,105.0,102.79,85.66,114,0.465,1,1060,1060,1060,13,471,1885,1358,1092,751,1471,458,860,787,513,1129,764,703,1371,1,2019,2020,False,POR,MEM,JUL
2019-20,1610612763,MEM,Memphis Grizzlies,21900964,2020-03-10,MEM vs. ORL,L,48.0,107.8,112.7,113.6,117.6,-5.8,-4.9,0.632,1.14,17.5,0.286,0.667,0.495,0.206,0.572,0.62,106.2,102.0,85.0,102,0.471,1,1060,1060,1060,139,850,1603,1310,770,1845,1053,817,1729,1168,1992,554,408,779,1314,1,2019,2020,True,MEM,ORL,MAR
2019-20,1610612763,MEM,Memphis Grizzlies,21900943,2020-03-07,MEM vs. ATL,W,48.0,114.0,110.3,94.1,95.3,19.9,15.0,0.628,1.59,18.0,0.32,0.75,0.561,0.159,0.563,0.581,105.4,106.5,88.75,107,0.629,1,1,1,1,139,1045,204,272,809,1198,902,465,860,219,1429,656,835,273,124,1,2019,2020,True,MEM,ATL,MAR
2019-20,1610612763,MEM,Memphis Grizzlies,21900937,2020-03-06,MEM @ DAL,L,48.0,96.3,96.0,120.4,121.0,-24.2,-25.0,0.744,1.53,20.7,0.234,0.717,0.49,0.19,0.518,0.535,100.1,100.0,83.33,100,0.415,1,1060,1060,1060,139,1894,1771,2039,142,1305,292,1430,1270,1234,1861,1175,1447,1131,1806,1,2019,2020,False,DAL,MEM,MAR
