TEAM_ID,TEAM_NAME,GP,W,L,W_PCT,MIN,DEF_RATING,DREB,DREB_PCT,STL,BLK,OPP_PTS_OFF_TOV,OPP_PTS_2ND_CHANCE,OPP_PTS_FB,OPP_PTS_PAINT,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,DEF_RATING_RANK,DREB_RANK,DREB_PCT_RANK,STL_RANK,BLK_RANK,OPP_PTS_OFF_TOV_RANK,OPP_PTS_2ND_CHANCE_RANK,OPP_PTS_FB_RANK,OPP_PTS_PAINT_RANK
1610612737,Atlanta Hawks,82,40,42,0.488,46.4,114.8,31.4,0.715,9.4,4.9,18.6,13.2,15.9,48.6,1,16,16,16,28,18,28,10,4,14,23,8,18,12
1610612738,Boston Celtics,82,61,21,0.744,49.7,110.1,34.9,0.717,7.4,5.7,13.6,13.2,14.0,47.5,1,3,3,3,2,4,2,7,26,2,2,7,5,10
1610612751,Brooklyn Nets,82,26,56,0.317,49.6,115.4,31.3,0.699,8.0,4.4,19.6,13.7,16.6,51.0,1,25,25,25,3,23,29,23,17,24,28,12,23,25
1610612766,Charlotte Hornets,82,19,63,0.232,48.9,115.7,33.5,0.705,7.5,4.6,19.8,13.8,16.8,48.6,1,28,28,28,9,24,11,17,24,20,29,14,24,14
1610612741,Chicago Bulls,82,39,43,0.476,46.3,114.8,34.4,0.722,7.3,4.5,17.4,14.3,14.0,51.9,1,18,18,18,29,19,3,5,29,22,15,17,6,28
1610612739,Cleveland Cavaliers,82,64,18,0.78,47.8,111.8,33.9,0.7,8.1,4.2,15.8,13.9,15.2,46.8,1,2,2,2,21,8,8,22,15,27,4,15,13,5
1610612742,Dallas Mavericks,82,39,43,0.476,47.9,115.0,32.8,0.694,7.7,5.4,17.3,15.2,15.5,52.5,1,18,18,18,20,20,19,25,22,6,13,25,16,30
1610612743,Denver Nuggets,82,50,32,0.61,47.7,115.1,34.0,0.709,7.9,4.8,17.5,14.5,16.3,50.3,1,6,6,6,23,21,5,14,20,15,16,20,22,20
1610612765,Detroit Pistons,82,44,38,0.537,47.9,112.5,33.1,0.714,7.9,5.2,17.6,14.4,14.3,45.9,1,14,14,14,19,10,15,11,19,10,18,19,9,3
1610612744,Golden State Warriors,82,48,34,0.585,48.3,111.0,32.9,0.716,9.4,4.8,16.4,12.8,14.3,45.8,1,11,11,11,15,7,17,8,3,17,7,3,7,2
1610612745,Houston Rockets,82,52,30,0.634,48.5,110.3,34.0,0.715,8.4,5.0,15.9,13.8,13.8,50.0,1,4,4,4,13,5,6,9,9,11,6,13,4,18
1610612754,Indiana Pacers,82,50,32,0.61,47.6,113.3,32.1,0.705,8.3,5.4,15.6,13.5,13.0,51.0,1,6,6,6,24,14,24,18,10,7,3,9,2,24
1610612746,LA Clippers,82,50,32,0.61,48.9,109.4,34.0,0.734,9.5,4.6,17.6,12.4,15.3,47.1,1,6,6,6,8,3,7,1,2,19,17,2,14,7
1610612747,Los Angeles Lakers,82,50,32,0.61,48.8,113.8,33.2,0.702,7.8,4.5,17.1,14.7,17.1,50.1,1,6,6,6,11,17,14,21,21,21,12,22,26,19
1610612763,Memphis Grizzlies,82,48,34,0.585,46.3,112.6,33.1,0.702,8.5,5.4,18.9,14.4,15.9,46.4,1,11,11,11,30,11,16,20,8,5,25,18,19,4
1610612748,Miami Heat,82,37,45,0.451,49.4,112.0,34.2,0.724,8.3,3.9,16.6,13.1,15.4,49.7,1,20,20,20,4,9,4,4,12,30,8,5,15,16
1610612749,Milwaukee Bucks,82,48,34,0.585,48.0,112.7,35.0,0.725,7.3,4.7,16.7,13.6,15.1,46.9,1,11,11,11,17,12,1,3,27,18,9,10,12,6
1610612750,Minnesota Timberwolves,82,49,33,0.598,49.0,110.8,33.7,0.709,8.1,5.0,17.7,13.7,14.4,48.6,1,10,10,10,6,6,10,13,16,13,19,11,10,13
1610612740,New Orleans Pelicans,82,21,61,0.256,48.1,119.1,31.5,0.682,8.5,5.2,18.8,16.1,18.0,52.3,1,27,27,27,16,29,26,29,7,9,24,30,29,29
1610612752,New York Knicks,82,51,31,0.622,49.1,113.3,32.2,0.71,8.3,4.0,15.9,13.0,14.7,50.9,1,5,5,5,5,13,22,12,11,29,5,4,11,23
1610612760,Oklahoma City Thunder,82,68,14,0.829,47.6,106.6,33.8,0.704,10.2,5.6,12.6,14.8,12.2,42.1,1,1,1,1,26,1,9,19,1,3,1,24,1,1
1610612753,Orlando Magic,82,41,41,0.5,49.7,109.1,31.7,0.72,9.2,6.1,17.9,12.3,14.3,47.2,1,15,15,15,1,2,25,6,6,1,20,1,8,8
1610612755,Philadelphia 76ers,82,24,58,0.293,48.9,117.3,29.8,0.678,9.3,4.5,17.0,15.3,16.3,51.2,1,26,26,26,7,26,30,30,5,23,11,26,21,26
1610612756,Phoenix Suns,82,36,46,0.439,48.8,117.7,33.3,0.709,7.3,4.8,18.1,14.1,17.3,49.9,1,21,21,21,10,27,12,15,28,16,21,16,27,17
1610612757,Portland Trail Blazers,82,36,46,0.439,48.3,113.7,31.4,0.682,8.3,5.3,19.3,14.8,17.5,48.6,1,21,21,21,14,16,27,28,13,8,26,23,28,11
1610612758,Sacramento Kings,82,40,42,0.488,48.6,115.3,33.3,0.728,7.6,4.4,16.7,13.2,13.3,47.5,1,16,16,16,12,22,13,2,23,25,10,6,3,9
1610612759,San Antonio Spurs,82,34,48,0.415,47.9,116.3,32.6,0.69,8.2,5.5,17.3,15.7,15.5,50.3,1,23,23,23,18,25,20,26,14,4,14,28,17,21
1610612761,Toronto Raptors,82,30,52,0.366,47.7,113.6,32.1,0.696,8.0,4.2,18.1,14.6,16.0,49.3,1,24,24,24,22,15,23,24,18,28,22,21,20,15
1610612762,Utah Jazz,82,17,65,0.207,47.6,119.4,32.9,0.705,6.7,4.3,21.5,15.5,19.2,51.7,1,30,30,30,25,30,18,16,30,26,30,27,30,27
1610612764,Washington Wizards,82,18,64,0.22,47.1,118.0,32.4,0.685,7.4,5.0,19.3,16.0,17.1,50.4,1,29,29,29,27,28,21,27,25,12,27,29,25,22
