TEAM_ID,TEAM_NAME,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK
1610612737,Atlanta Hawks,3,1,2,0.333,8.966666666666667,20.1,52.2,0.385,4.0,24.1,0.167,20.1,24.1,0.833,4.0,28.1,32.1,0.0,4.0,0.0,0.0,4.0,12.0,20.1,64.2,-8.0,11,11,5,12,15,13,13,11,12,7,15,7,9,6,10,3,8,15,5,15,13,11,4,7,12,10
1610612738,Boston Celtics,12,7,5,0.583,32.638333333333335,18.8,55.1,0.34,4.4,18.8,0.235,21.0,26.5,0.792,8.8,24.3,33.1,7.7,9.9,4.4,3.3,4.4,22.1,21.0,62.9,-7.7,1,1,16,5,3,14,9,13,11,13,10,5,6,7,7,7,6,14,12,5,12,13,12,6,13,9
1610612751,Brooklyn Nets,4,0,4,0.0,9.635,14.9,48.6,0.308,3.7,18.7,0.2,3.7,14.9,0.25,0.0,18.7,18.7,0.0,3.7,3.7,3.7,0.0,29.9,22.4,37.4,-56.0,9,15,13,15,14,16,14,16,13,14,11,13,12,14,14,12,14,15,3,9,7,1,15,3,16,16
1610612741,Chicago Bulls,2,1,1,0.5,6.32,28.5,85.4,0.333,5.7,28.5,0.2,0.0,0.0,0.0,17.1,17.1,34.2,17.1,5.7,11.4,5.7,5.7,39.9,11.4,62.7,-17.1,14,11,2,7,16,6,1,14,9,5,11,16,16,16,3,14,4,4,9,1,3,14,16,13,14,12
1610612742,Dallas Mavericks,7,3,4,0.429,20.808333333333334,26.0,53.6,0.484,15.6,31.1,0.5,12.1,19.0,0.636,0.0,27.7,27.7,13.8,1.7,1.7,3.5,0.0,20.8,15.6,79.6,-3.5,4,5,13,9,4,7,10,6,1,3,1,11,10,12,14,4,10,10,1,14,10,1,10,11,6,7
1610612743,Denver Nuggets,3,1,2,0.333,14.188333333333333,22.8,40.6,0.563,2.5,12.7,0.2,25.4,25.4,1.0,2.5,15.2,17.8,15.2,17.8,2.5,0.0,2.5,22.8,15.2,73.6,-20.3,11,11,5,12,9,11,16,3,15,16,11,2,7,1,12,15,15,8,16,12,13,5,13,12,8,13
1610612744,Golden State Warriors,9,6,3,0.667,34.30166666666667,31.5,60.9,0.517,9.4,29.4,0.321,24.1,28.3,0.852,9.4,23.1,32.5,17.8,8.4,3.1,4.2,3.1,14.7,22.0,96.6,22.0,2,2,9,3,1,4,6,4,6,4,6,3,4,5,6,8,7,2,11,11,5,6,5,5,2,3
1610612763,Memphis Grizzlies,8,4,4,0.5,32.68333333333333,31.9,78.2,0.408,7.7,27.5,0.28,20.9,28.6,0.731,17.6,26.4,44.1,14.3,4.4,4.4,5.5,11.0,22.0,16.5,92.5,13.2,3,3,13,7,2,3,2,9,8,6,7,6,3,10,2,5,2,9,7,6,4,16,11,10,3,5
1610612748,Miami Heat,7,4,3,0.571,18.18166666666667,25.7,63.4,0.406,13.9,35.6,0.389,15.8,17.8,0.889,2.0,21.8,23.8,15.8,4.0,4.0,4.0,0.0,17.8,25.7,81.2,17.8,4,3,9,6,6,8,4,10,2,1,5,10,11,4,13,10,12,7,4,8,6,1,9,2,5,4
1610612749,Milwaukee Bucks,5,3,2,0.6,16.253333333333334,24.4,66.4,0.367,2.2,22.1,0.1,19.9,26.6,0.75,19.9,28.8,48.7,11.1,13.3,4.4,6.6,8.9,17.7,22.1,70.9,6.6,6,5,5,4,8,10,3,12,16,8,16,8,5,8,1,2,1,12,15,4,2,15,8,4,10,6
1610612750,Minnesota Timberwolves,5,2,3,0.4,17.571666666666665,20.5,61.5,0.333,8.2,32.8,0.25,18.4,24.6,0.75,4.1,22.5,26.6,16.4,4.1,4.1,14.3,4.1,16.4,18.4,67.6,-24.6,6,8,9,10,7,12,5,14,7,2,9,9,8,8,9,9,11,6,6,7,1,12,7,9,11,14
1610612740,New Orleans Pelicans,3,1,2,0.333,10.13,32.0,53.3,0.6,10.7,21.3,0.5,10.7,10.7,1.0,0.0,3.6,3.6,21.3,10.7,7.1,0.0,3.6,28.4,10.7,85.3,-24.9,11,11,5,12,12,2,11,2,4,10,1,12,14,1,14,16,16,1,14,2,13,9,14,15,4,15
1610612755,Philadelphia 76ers,2,2,0,1.0,10.85,29.9,59.7,0.5,10.0,19.9,0.5,3.3,6.6,0.5,10.0,29.9,39.8,16.6,10.0,0.0,3.3,3.3,10.0,10.0,73.0,26.5,14,8,1,1,10,5,7,5,5,11,1,15,15,13,5,1,3,5,13,15,11,7,1,16,9,2
