team_id,team_name,gp,w,l,w_pct,min,def_rating,dreb,dreb_pct,stl,blk,opp_pts_off_tov,opp_pts_2nd_chance,opp_pts_fb,opp_pts_paint,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,def_rating_rank,dreb_rank,dreb_pct_rank,stl_rank,blk_rank,opp_pts_off_tov_rank,opp_pts_2nd_chance_rank,opp_pts_fb_rank,opp_pts_paint_rank,team
1610612737,Atlanta Hawks,82,36,46,0.439,3971.0,118.4,23.9,0.717,5.6,3.3,12.4,10.2,12.4,39.9,1,21,21,21,3,27,22,16,17,26,18,11,28,25,ATLANTA HAWKS
1610612738,Boston Celtics,82,64,18,0.78,3966.0,110.6,26.5,0.726,5.1,4.9,9.9,10.1,9.6,35.5,1,1,1,1,7,2,1,7,27,2,1,10,4,9,BOSTON CELTICS
1610612751,Brooklyn Nets,82,32,50,0.39,3961.0,115.4,24.3,0.715,5.1,3.9,11.5,10.4,11.6,36.0,1,22,22,22,10,20,20,19,28,12,9,17,25,11,BROOKLYN NETS
1610612766,Charlotte Hornets,82,21,61,0.256,3946.0,119.2,23.2,0.709,5.1,3.4,12.8,10.6,10.3,39.3,1,27,27,27,23,29,29,22,25,25,20,22,12,23,CHARLOTTE HORNETS
1610612741,Chicago Bulls,82,39,43,0.476,3996.0,115.7,24.1,0.717,5.7,3.5,11.3,10.2,9.8,33.6,1,20,20,20,1,22,21,17,11,18,7,14,6,1,CHICAGO BULLS
1610612739,Cleveland Cavaliers,82,48,34,0.585,3961.0,112.1,24.9,0.721,5.5,3.5,12.9,9.6,10.7,34.7,1,11,11,11,10,7,11,14,19,21,24,5,15,4,CLEVELAND CAVALIERS
1610612742,Dallas Mavericks,82,50,32,0.61,3941.0,114.9,24.9,0.711,5.1,3.7,11.3,10.7,11.8,38.2,1,6,6,6,26,18,12,21,24,17,8,24,26,21,DALLAS MAVERICKS
1610612743,Denver Nuggets,82,57,25,0.695,3941.0,112.3,25.2,0.718,5.3,4.2,11.9,9.9,10.1,37.7,1,2,2,2,26,8,8,15,21,9,14,8,8,18,DENVER NUGGETS
1610612765,Detroit Pistons,82,14,68,0.171,3951.0,118.0,24.5,0.73,4.8,3.5,14.7,10.4,10.6,40.7,1,30,30,30,21,25,18,5,30,20,30,16,14,27,DETROIT PISTONS
1610612744,Golden State Warriors,82,46,36,0.561,3966.0,114.5,25.7,0.725,5.2,3.4,12.8,10.0,11.1,37.0,1,16,16,16,7,15,4,10,23,23,22,9,20,14,GOLDEN STATE WARRIORS
1610612745,Houston Rockets,82,41,41,0.5,3971.0,112.8,25.3,0.722,5.8,3.4,11.1,10.2,8.7,36.2,1,19,19,19,3,10,7,12,8,24,4,15,1,12,HOUSTON ROCKETS
1610612754,Indiana Pacers,82,47,35,0.573,3941.0,117.6,23.5,0.7,5.8,4.4,11.8,11.1,10.2,43.8,1,12,12,12,26,24,28,26,9,8,13,26,11,30,INDIANA PACERS
1610612746,LA Clippers,82,51,31,0.622,3941.0,114.6,24.7,0.705,5.8,3.8,11.7,10.5,11.2,37.2,1,5,5,5,26,16,15,24,7,15,11,20,21,16,LA CLIPPERS
1610612747,Los Angeles Lakers,82,47,35,0.573,3971.0,114.8,25.9,0.725,5.5,4.1,12.6,11.1,12.1,38.1,1,12,12,12,3,17,2,11,20,11,19,27,27,20,LOS ANGELES LAKERS
1610612763,Memphis Grizzlies,82,27,55,0.329,3956.0,113.7,23.6,0.706,6.1,4.6,13.8,10.4,11.2,35.9,1,24,24,24,17,12,27,23,4,4,26,18,22,10,MEMPHIS GRIZZLIES
1610612748,Miami Heat,82,46,36,0.561,3951.0,111.5,24.6,0.734,5.6,2.6,11.8,9.9,9.7,34.6,1,16,16,16,21,5,17,3,15,30,12,7,5,3,MIAMI HEAT
1610612749,Milwaukee Bucks,82,49,33,0.598,3961.0,115.0,25.9,0.731,5.1,3.8,11.2,10.2,10.2,38.0,1,8,8,8,10,19,3,4,26,16,6,13,9,19,MILWAUKEE BUCKS
1610612750,Minnesota Timberwolves,82,56,26,0.683,3961.0,108.4,25.5,0.725,5.9,4.5,12.2,9.5,9.9,34.4,1,4,4,4,10,1,5,9,6,5,15,4,7,2,MINNESOTA TIMBERWOLVES
1610612740,New Orleans Pelicans,82,49,33,0.598,3941.0,111.9,25.1,0.725,6.2,3.5,11.7,9.6,10.2,34.9,1,8,8,8,26,6,10,8,3,22,10,6,10,5,NEW ORLEANS PELICANS
1610612752,New York Knicks,82,50,32,0.61,3946.0,112.4,24.3,0.729,5.6,3.1,11.1,9.2,10.3,35.1,1,6,6,6,23,9,19,6,16,29,5,3,13,7,NEW YORK KNICKS
1610612760,Oklahoma City Thunder,82,57,25,0.695,3961.0,111.0,24.8,0.698,6.3,4.9,11.0,11.4,9.3,35.0,1,2,2,2,10,4,13,27,2,1,3,28,3,6,OKLAHOMA CITY THUNDER
1610612753,Orlando Magic,82,47,35,0.573,3956.0,110.8,23.7,0.737,6.1,3.8,12.3,9.0,10.8,35.4,1,12,12,12,17,3,25,2,5,13,17,2,19,8,ORLANDO MAGIC
1610612755,Philadelphia 76ers,82,47,35,0.573,3956.0,113.0,23.8,0.701,6.3,4.5,10.7,10.2,11.5,37.4,1,12,12,12,17,11,24,25,1,6,2,12,24,17,PHILADELPHIA 76ERS
