team_id,team_name,gp,w,l,w_pct,min,fgm,fga,fg_pct,fg3m,fg3a,fg3_pct,ftm,fta,ft_pct,oreb,dreb,reb,ast,tov,stl,blk,blka,pf,pfd,pts,plus_minus,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,fgm_rank,fga_rank,fg_pct_rank,fg3m_rank,fg3a_rank,fg3_pct_rank,ftm_rank,fta_rank,ft_pct_rank,oreb_rank,dreb_rank,reb_rank,ast_rank,tov_rank,stl_rank,blk_rank,blka_rank,pf_rank,pfd_rank,pts_rank,plus_minus_rank,team
1610612737,Atlanta Hawks,82,36,46,0.439,3971.0,32.0,68.8,0.465,10.2,28.0,0.364,13.8,17.3,0.797,9.3,23.9,33.2,19.8,10.1,5.6,3.3,4.2,13.8,14.5,88.0,-1.6,1,21,21,21,3,11,2,21,6,7,17,7,7,8,3,22,7,17,16,17,26,22,14,7,6,21,ATLANTA HAWKS
1610612738,Boston Celtics,82,64,18,0.78,3966.0,32.7,67.1,0.487,12.3,31.6,0.388,12.1,15.0,0.807,8.0,26.5,34.5,20.0,8.9,5.1,4.9,2.8,12.0,12.9,89.7,8.4,1,1,1,1,7,4,9,8,1,1,2,19,26,7,14,1,2,14,1,27,2,1,2,30,2,1,BOSTON CELTICS
1610612751,Brooklyn Nets,82,32,50,0.39,3961.0,30.3,66.4,0.456,9.9,27.4,0.362,11.8,15.6,0.756,8.5,24.3,32.8,19.1,9.8,5.1,3.9,3.7,13.8,13.6,82.3,-2.2,1,22,22,22,10,25,16,28,9,9,19,23,20,28,6,20,12,21,13,28,12,16,13,21,26,22,BROOKLYN NETS
1610612766,Charlotte Hornets,82,21,61,0.256,3946.0,29.9,65.1,0.46,9.0,25.4,0.355,10.8,13.8,0.786,7.0,23.2,30.1,18.5,10.3,5.1,3.4,3.6,13.4,13.1,79.7,-7.7,1,27,27,27,23,27,23,26,23,17,21,30,30,11,27,29,30,24,18,25,25,13,8,29,28,30,CHARLOTTE HORNETS
1610612741,Chicago Bulls,82,39,43,0.476,3996.0,31.1,66.1,0.47,8.5,23.7,0.358,12.3,15.6,0.791,8.3,24.1,32.4,18.5,9.0,5.7,3.5,3.6,13.9,13.9,82.9,-1.1,1,20,20,20,1,19,18,18,28,27,20,17,19,10,8,21,16,25,3,11,18,14,17,16,23,20,CHICAGO BULLS
1610612739,Cleveland Cavaliers,82,48,34,0.585,3961.0,31.1,65.0,0.479,10.1,27.4,0.367,11.6,15.2,0.765,7.3,24.9,32.3,20.9,10.1,5.5,3.5,3.7,13.1,14.0,83.9,1.8,1,11,11,11,10,18,25,12,7,8,15,26,24,22,22,11,17,8,17,19,21,17,5,15,20,13,CLEVELAND CAVALIERS
1610612742,Dallas Mavericks,82,50,32,0.61,3941.0,32.3,67.2,0.481,10.9,29.6,0.369,12.8,16.8,0.758,7.3,24.9,32.2,19.2,9.4,5.1,3.7,3.0,13.7,15.2,88.3,1.7,1,6,6,6,26,7,8,11,3,2,13,14,11,27,23,12,19,19,4,24,17,2,10,2,5,14,DALLAS MAVERICKS
1610612743,Denver Nuggets,82,57,25,0.695,3941.0,33.0,66.5,0.496,8.8,23.4,0.374,11.3,14.9,0.762,8.0,25.2,33.3,22.1,9.5,5.3,4.2,3.6,13.6,13.4,86.0,3.9,1,2,2,2,26,3,15,4,25,28,10,29,28,25,13,8,6,3,7,21,9,12,9,24,14,4,DENVER NUGGETS
1610612765,Detroit Pistons,82,14,68,0.171,3951.0,30.6,65.9,0.463,8.3,23.7,0.348,12.7,16.2,0.785,7.8,24.5,32.4,19.0,11.4,4.8,3.5,4.5,15.4,13.3,82.1,-6.8,1,30,30,30,21,24,20,24,29,26,26,15,15,12,15,18,15,22,29,30,20,25,28,28,27,28,DETROIT PISTONS
1610612744,Golden State Warriors,82,46,36,0.561,3966.0,32.5,68.2,0.477,11.0,29.0,0.38,11.6,14.9,0.78,9.0,25.7,34.8,21.8,10.7,5.2,3.4,3.7,14.5,13.4,87.7,1.9,1,16,16,16,7,5,4,13,2,4,7,24,27,17,5,4,1,4,23,23,23,15,22,25,8,12,GOLDEN STATE WARRIORS
1610612745,Houston Rockets,82,41,41,0.5,3971.0,31.1,67.6,0.459,9.5,26.9,0.352,13.4,17.4,0.773,8.5,25.3,33.8,18.4,9.5,5.8,3.4,4.4,15.4,14.6,85.0,0.8,1,19,19,19,3,20,5,27,15,12,23,10,6,20,7,7,5,26,8,8,24,24,29,6,17,18,HOUSTON ROCKETS
1610612754,Indiana Pacers,82,47,35,0.573,3941.0,35.2,69.4,0.507,9.9,26.4,0.374,12.0,15.4,0.782,7.6,23.5,31.1,23.0,9.7,5.8,4.4,4.0,16.0,13.7,92.4,2.3,1,12,12,12,26,1,1,1,10,15,9,20,22,13,20,28,28,1,10,9,8,21,30,19,1,9,INDIANA PACERS
1610612746,LA Clippers,82,51,31,0.622,3941.0,31.7,64.9,0.489,9.5,24.8,0.381,13.7,16.6,0.825,7.5,24.7,32.2,19.2,9.8,5.8,3.8,3.5,13.9,14.0,86.6,2.5,1,5,5,5,26,13,26,6,14,20,6,8,12,3,21,15,18,20,14,7,15,9,16,13,11,7,LA CLIPPERS
1610612747,Los Angeles Lakers,82,47,35,0.573,3971.0,32.5,65.1,0.499,8.8,23.3,0.377,14.1,18.0,0.782,6.1,25.9,32.0,21.2,10.4,5.5,4.1,3.5,11.6,14.7,87.7,0.4,1,12,12,12,3,6,24,2,24,30,8,3,2,15,30,2,21,6,19,20,11,11,1,4,7,19,LOS ANGELES LAKERS
1610612763,Memphis Grizzlies,82,27,55,0.329,3956.0,28.6,65.8,0.435,9.7,28.2,0.346,12.0,15.7,0.764,8.2,23.6,31.8,18.4,11.2,6.1,4.6,4.9,14.2,14.0,79.0,-5.2,1,24,24,24,17,30,21,30,12,6,29,22,18,23,10,27,22,27,26,4,4,30,20,14,30,26,MEMPHIS GRIZZLIES
1610612748,Miami Heat,82,46,36,0.561,3951.0,29.8,64.0,0.465,9.3,25.2,0.37,13.5,16.5,0.818,7.0,24.6,31.6,19.3,9.5,5.6,2.6,3.5,12.9,14.1,82.3,1.3,1,16,16,16,21,28,28,22,19,18,12,9,13,5,26,17,25,18,6,15,30,10,4,11,25,16,MIAMI HEAT
1610612749,Milwaukee Bucks,82,49,33,0.598,3961.0,32.2,66.0,0.487,10.6,28.4,0.373,13.8,17.8,0.774,7.0,25.9,32.9,19.8,9.6,5.1,3.8,3.2,14.3,14.3,88.7,2.0,1,8,8,8,10,9,19,7,5,5,11,6,3,19,24,3,10,16,9,26,16,3,21,9,4,11,MILWAUKEE BUCKS
1610612750,Minnesota Timberwolves,82,56,26,0.683,3961.0,30.7,63.4,0.485,9.4,24.4,0.387,13.3,17.1,0.777,7.0,25.5,32.5,19.8,10.6,5.9,4.5,3.4,14.0,14.8,84.2,4.8,1,4,4,4,10,23,29,10,16,24,3,11,9,18,25,5,14,15,22,6,5,5,18,3,19,3,MINNESOTA TIMBERWOLVES
