GROUP_SET,PLAYER_ID,PLAYER_NAME,NICKNAME,TEAM_ID,TEAM_ABBREVIATION,AGE,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,NBA_FANTASY_PTS,DD2,TD3,WNBA_FANTASY_PTS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,NBA_FANTASY_PTS_RANK,DD2_RANK,TD3_RANK,WNBA_FANTASY_PTS_RANK
Players,2564,Boris Diaw,Boris,1610612762,UTA,35.0,1,0,1,0.0,0.0983333333333333,0,0,0.0,0,0,0.0,1,2,0.5,0,0,0,0,0,0,0,0,1,1,1,1,1.0,0,0,1.0,105,104,26,104,130,76,90,76,40,65,40,40,30,43,40,74,86,55,41,33,21,1,60,34,86,56,104,33,4,102
Players,202324,Derrick Favors,Derrick,1610612762,UTA,25.0,5,3,2,0.6,14.031666666666666,1,1,1.0,0,0,0.0,1,4,0.25,1,2,3,2,0,1,0,0,2,2,3,2,12.6,0,0,10.0,11,14,69,50,39,43,69,1,40,65,40,40,16,51,17,20,21,12,41,9,21,1,95,21,54,51,34,33,4,40
Players,201588,George Hill,George,1610612762,UTA,31.0,5,3,2,0.6,17.466666666666665,1,5,0.2,1,4,0.25,4,4,1.0,0,1,1,1,0,0,0,0,5,2,7,8,9.7,0,0,10.0,11,14,69,50,23,43,26,74,17,15,34,11,16,1,40,39,50,25,41,33,21,1,136,21,28,21,46,33,4,40
Players,202330,Gordon Hayward,Gordon,1610612762,UTA,27.0,5,2,3,0.4,16.326666666666668,2,9,0.222,0,2,0.0,6,6,1.0,2,4,6,1,2,0,0,0,1,4,10,-6,16.7,1,0,17.0,11,36,110,79,31,25,15,73,40,27,40,4,6,1,6,4,3,25,3,33,21,1,60,8,15,99,24,14,4,18
Players,203481,Jeff Withey,Jeff,1610612762,UTA,27.0,1,1,0,1.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,105,62,1,1,136,76,90,76,40,65,40,53,57,53,40,74,86,55,41,33,21,1,1,64,92,66,107,33,4,109
Players,204060,Joe Ingles,Joe,1610612762,UTA,29.0,5,3,2,0.6,15.256666666666666,2,2,1.0,2,2,1.0,0,0,0.0,0,1,1,3,1,0,0,0,2,0,6,4,10.7,0,0,12.0,11,14,69,50,33,25,50,1,5,27,1,53,57,53,40,39,50,4,17,33,21,1,95,64,33,38,44,33,4,31
Players,2207,Joe Johnson,Joe,1610612762,UTA,36.0,6,3,3,0.5,20.066666666666663,8,12,0.667,2,5,0.4,0,0,0.0,1,2,3,4,1,0,0,0,2,0,18,11,26.6,0,0,27.0,7,14,110,61,15,1,10,25,5,6,25,53,57,53,17,20,21,1,17,33,21,1,95,64,6,16,7,33,4,8
Players,203918,Rodney Hood,Rodney,1610612762,UTA,24.0,3,2,1,0.667,10.013333333333334,3,4,0.75,2,3,0.667,0,0,0.0,0,0,0,0,0,1,0,0,0,0,8,16,11.0,0,0,12.0,60,36,26,38,56,18,30,23,5,19,12,53,57,53,40,74,86,55,41,9,21,1,1,64,23,8,42,33,4,31
Players,203497,Rudy Gobert,Rudy,1610612762,UTA,25.0,2,1,1,0.5,5.873333333333333,1,1,1.0,0,0,0.0,3,4,0.75,0,1,1,0,0,0,0,0,2,2,5,2,6.2,2,0,6.0,90,62,26,61,77,43,69,1,40,65,40,17,16,32,40,39,50,55,41,33,21,1,95,21,37,51,63,8,4,60
Players,202714,Shelvin Mack,Shelvin,1610612762,UTA,27.0,1,0,1,0.0,1.9833333333333332,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,-3,0.0,0,0,0.0,105,104,26,104,107,76,90,76,40,65,40,53,57,53,40,74,86,55,41,33,21,1,1,64,92,89,107,33,4,109
