season,team_id,game_id,game_date,away_team,home_team,opponent,opponent_id,game_no,pf,opp_pf,wl,differential
2021-22,1610612745,22100008,2021-10-20,HOU,MIN,MIN,1610612750,1,106,124,L,-18
2021-22,1610612745,22100023,2021-10-22,OKC,HOU,OKC,1610612760,2,124,91,W,33
2021-22,1610612745,22100037,2021-10-24,BOS,HOU,BOS,1610612738,3,97,107,L,-10
2021-22,1610612745,22100052,2021-10-26,HOU,DAL,DAL,1610612742,4,106,116,L,-10
2021-22,1610612745,22100068,2021-10-28,UTA,HOU,UTA,1610612762,5,91,122,L,-31
2021-22,1610612745,22100093,2021-10-31,HOU,LAL,LAL,1610612747,6,85,95,L,-10
2021-22,1610612745,22100107,2021-11-02,HOU,LAL,LAL,1610612747,7,117,119,L,-2
2021-22,1610612745,22100122,2021-11-04,HOU,PHX,PHX,1610612756,8,111,123,L,-12
2021-22,1610612745,22100133,2021-11-06,HOU,DEN,DEN,1610612743,9,94,95,L,-1
2021-22,1610612745,22100145,2021-11-07,HOU,GSW,GSW,1610612744,10,107,120,L,-13
2021-22,1610612745,22100162,2021-11-10,DET,HOU,DET,1610612765,11,104,112,L,-8
2021-22,1610612745,22100177,2021-11-12,POR,HOU,POR,1610612757,12,92,104,L,-12
2021-22,1610612745,22100195,2021-11-14,PHX,HOU,PHX,1610612756,13,89,115,L,-26
2021-22,1610612745,22100205,2021-11-15,HOU,MEM,MEM,1610612763,14,102,136,L,-34
2021-22,1610612745,22100221,2021-11-17,HOU,OKC,OKC,1610612760,15,89,101,L,-12
2021-22,1610612745,22100239,2021-11-20,HOU,NYK,NYK,1610612752,16,99,106,L,-7
2021-22,1610612745,22100256,2021-11-22,HOU,BOS,BOS,1610612738,17,90,108,L,-18
2021-22,1610612745,22100271,2021-11-24,CHI,HOU,CHI,1610612741,18,118,113,W,5
2021-22,1610612745,22100297,2021-11-27,CHA,HOU,CHA,1610612766,19,146,143,W,3
2021-22,1610612745,22100308,2021-11-29,OKC,HOU,OKC,1610612760,20,102,89,W,13
2021-22,1610612745,22100326,2021-12-01,HOU,OKC,OKC,1610612760,21,114,110,W,4
2021-22,1610612745,22100337,2021-12-03,ORL,HOU,ORL,1610612753,22,118,116,W,2
2021-22,1610612745,22100352,2021-12-05,NOP,HOU,NOP,1610612740,23,118,108,W,10
2021-22,1610612745,22100372,2021-12-08,BKN,HOU,BKN,1610612751,24,114,104,W,10
2021-22,1610612745,22100386,2021-12-10,MIL,HOU,MIL,1610612749,25,114,123,L,-9
2021-22,1610612745,22100395,2021-12-11,HOU,MEM,MEM,1610612763,26,106,113,L,-7
2021-22,1610612745,22100407,2021-12-13,HOU,ATL,ATL,1610612737,27,132,126,W,6
2021-22,1610612745,22100417,2021-12-15,HOU,CLE,CLE,1610612739,28,89,124,L,-35
2021-22,1610612745,22100431,2021-12-16,NYK,HOU,NYK,1610612752,29,103,116,L,-13
2021-22,1610612745,22100441,2021-12-18,HOU,DET,DET,1610612765,30,116,107,W,9
2021-22,1610612745,22100459,2021-12-20,HOU,CHI,CHI,1610612741,31,118,133,L,-15
2021-22,1610612745,22100473,2021-12-22,HOU,MIL,MIL,1610612749,32,106,126,L,-20
2021-22,1610612745,22100476,2021-12-23,HOU,IND,IND,1610612754,33,106,118,L,-12
2021-22,1610612745,22100501,2021-12-27,HOU,CHA,CHA,1610612766,34,99,123,L,-24
2021-22,1610612745,22100511,2021-12-28,LAL,HOU,LAL,1610612747,35,123,132,L,-9
