season,player_id,player_name,nickname,team_id,team,team_name,game_id,game_date,matchup,wl,min,pct_fga_2pt,pct_fga_3pt,pct_pts_2pt,pct_pts_2pt_mr,pct_pts_3pt,pct_pts_fb,pct_pts_ft,pct_pts_off_tov,pct_pts_paint,pct_ast_2pm,pct_uast_2pm,pct_ast_3pm,pct_uast_3pm,pct_ast_fgm,pct_uast_fgm,fgm,fga,fg_pct,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,pct_fga_2pt_rank,pct_fga_3pt_rank,pct_pts_2pt_rank,pct_pts_2pt_mr_rank,pct_pts_3pt_rank,pct_pts_fb_rank,pct_pts_ft_rank,pct_pts_off_tov_rank,pct_pts_paint_rank,pct_ast_2pm_rank,pct_uast_2pm_rank,pct_ast_3pm_rank,pct_uast_3pm_rank,pct_ast_fgm_rank,pct_uast_fgm_rank,fgm_rank,fga_rank,fg_pct_rank,available_flag,min_sec,season_start,season_end
2018-19,101123,Gerald Green,Gerald,1610612745,HOU,Houston Rockets,21801218,2019-04-09T00:00:00,HOU @ OKC,L,15.1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,5,9,0.556,1,13078,13078,13078,19923,23718,1,20755,8259,1,10121,14182,12104,19484,16576,15025,1,3473,1,15698,6938,9647,7016,1,15:05,2018,2019
2018-19,203991,Clint Capela,Clint,1610612745,HOU,Houston Rockets,21801218,2019-04-09T00:00:00,HOU @ OKC,L,36.4,1.0,0.0,0.889,0.0,0.0,0.111,0.111,0.222,0.889,1.0,0.0,0.0,0.0,1.0,0.0,8,10,0.8,1,13078,13078,13078,2120,1,20119,4380,8259,13697,8710,11378,6307,3092,1,15025,12572,3473,1,15698,2320,8165,1450,1,36:21,2018,2019
2018-19,1627863,Danuel House Jr.,Danuel,1610612745,HOU,Houston Rockets,21801218,2019-04-09T00:00:00,HOU @ OKC,L,23.9,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4,0.0,1,13078,13078,13078,12855,23718,1,20755,8259,13697,10121,14182,12104,19484,16576,15025,12572,3473,20726,15698,22860,18618,22860,1,23:51,2018,2019
2018-19,200782,P.J. Tucker,P.J.,1610612745,HOU,Houston Rockets,21801218,2019-04-09T00:00:00,HOU @ OKC,L,30.3,0.25,0.75,0.5,0.0,0.0,0.0,0.5,0.0,0.5,0.0,1.0,0.0,0.0,0.0,1.0,1,4,0.25,1,13078,13078,13078,7000,22242,2333,12591,8259,13697,10121,1051,12104,9185,16576,1,12572,3473,20726,1,19280,18618,20197,1,30:18,2018,2019
2018-19,201569,Eric Gordon,Eric,1610612745,HOU,Houston Rockets,21801218,2019-04-09T00:00:00,HOU @ OKC,L,30.4,0.25,0.75,0.25,0.0,0.75,0.25,0.0,0.0,0.25,0.0,1.0,1.0,0.0,0.667,0.333,3,12,0.25,1,13078,13078,13078,6898,22242,2333,18724,8259,1942,4310,14182,12104,16393,16576,1,1,3473,10609,10380,12305,5764,20197,1,30:24,2018,2019
2018-19,2403,Nene,ene,1610612745,HOU,Houston Rockets,21801218,2019-04-09T00:00:00,HOU @ OKC,L,11.6,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0.0,1,13078,13078,13078,21957,1,20119,20755,8259,13697,10121,14182,12104,19484,16576,15025,12572,3473,20726,15698,22860,22125,22860,1,11:37,2018,2019
2018-19,201935,James Harden,James,1610612745,HOU,Houston Rockets,21801218,2019-04-09T00:00:00,HOU @ OKC,L,37.0,0.464,0.536,0.308,0.0,0.385,0.077,0.307,0.282,0.308,0.167,0.833,0.0,1.0,0.091,0.909,11,28,0.393,1,13078,13078,13078,1717,18544,6546,17855,8259,8481,9700,4043,4793,15126,16062,4476,12572,1,20682,2156,577,107,15734,1,36:58,2018,2019
2018-19,101108,Chris Paul,Chris,1610612745,HOU,Houston Rockets,21801218,2019-04-09T00:00:00,HOU @ OKC,L,34.2,0.4,0.6,0.333,0.083,0.625,0.208,0.042,0.0,0.25,0.25,0.75,0.0,1.0,0.111,0.889,9,15,0.6,1,13078,13078,13078,3751,19670,4835,17201,7712,3470,5668,14065,12104,16393,14987,5137,12572,1,20607,2206,1509,3138,5112,1,34:10,2018,2019
2018-19,203085,Austin Rivers,Austin,1610612745,HOU,Houston Rockets,21801218,2019-04-09T00:00:00,HOU @ OKC,L,21.3,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,4,0.25,1,13078,13078,13078,15129,23718,1,20755,8259,1,10121,14182,1,19484,16576,15025,1,3473,1,15698,19280,18618,20197,1,21:16,2018,2019
2018-19,1629185,Chris Chiozza,Chris,1610612745,HOU,Houston Rockets,21801200,2019-04-07T00:00:00,HOU vs. PHX,W,5.2,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,1,1,1,1,24318,23718,1,20755,8259,13697,10121,14182,12104,19484,16576,15025,12572,3473,20726,15698,22860,23689,22860,1,5:09,2018,2019
2018-19,101123,Gerald Green,Gerald,1610612745,HOU,Houston Rockets,21801200,2019-04-07T00:00:00,HOU vs. PHX,W,12.0,0.167,0.833,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1,6,0.167,1,1,1,1,21735,23253,1692,1,8259,13697,10121,14182,12104,1,1,15025,12572,3473,1,15698,19280,14888,22155,1,12:00,2018,2019
2018-19,203991,Clint Capela,Clint,1610612745,HOU,Houston Rockets,21801200,2019-04-07T00:00:00,HOU vs. PHX,W,25.4,1.0,0.0,0.636,0.0,0.0,0.227,0.364,0.045,0.636,0.714,0.286,0.0,0.0,0.714,0.286,7,9,0.778,1,1,1,1,11452,1,20119,9666,8259,13697,5138,2632,12061,6878,7371,13234,12572,3473,10220,12330,3482,9647,1751,1,25:24,2018,2019
2018-19,201569,Eric Gordon,Eric,1610612745,HOU,Houston Rockets,21801200,2019-04-07T00:00:00,HOU vs. PHX,W,24.2,0.071,0.929,0.077,0.0,0.923,0.231,0.0,0.115,0.077,0.0,1.0,1.0,0.0,0.889,0.111,9,14,0.643,1,1,1,1,12534,23713,1376,20743,8259,1383,5018,14182,10503,19447,16576,1,1,3473,7226,15578,1509,3907,4288,1,24:14,2018,2019
2018-19,200782,P.J. Tucker,P.J.,1610612745,HOU,Houston Rockets,21801200,2019-04-07T00:00:00,HOU vs. PHX,W,22.3,0.25,0.75,0.0,0.0,1.0,0.0,0.0,0.25,0.0,0.0,0.0,1.0,0.0,1.0,0.0,4,12,0.333,1,1,1,1,14297,22242,2333,20755,8259,1,10121,14182,5265,19484,16576,15025,1,3473,1,15698,9407,5764,17130,1,22:16,2018,2019
2018-19,202697,Iman Shumpert,Iman,1610612745,HOU,Houston Rockets,21801200,2019-04-07T00:00:00,HOU vs. PHX,W,20.6,0.4,0.6,0.4,0.4,0.6,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.5,0.5,2,5,0.4,1,1,1,1,15723,19670,4835,15098,1223,3503,10121,14182,12104,19484,16576,1,1,3473,13960,6190,15736,16739,14646,1,20:33,2018,2019
2018-19,101108,Chris Paul,Chris,1610612745,HOU,Houston Rockets,21801200,2019-04-07T00:00:00,HOU vs. PHX,W,26.0,0.375,0.625,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.5,0.5,0.5,2,8,0.25,1,1,1,1,10888,20371,4476,20755,8259,1,10121,14182,1183,19484,16576,15025,11269,1489,13960,6190,15736,11313,20197,1,26:02,2018,2019
2018-19,2403,Nene,ene,1610612745,HOU,Houston Rockets,21801200,2019-04-07T00:00:00,HOU vs. PHX,W,14.5,0.857,0.143,0.8,0.4,0.0,0.4,0.2,0.2,0.4,0.75,0.25,0.0,0.0,0.75,0.25,4,7,0.571,1,1,1,1,20277,6116,18653,5529,1223,13697,1925,7063,6953,12021,6570,13401,12572,3473,8984,12688,9407,13029,6274,1,14:31,2018,2019
2018-19,202702,Kenneth Faried,Kenneth,1610612745,HOU,Houston Rockets,21801200,2019-04-07T00:00:00,HOU vs. PHX,W,8.1,0.75,0.25,0.857,0.0,0.0,0.0,0.143,0.0,0.857,0.333,0.667,0.0,0.0,0.333,0.667,3,4,0.75,1,1,1,1,23204,8566,15582,4725,8259,13697,10121,9831,12104,3302,13514,5955,12572,3473,17894,3845,12305,18618,1866,1,8:05,2018,2019
2018-19,1629109,Gary Clark,Gary,1610612745,HOU,Houston Rockets,21801200,2019-04-07T00:00:00,HOU vs. PHX,W,8.5,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,2,4,0.5,1,1,1,1,23104,23718,1,20755,8259,1,10121,14182,12104,19484,16576,15025,11269,1489,13960,6190,15736,18618,8362,1,8:27,2018,2019
2018-19,203085,Austin Rivers,Austin,1610612745,HOU,Houston Rockets,21801200,2019-04-07T00:00:00,HOU vs. PHX,W,22.7,0.444,0.556,0.4,0.0,0.6,0.0,0.0,0.0,0.4,0.5,0.5,0.5,0.5,0.5,0.5,4,9,0.444,1,1,1,1,13949,18795,6036,15098,8259,3503,10121,14182,12104,12021,9818,8091,11269,1489,13960,6190,9407,9647,12796,1,22:39,2018,2019
2018-19,1627863,Danuel House Jr.,Danuel,1610612745,HOU,Houston Rockets,21801200,2019-04-07T00:00:00,HOU vs. PHX,W,21.7,0.429,0.571,0.308,0.0,0.692,0.0,0.0,0.0,0.308,0.5,0.5,1.0,0.0,0.8,0.2,5,7,0.714,1,1,1,1,14784,19111,5573,17855,8259,2829,10121,14182,12104,15126,9818,8091,1,3473,8142,13995,6938,13029,2540,1,21:40,2018,2019
2018-19,201935,James Harden,James,1610612745,HOU,Houston Rockets,21801200,2019-04-07T00:00:00,HOU vs. PHX,W,29.0,0.571,0.429,0.333,0.0,0.5,0.3,0.167,0.067,0.333,0.2,0.8,0.4,0.6,0.3,0.7,10,14,0.714,1,1,1,1,8211,14740,9888,17201,8259,5690,3355,8676,11834,14205,15671,4710,12217,1445,19038,3746,942,3907,2540,1,29:00,2018,2019
2018-19,1629185,Chris Chiozza,Chris,1610612745,HOU,Houston Rockets,21801184,2019-04-05T00:00:00,HOU vs. NYK,W,7.2,0.25,0.75,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,4,0.25,1,1,1,1,23503,22242,2333,20755,8259,1,10121,14182,12104,19484,16576,15025,1,3473,1,15698,19280,18618,20197,1,7:14,2018,2019
2018-19,101123,Gerald Green,Gerald,1610612745,HOU,Houston Rockets,21801184,2019-04-05T00:00:00,HOU vs. NYK,W,19.2,0.222,0.778,0.0,0.0,1.0,0.333,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3,9,0.333,1,1,1,1,16808,22789,2190,20755,8259,1,2638,14182,12104,19484,16576,15025,1,3473,1,15698,12305,9647,17130,1,19:13,2018,2019
2018-19,1629109,Gary Clark,Gary,1610612745,HOU,Houston Rockets,21801184,2019-04-05T00:00:00,HOU vs. NYK,W,12.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,4,0.25,1,1,1,1,21735,23718,1,20755,8259,1,10121,14182,1,19484,16576,15025,12572,1,20726,1,19280,18618,20197,1,12:00,2018,2019
